Vendor_ID,Orders,Late_Orders,Late_Rate_Pct,Avg_Delay_Days,Vendor_Name,Vendor_Category,Vendor_Tier,Reliability_Score
VND00296,42,23.0,58.97,4.87,Vendor_0296,Logistics,Tier 2,66.6
VND00857,51,30.0,58.82,6.88,Vendor_0857,Logistics,Tier 3,32.6
VND00332,36,20.0,58.82,7.26,Vendor_0332,Chemicals,Tier 1,83.0
VND00416,52,30.0,58.82,7.27,Vendor_0416,Chemicals,Tier 2,61.4
VND00861,52,30.0,58.82,6.73,Vendor_0861,Logistics,Tier 1,84.3
VND00431,39,20.0,58.82,6.26,Vendor_0431,Logistics,Tier 3,40.0
VND00154,37,20.0,58.82,7.35,Vendor_0154,Packaging,Tier 2,64.3
VND00318,51,30.0,58.82,8.45,Vendor_0318,Raw Material,Tier 3,42.1
VND00737,52,30.0,58.82,7.53,Vendor_0737,Packaging,Tier 3,57.5
VND00448,67,37.0,58.73,7.63,Vendor_0448,Raw Material,Tier 1,82.7
VND00479,48,27.0,58.7,6.89,Vendor_0479,Chemicals,Tier 1,97.9
VND00860,49,27.0,58.7,5.78,Vendor_0860,Electronics,Tier 3,34.6
VND00426,48,27.0,58.7,7.89,Vendor_0426,Textiles,Tier 2,68.5
VND00036,49,27.0,58.7,6.52,Vendor_0036,Machinery,Tier 1,86.6
VND00468,50,27.0,58.7,6.89,Vendor_0468,IT Services,Tier 1,90.8
VND00407,49,27.0,58.7,6.43,Vendor_0407,IT Services,Tier 3,57.2
VND00263,48,27.0,58.7,6.91,Vendor_0263,Electronics,Tier 3,39.8
VND00198,42,24.0,58.54,6.29,Vendor_0198,Electronics,Tier 1,92.8
VND00919,47,24.0,58.54,6.56,Vendor_0919,IT Services,Tier 1,83.5
VND00896,41,24.0,58.54,7.44,Vendor_0896,Machinery,Tier 3,44.3
VND00185,55,31.0,58.49,6.81,Vendor_0185,Machinery,Tier 3,48.1
VND00470,56,31.0,58.49,7.09,Vendor_0470,Chemicals,Tier 1,97.4
VND00523,56,31.0,58.49,6.38,Vendor_0523,IT Services,Tier 1,97.9
VND00992,54,31.0,58.49,7.45,Vendor_0992,Machinery,Tier 2,78.6
VND00659,49,28.0,58.33,7.06,Vendor_0659,Machinery,Tier 2,75.2
VND00807,49,28.0,58.33,7.88,Vendor_0807,Chemicals,Tier 1,95.4
VND00424,51,28.0,58.33,7.58,Vendor_0424,Electronics,Tier 2,64.6
VND00404,50,28.0,58.33,7.12,Vendor_0404,Machinery,Tier 1,87.9
VND00841,49,28.0,58.33,7.23,Vendor_0841,IT Services,Tier 3,30.9
VND00476,49,28.0,58.33,8.33,Vendor_0476,IT Services,Tier 1,99.5
VND00122,50,28.0,58.33,5.6,Vendor_0122,Logistics,Tier 1,92.7
VND00069,51,28.0,58.33,6.5,Vendor_0069,Chemicals,Tier 3,35.2
VND00577,57,32.0,58.18,7.62,Vendor_0577,Machinery,Tier 3,40.3
VND00945,57,32.0,58.18,6.89,Vendor_0945,Textiles,Tier 3,44.4
VND00389,58,32.0,58.18,7.05,Vendor_0389,Packaging,Tier 1,82.5
VND00596,58,32.0,58.18,6.0,Vendor_0596,Machinery,Tier 2,63.2
VND00435,60,32.0,58.18,6.56,Vendor_0435,Textiles,Tier 3,35.9
VND00632,57,32.0,58.18,6.35,Vendor_0632,IT Services,Tier 1,92.7
VND00420,45,25.0,58.14,5.6,Vendor_0420,Logistics,Tier 1,82.7
VND00041,45,25.0,58.14,6.44,Vendor_0041,IT Services,Tier 3,38.5
VND00672,45,25.0,58.14,7.91,Vendor_0672,Unknown,Tier 1,92.8
VND00350,45,25.0,58.14,7.42,Vendor_0350,Textiles,Tier 2,73.8
VND00207,47,25.0,58.14,7.12,Vendor_0207,Machinery,Tier 3,37.1
VND00231,45,25.0,58.14,6.07,Vendor_0231,IT Services,Tier 1,85.6
VND00443,57,29.0,58.0,5.76,Vendor_0443,IT Services,Tier 3,56.2
VND00713,54,29.0,58.0,6.82,Vendor_0713,Electronics,Tier 2,63.0
VND00383,52,29.0,58.0,6.66,Vendor_0383,Logistics,Tier 2,74.0
VND00304,55,29.0,58.0,8.5,Vendor_0304,Logistics,Tier 2,74.6
VND00352,52,29.0,58.0,4.46,Vendor_0352,Unknown,Tier 1,90.0
VND00950,54,29.0,58.0,7.9,Vendor_0950,IT Services,Tier 2,71.8
VND00181,55,29.0,58.0,5.44,Vendor_0181,Textiles,Tier 3,53.9
VND00251,44,22.0,57.89,6.16,Vendor_0251,Textiles,Unclassified,
VND00302,39,22.0,57.89,6.42,Vendor_0302,Logistics,Tier 2,67.2
VND00835,58,33.0,57.89,6.74,Vendor_0835,Electronics,Tier 2,64.9
VND00058,63,33.0,57.89,7.93,Vendor_0058,Packaging,Tier 3,43.7
VND00585,62,33.0,57.89,5.82,Vendor_0585,Logistics,Tier 2,74.3
VND00362,40,22.0,57.89,7.79,Vendor_0362,Packaging,Tier 2,75.0
VND00554,62,33.0,57.89,7.14,Vendor_0554,Electronics,Tier 2,69.3
VND00467,46,26.0,57.78,6.2,Vendor_0467,Logistics,Tier 3,50.0
VND00827,47,26.0,57.78,6.6,Vendor_0827,Chemicals,Tier 3,54.2
VND00165,47,26.0,57.78,7.22,Vendor_0165,Electronics,Tier 3,36.3
VND00973,47,26.0,57.78,7.02,Vendor_0973,Logistics,Tier 1,81.3
VND00509,50,26.0,57.78,7.11,Vendor_0509,Machinery,Tier 1,96.5
VND00900,52,30.0,57.69,5.65,Vendor_0900,Electronics,Tier 3,36.0
VND00050,57,30.0,57.69,7.21,Vendor_0050,Textiles,Tier 3,42.9
VND00512,57,30.0,57.69,5.94,Vendor_0512,Chemicals,Tier 3,59.3
VND00897,36,19.0,57.58,6.42,Vendor_0897,IT Services,Tier 3,50.5
VND00422,43,23.0,57.5,9.22,Vendor_0422,Packaging,Tier 1,85.3
VND00052,50,27.0,57.45,7.6,Vendor_0052,Logistics,Tier 1,84.3
VND00576,54,27.0,57.45,5.13,Vendor_0576,Machinery,Tier 1,96.5
VND00503,51,27.0,57.45,6.11,Vendor_0503,Textiles,Tier 3,51.7
VND00685,49,27.0,57.45,5.83,Vendor_0685,Raw Material,Tier 1,95.1
VND00033,53,27.0,57.45,6.34,Vendor_0033,Raw Material,Unclassified,
VND00801,48,27.0,57.45,5.66,Vendor_0801,Machinery,Tier 2,79.5
VND00763,50,27.0,57.45,5.64,Vendor_0763,Machinery,Tier 3,47.4
VND00331,50,27.0,57.45,9.17,Vendor_0331,Logistics,Tier 3,54.9
VND00287,50,27.0,57.45,5.66,Vendor_0287,Chemicals,Tier 2,62.6
VND00754,54,27.0,57.45,6.87,Vendor_0754,IT Services,Tier 3,53.4
VND00806,50,27.0,57.45,8.11,Vendor_0806,Textiles,Tier 1,81.6
VND00891,55,31.0,57.41,6.15,Vendor_0891,Unknown,Tier 1,80.6
VND00879,57,31.0,57.41,8.85,Vendor_0879,Electronics,Tier 3,31.9
VND00868,64,35.0,57.38,6.38,Vendor_0868,Machinery,Tier 3,42.7
VND00588,63,35.0,57.38,6.0,Vendor_0588,Machinery,Tier 3,39.0
VND00016,50,24.0,57.14,4.38,Vendor_0016,Chemicals,Tier 3,42.8
VND00923,45,24.0,57.14,8.29,Vendor_0923,Electronics,Tier 1,92.6
VND00874,44,24.0,57.14,6.62,Vendor_0874,Chemicals,Tier 3,58.6
VND00005,61,32.0,57.14,6.34,Vendor_0005,Logistics,Tier 3,40.9
VND00026,45,24.0,57.14,6.5,Vendor_0026,IT Services,Unclassified,
VND00003,44,24.0,57.14,5.21,Vendor_0003,Machinery,Tier 1,81.2
VND00187,55,28.0,57.14,5.45,Vendor_0187,Raw Material,Tier 1,87.2
VND00761,46,24.0,57.14,7.14,Vendor_0761,Textiles,Tier 3,40.6
VND00092,46,24.0,57.14,5.6,Vendor_0092,Raw Material,Tier 2,79.9
VND00551,64,32.0,57.14,5.79,Vendor_0551,Machinery,Tier 2,66.4
VND00630,53,28.0,57.14,7.51,Vendor_0630,Textiles,Tier 3,47.7
VND00056,58,32.0,57.14,6.43,Vendor_0056,Unknown,Tier 1,94.5
VND00030,44,24.0,57.14,8.31,Vendor_0030,Chemicals,Tier 3,33.3
VND00668,53,28.0,57.14,5.59,Vendor_0668,Raw Material,Tier 3,41.2
VND00482,49,28.0,57.14,5.92,Vendor_0482,Raw Material,Tier 2,78.7
VND00359,45,24.0,57.14,5.88,Vendor_0359,IT Services,Tier 1,95.8
VND00954,50,28.0,57.14,4.57,Vendor_0954,Electronics,Tier 1,94.0
VND00442,58,33.0,56.9,7.78,Vendor_0442,Logistics,Tier 1,99.1
VND00613,62,33.0,56.9,8.26,Vendor_0613,Raw Material,Tier 2,74.0
VND00082,62,33.0,56.9,7.05,Vendor_0082,Chemicals,Tier 2,73.6
VND00991,66,33.0,56.9,7.19,Vendor_0991,Packaging,Tier 1,86.0
VND00432,54,29.0,56.86,6.65,Vendor_0432,Textiles,Tier 1,83.3
VND00731,53,29.0,56.86,7.53,Vendor_0731,Machinery,Tier 3,41.5
VND00619,53,29.0,56.86,6.9,Vendor_0619,IT Services,Tier 1,86.4
VND00686,51,29.0,56.86,7.1,Vendor_0686,Unknown,Tier 2,69.0
VND00027,53,29.0,56.86,8.78,Vendor_0027,Textiles,Tier 3,44.0
VND00829,51,29.0,56.86,5.35,Vendor_0829,Packaging,Tier 1,81.6
VND00910,47,25.0,56.82,6.52,Vendor_0910,Machinery,Tier 3,56.6
VND00487,44,25.0,56.82,6.36,Vendor_0487,Packaging,Tier 3,33.2
VND00344,48,25.0,56.82,6.95,Vendor_0344,Packaging,Tier 2,60.4
VND00418,45,25.0,56.82,7.95,Vendor_0418,Packaging,Tier 3,53.0
VND00116,46,25.0,56.82,8.0,Vendor_0116,Raw Material,Tier 1,91.0
VND00200,49,25.0,56.82,7.52,Vendor_0200,Textiles,Tier 1,84.6
VND00758,45,25.0,56.82,5.86,Vendor_0758,Packaging,Tier 2,67.3
VND00515,51,25.0,56.82,7.07,Vendor_0515,Electronics,Tier 3,33.2
VND00462,47,25.0,56.82,6.23,Vendor_0462,Packaging,Tier 2,75.4
VND00385,47,25.0,56.82,5.52,Vendor_0385,Raw Material,Tier 1,81.5
VND00520,49,25.0,56.82,6.23,Vendor_0520,Electronics,Tier 3,40.5
VND00429,47,25.0,56.82,4.43,Vendor_0429,Textiles,Tier 3,54.6
VND00911,47,25.0,56.82,7.84,Vendor_0911,Electronics,Tier 2,71.3
VND00667,42,21.0,56.76,8.03,Vendor_0667,Electronics,Tier 3,47.2
VND00045,40,21.0,56.76,8.14,Vendor_0045,Machinery,Tier 3,48.1
VND00989,39,21.0,56.76,6.84,Vendor_0989,Chemicals,Tier 3,47.2
VND00354,66,34.0,56.67,6.27,Vendor_0354,Logistics,Tier 3,41.4
VND00117,56,30.0,56.6,6.15,Vendor_0117,Logistics,Tier 1,86.3
VND00335,55,30.0,56.6,6.94,Vendor_0335,Chemicals,Tier 3,33.2
VND00908,57,30.0,56.6,5.96,Vendor_0908,Textiles,Tier 3,53.9
VND00342,58,30.0,56.6,6.79,Vendor_0342,Textiles,Tier 2,63.1
VND00254,55,30.0,56.6,7.87,Vendor_0254,Raw Material,Tier 3,52.2
VND00605,54,30.0,56.6,7.77,Vendor_0605,Electronics,Unclassified,
VND00783,52,26.0,56.52,8.26,Vendor_0783,IT Services,Tier 3,47.6
VND00875,48,26.0,56.52,7.17,Vendor_0875,Logistics,Tier 3,31.8
VND00666,50,26.0,56.52,5.7,Vendor_0666,Packaging,Tier 3,40.7
VND00161,49,26.0,56.52,6.67,Vendor_0161,IT Services,Tier 3,55.7
VND00981,48,26.0,56.52,8.15,Vendor_0981,Machinery,Tier 3,53.4
VND00325,49,26.0,56.52,6.48,Vendor_0325,Textiles,Tier 1,96.8
VND00257,50,26.0,56.52,7.09,Vendor_0257,Machinery,Tier 1,95.5
VND00255,47,26.0,56.52,5.28,Vendor_0255,Chemicals,Tier 3,41.9
VND00995,48,26.0,56.52,7.41,Vendor_0995,Textiles,Tier 3,55.3
VND00221,44,22.0,56.41,5.41,Vendor_0221,Electronics,Tier 2,76.0
VND00183,39,22.0,56.41,6.41,Vendor_0183,Packaging,Tier 1,94.7
VND00197,45,22.0,56.41,5.13,Vendor_0197,Electronics,Tier 1,80.8
VND00343,42,22.0,56.41,7.03,Vendor_0343,Machinery,Tier 3,42.1
VND00428,43,22.0,56.41,7.95,Vendor_0428,IT Services,Tier 1,92.1
VND00319,58,31.0,56.36,5.65,Vendor_0319,Electronics,Tier 3,41.0
VND00819,58,31.0,56.36,4.29,Vendor_0819,Packaging,Tier 3,33.8
VND00137,57,31.0,56.36,5.36,Vendor_0137,Electronics,Tier 2,66.3
VND00225,59,31.0,56.36,7.22,Vendor_0225,Chemicals,Tier 3,48.6
VND00517,51,27.0,56.25,6.65,Vendor_0517,Raw Material,Tier 3,56.4
VND00804,50,27.0,56.25,7.17,Vendor_0804,Electronics,Tier 2,72.5
VND00216,36,18.0,56.25,6.78,Vendor_0216,Chemicals,Tier 3,46.6
VND00079,52,27.0,56.25,7.92,Vendor_0079,Machinery,Tier 3,55.1
VND00982,61,32.0,56.14,6.28,Vendor_0982,Packaging,Tier 1,84.0
VND00223,63,32.0,56.14,5.96,Vendor_0223,Machinery,Tier 3,36.6
VND00283,61,32.0,56.14,5.26,Vendor_0283,Packaging,Tier 3,56.3
VND00409,60,32.0,56.14,5.65,Vendor_0409,Machinery,Tier 1,93.4
VND00864,45,23.0,56.1,6.66,Vendor_0864,Machinery,Tier 2,60.9
VND00996,46,23.0,56.1,8.63,Vendor_0996,Electronics,Tier 3,36.4
VND00220,41,23.0,56.1,4.9,Vendor_0220,Electronics,Tier 1,89.4
VND00159,43,23.0,56.1,8.34,Vendor_0159,Logistics,Tier 3,46.6
VND00727,47,23.0,56.1,5.76,Vendor_0727,Raw Material,Tier 3,39.8
VND00121,54,28.0,56.0,5.74,Vendor_0121,Raw Material,Tier 1,86.5
VND00607,55,28.0,56.0,8.5,Vendor_0607,Machinery,Tier 3,44.4
VND00689,52,28.0,56.0,5.8,Vendor_0689,Machinery,Tier 1,83.9
VND00600,54,28.0,56.0,7.24,Vendor_0600,Raw Material,Tier 3,32.9
VND00621,52,28.0,56.0,6.76,Vendor_0621,Unknown,Tier 3,42.9
VND00270,56,28.0,56.0,6.98,Vendor_0270,Raw Material,Tier 3,50.6
VND00724,51,28.0,56.0,5.92,Vendor_0724,Chemicals,Tier 1,81.9
VND00699,60,33.0,55.93,6.22,Vendor_0699,IT Services,Tier 3,40.8
VND00609,61,33.0,55.93,7.93,Vendor_0609,IT Services,Tier 2,65.2
VND00595,37,19.0,55.88,5.79,Vendor_0595,Packaging,Tier 1,92.8
VND00966,44,24.0,55.81,6.81,Vendor_0966,Raw Material,Tier 3,54.9
VND00730,47,24.0,55.81,6.67,Vendor_0730,Packaging,Tier 3,41.5
VND00557,46,24.0,55.81,7.53,Vendor_0557,IT Services,Tier 3,39.4
VND00051,48,24.0,55.81,5.88,Vendor_0051,Chemicals,Tier 1,97.9
VND00469,47,24.0,55.81,5.47,Vendor_0469,Chemicals,Tier 3,45.7
VND00273,46,24.0,55.81,5.0,Vendor_0273,Raw Material,Tier 1,90.7
VND00898,56,29.0,55.77,4.37,Vendor_0898,Machinery,Tier 1,92.7
VND00436,58,29.0,55.77,7.06,Vendor_0436,IT Services,Tier 2,79.1
VND00170,52,29.0,55.77,5.04,Vendor_0170,IT Services,Tier 2,71.4
VND00074,55,29.0,55.77,7.33,Vendor_0074,IT Services,Tier 1,87.1
VND00578,63,34.0,55.74,7.43,Vendor_0578,Machinery,Tier 1,94.9
VND00967,75,39.0,55.71,6.81,Vendor_0967,Unknown,Tier 1,80.3
VND00743,62,30.0,55.56,5.17,Vendor_0743,Electronics,Tier 1,82.3
VND00032,39,20.0,55.56,5.92,Vendor_0032,Logistics,Tier 3,41.9
VND00612,49,25.0,55.56,5.53,Vendor_0612,Packaging,Tier 1,86.0
VND00948,39,20.0,55.56,6.17,Vendor_0948,Chemicals,Tier 1,93.0
VND00099,51,25.0,55.56,7.29,Vendor_0099,Unknown,Tier 3,31.8
VND00155,40,20.0,55.56,5.14,Vendor_0155,Textiles,Tier 1,99.0
VND00373,46,25.0,55.56,7.56,Vendor_0373,Raw Material,Tier 3,36.6
VND00192,39,20.0,55.56,7.0,Vendor_0192,IT Services,Tier 1,92.8
VND00853,59,31.0,55.36,6.98,Vendor_0853,Textiles,Tier 3,44.7
VND00048,60,31.0,55.36,8.71,Vendor_0048,Machinery,Tier 2,66.4
VND00959,59,31.0,55.36,6.2,Vendor_0959,Machinery,Tier 3,41.6
VND00224,57,31.0,55.36,6.36,Vendor_0224,Packaging,Tier 3,55.7
VND00851,61,31.0,55.36,6.02,Vendor_0851,Chemicals,Tier 3,34.7
VND00147,59,31.0,55.36,7.34,Vendor_0147,Textiles,Tier 2,72.7
VND00145,61,31.0,55.36,5.7,Vendor_0145,Electronics,Tier 3,49.9
VND00204,51,26.0,55.32,6.4,Vendor_0204,Electronics,Tier 1,92.9
VND00622,50,26.0,55.32,7.47,Vendor_0622,Unknown,Tier 3,44.7
VND00869,50,26.0,55.32,6.49,Vendor_0869,Raw Material,Tier 1,90.3
VND00349,49,26.0,55.32,8.19,Vendor_0349,Machinery,Tier 3,56.2
VND00746,52,26.0,55.32,5.96,Vendor_0746,Packaging,Tier 1,93.0
VND00826,50,26.0,55.32,6.57,Vendor_0826,Chemicals,Tier 1,94.4
VND00312,48,26.0,55.32,5.89,Vendor_0312,Chemicals,Tier 3,35.5
VND00497,48,26.0,55.32,6.85,Vendor_0497,Electronics,Tier 2,70.9
VND00291,39,21.0,55.26,4.66,Vendor_0291,Packaging,Tier 3,32.1
VND00166,42,21.0,55.26,7.55,Vendor_0166,Logistics,Tier 1,88.5
VND00565,42,21.0,55.26,6.0,Vendor_0565,Logistics,Tier 3,54.5
VND00434,39,21.0,55.26,6.21,Vendor_0434,Raw Material,Tier 3,37.1
VND00633,62,32.0,55.17,6.71,Vendor_0633,Machinery,Tier 2,65.8
VND00928,60,32.0,55.17,8.12,Vendor_0928,Packaging,Tier 2,67.9
VND00811,58,32.0,55.17,5.84,Vendor_0811,Logistics,Tier 1,98.9
VND00189,51,27.0,55.1,6.24,Vendor_0189,Chemicals,Tier 2,67.1
VND00536,52,27.0,55.1,7.82,Vendor_0536,IT Services,Tier 1,96.1
VND00258,49,27.0,55.1,5.78,Vendor_0258,Packaging,Tier 2,78.7
VND00889,52,27.0,55.1,7.1,Vendor_0889,Textiles,Tier 3,37.0
VND00394,52,27.0,55.1,7.92,Vendor_0394,IT Services,Tier 1,84.3
VND00742,67,33.0,55.0,7.42,Vendor_0742,Logistics,Tier 3,51.1
VND00452,43,22.0,55.0,6.53,Vendor_0452,Packaging,Tier 2,69.1
VND00626,66,33.0,55.0,5.78,Vendor_0626,Logistics,Tier 3,55.8
VND00652,41,22.0,55.0,8.15,Vendor_0652,Raw Material,Tier 2,67.6
VND00427,41,22.0,55.0,7.25,Vendor_0427,Chemicals,Tier 2,60.9
VND00124,41,22.0,55.0,4.72,Vendor_0124,Raw Material,Tier 3,37.7
VND00049,56,28.0,54.9,5.67,Vendor_0049,Textiles,Tier 2,68.3
VND00651,57,28.0,54.9,6.51,Vendor_0651,Machinery,Tier 3,36.1
VND00584,53,28.0,54.9,6.9,Vendor_0584,Packaging,Tier 3,53.0
VND00464,65,34.0,54.84,4.79,Vendor_0464,Machinery,Tier 2,70.8
VND00615,43,23.0,54.76,8.24,Vendor_0615,IT Services,Tier 1,91.2
VND00970,46,23.0,54.76,7.21,Vendor_0970,Logistics,Tier 2,63.3
VND00922,42,23.0,54.76,6.38,Vendor_0922,Logistics,Tier 2,64.1
VND00884,45,23.0,54.76,7.93,Vendor_0884,Chemicals,Tier 3,37.3
VND00348,57,29.0,54.72,6.36,Vendor_0348,Packaging,Tier 3,33.2
VND00767,55,29.0,54.72,5.15,Vendor_0767,IT Services,Tier 1,83.4
VND00704,55,29.0,54.72,5.32,Vendor_0704,Electronics,Tier 3,39.4
VND00892,58,29.0,54.72,4.43,Vendor_0892,Packaging,Tier 1,89.9
VND00271,45,24.0,54.55,7.16,Vendor_0271,Machinery,Tier 1,86.7
VND00658,46,24.0,54.55,6.07,Vendor_0658,Logistics,Tier 3,55.4
VND00081,48,24.0,54.55,9.43,Vendor_0081,Packaging,Tier 1,90.4
VND00552,52,24.0,54.55,4.5,Vendor_0552,Unknown,Tier 1,89.7
VND00282,57,30.0,54.55,6.93,Vendor_0282,Packaging,Unclassified,
VND00115,59,30.0,54.55,4.75,Vendor_0115,Chemicals,Unclassified,
VND00782,37,18.0,54.55,8.82,Vendor_0782,Chemicals,Tier 2,68.0
VND00295,45,24.0,54.55,5.68,Vendor_0295,IT Services,Tier 3,38.9
VND00084,34,18.0,54.55,5.94,Vendor_0084,Raw Material,Tier 3,34.4
VND00102,59,31.0,54.39,6.25,Vendor_0102,Machinery,Tier 2,74.5
VND00091,50,25.0,54.35,5.39,Vendor_0091,Logistics,Tier 3,38.4
VND00697,53,25.0,54.35,7.61,Vendor_0697,IT Services,Tier 3,50.2
VND00054,49,25.0,54.35,7.22,Vendor_0054,IT Services,Tier 1,92.6
VND00978,49,25.0,54.35,5.93,Vendor_0978,Machinery,Tier 3,33.6
VND00110,50,25.0,54.35,6.17,Vendor_0110,IT Services,Tier 3,35.4
VND00151,48,25.0,54.35,6.61,Vendor_0151,Logistics,Tier 1,93.6
VND00930,39,19.0,54.29,5.06,Vendor_0930,Raw Material,Tier 3,48.1
VND00777,36,19.0,54.29,5.77,Vendor_0777,Logistics,Tier 3,46.0
VND00313,40,19.0,54.29,9.23,Vendor_0313,Raw Material,Tier 3,31.8
VND00796,62,32.0,54.24,6.98,Vendor_0796,Packaging,Tier 1,91.0
VND00646,51,26.0,54.17,6.5,Vendor_0646,Packaging,Tier 1,92.3
VND00816,50,26.0,54.17,5.33,Vendor_0816,Electronics,Tier 2,66.3
VND00401,50,26.0,54.17,6.71,Vendor_0401,Packaging,Tier 3,37.2
VND00070,51,26.0,54.17,8.42,Vendor_0070,Electronics,Tier 1,99.1
VND00392,52,26.0,54.17,3.83,Vendor_0392,Logistics,Tier 3,58.9
VND00739,51,26.0,54.17,6.48,Vendor_0739,Raw Material,Tier 2,60.7
VND01000,52,26.0,54.17,6.33,Vendor_1000,Chemicals,Tier 2,61.2
VND00484,49,26.0,54.17,6.08,Vendor_0484,Logistics,Tier 2,73.9
VND00593,48,26.0,54.17,7.38,Vendor_0593,Logistics,Tier 3,42.7
VND00832,39,20.0,54.05,7.19,Vendor_0832,Packaging,Tier 2,61.7
VND00842,40,20.0,54.05,7.57,Vendor_0842,Machinery,Tier 2,76.4
VND00328,40,20.0,54.05,4.65,Vendor_0328,Raw Material,Tier 2,72.8
VND00461,52,27.0,54.0,6.86,Vendor_0461,IT Services,Tier 3,38.2
VND00004,56,27.0,54.0,6.54,Vendor_0004,Chemicals,Tier 2,71.9
VND00247,55,27.0,54.0,7.58,Vendor_0247,IT Services,Tier 2,60.0
VND00264,53,27.0,54.0,6.44,Vendor_0264,Packaging,Tier 2,66.3
VND00592,53,27.0,54.0,8.3,Vendor_0592,Machinery,Tier 2,74.9
VND00986,52,27.0,54.0,4.06,Vendor_0986,Raw Material,Tier 2,64.7
VND00208,53,27.0,54.0,5.76,Vendor_0208,Logistics,Tier 2,76.4
VND00180,53,27.0,54.0,6.56,Vendor_0180,Machinery,Tier 3,39.6
VND00142,52,27.0,54.0,6.56,Vendor_0142,Textiles,Tier 3,47.6
VND00233,54,28.0,53.85,6.1,Vendor_0233,Raw Material,Tier 2,70.4
VND00009,43,21.0,53.85,4.85,Vendor_0009,Machinery,Tier 2,72.1
VND00175,55,28.0,53.85,5.23,Vendor_0175,Textiles,Tier 2,75.2
VND00544,54,28.0,53.85,7.77,Vendor_0544,Packaging,Tier 2,77.0
VND00618,55,28.0,53.85,6.9,Vendor_0618,Textiles,Tier 3,49.4
VND00952,57,28.0,53.85,6.0,Vendor_0952,Logistics,Tier 2,76.6
VND00549,42,21.0,53.85,4.9,Vendor_0549,Chemicals,Tier 2,66.4
VND00290,57,29.0,53.7,8.91,Vendor_0290,Machinery,Tier 2,71.4
VND00171,56,29.0,53.7,6.48,Vendor_0171,Logistics,Tier 2,77.4
VND00681,42,22.0,53.66,4.46,Vendor_0681,Raw Material,Tier 1,87.2
VND00887,45,22.0,53.66,7.17,Vendor_0887,Machinery,Tier 2,75.7
VND00265,44,22.0,53.66,6.12,Vendor_0265,Raw Material,Tier 1,91.4
VND00400,46,22.0,53.66,6.93,Vendor_0400,IT Services,Tier 1,82.8
VND00547,46,22.0,53.66,5.51,Vendor_0547,Chemicals,Tier 3,37.9
VND00999,43,22.0,53.66,6.76,Vendor_0999,IT Services,Tier 1,96.5
VND00125,60,30.0,53.57,6.96,Vendor_0125,Chemicals,Tier 3,46.0
VND00769,59,30.0,53.57,5.23,Vendor_0769,IT Services,Tier 3,53.9
VND00097,59,30.0,53.57,5.66,Vendor_0097,Electronics,Tier 2,66.6
VND00456,45,23.0,53.49,6.53,Vendor_0456,Textiles,Tier 2,64.5
VND00972,46,23.0,53.49,7.16,Vendor_0972,Logistics,Tier 1,95.6
VND00766,45,23.0,53.49,5.65,Vendor_0766,Machinery,Tier 2,69.9
VND00823,46,23.0,53.49,6.95,Vendor_0823,Chemicals,Tier 3,53.3
VND00498,45,23.0,53.49,5.86,Vendor_0498,Packaging,Tier 3,35.4
VND00939,61,31.0,53.45,7.79,Vendor_0939,Chemicals,Tier 3,38.2
VND00747,58,31.0,53.45,4.84,Vendor_0747,IT Services,Tier 3,56.9
VND00292,63,31.0,53.45,6.47,Vendor_0292,Electronics,Tier 3,32.6
VND00408,49,24.0,53.33,6.98,Vendor_0408,Logistics,Tier 3,30.8
VND00114,45,24.0,53.33,6.22,Vendor_0114,Electronics,Tier 1,86.6
VND00840,48,24.0,53.33,7.02,Vendor_0840,Logistics,Tier 2,74.3
VND00628,61,32.0,53.33,5.57,Vendor_0628,Textiles,Tier 1,82.3
VND00444,49,24.0,53.33,5.73,Vendor_0444,Logistics,Tier 3,55.9
VND00916,49,25.0,53.19,7.11,Vendor_0916,Chemicals,Tier 2,60.5
VND00203,47,25.0,53.19,6.6,Vendor_0203,Raw Material,Tier 3,41.3
VND00029,52,25.0,53.19,3.96,Vendor_0029,Logistics,Tier 2,71.5
VND00457,50,25.0,53.19,6.34,Vendor_0457,Raw Material,Tier 3,30.8
VND00964,48,25.0,53.19,6.89,Vendor_0964,Logistics,Tier 3,57.3
VND00411,51,25.0,53.19,5.57,Vendor_0411,Electronics,Tier 3,52.4
VND00700,50,25.0,53.19,5.04,Vendor_0700,Chemicals,Tier 2,63.7
VND00558,36,17.0,53.12,8.0,Vendor_0558,Logistics,Tier 3,32.0
VND00406,52,26.0,53.06,8.24,Vendor_0406,Machinery,Tier 1,92.7
VND00212,51,26.0,53.06,5.2,Vendor_0212,Textiles,Tier 2,78.4
VND00602,52,26.0,53.06,4.06,Vendor_0602,Machinery,Tier 3,49.5
VND00160,50,26.0,53.06,7.82,Vendor_0160,Electronics,Tier 1,81.0
VND00597,50,26.0,53.06,8.63,Vendor_0597,Raw Material,Tier 2,76.7
VND00285,39,18.0,52.94,6.79,Vendor_0285,Raw Material,Tier 2,70.5
VND00299,54,27.0,52.94,6.25,Vendor_0299,Chemicals,Tier 2,73.6
VND00745,54,27.0,52.94,5.53,Vendor_0745,Electronics,Tier 3,46.3
VND00717,54,27.0,52.94,7.2,Vendor_0717,Electronics,Tier 1,88.1
VND00169,37,18.0,52.94,6.35,Vendor_0169,IT Services,Tier 3,32.9
VND00107,55,27.0,52.94,5.33,Vendor_0107,Textiles,Tier 3,58.7
