Inventory_ID,Product_SKU,Product_Name,Product_Category,Warehouse_ID,Warehouse_Location,Stock_On_Hand,Reorder_Level,Units_Sold_Last_Month,Avg_Stock_On_Hand,Snapshot_Date,Supplier_Lead_Time_Days,Inventory_Turnover_Rate,Months_Of_Supply,Stockout_Risk,Overstock_Risk,SKU_In_Purchase_Orders
INV005103,SKU2295,Product_SKU2295,Packaging,WH01,Mumbai,3818,872,655,8701,2024-03-01,16,0.9,5.83,0,0,1
INV005104,SKU2942,Product_SKU2942,Spare Parts,WH01,Mumbai,2502,187,3722,859,2024-03-01,23,52.0,0.67,0,1,1
INV005105,SKU5199,Product_SKU5199,Spare Parts,WH01,Mumbai,30,1311,5773,5615,2024-03-01,23,12.34,0.01,1,0,1
INV005106,SKU4581,Product_SKU4581,Raw Material,WH01,Mumbai,2218,1267,5588,4316,2024-03-01,8,15.54,0.4,0,0,1
INV005107,SKU1232,Product_SKU1232,Spare Parts,WH01,Mumbai,4501,362,1559,2729,2024-03-01,28,6.86,2.89,0,0,1
INV005108,SKU1042,Product_SKU1042,Electronics,WH01,Mumbai,8445,600,2322,3565,2024-03-01,9,7.82,3.64,0,1,1
INV005109,SKU5382,Product_SKU5382,Spare Parts,WH01,Mumbai,1284,348,5602,5608,2024-03-01,24,11.99,0.23,0,0,1
INV005110,SKU3795,Product_SKU3795,Raw Material,WH01,Mumbai,6370,159,7728,1581,2024-03-01,13,58.66,0.82,0,1,1
INV005111,SKU1075,Product_SKU1075,Electronics,WH01,Mumbai,9202,1061,3074,3103,2024-03-01,16,11.89,2.99,0,1,1
INV005112,SKU1809,Product_SKU1809,Raw Material,WH01,Mumbai,4115,733,261,5516,2024-03-01,19,0.57,15.77,0,0,1
INV005113,SKU3213,Product_SKU3213,IT Equipment,WH01,Mumbai,7574,753,665,8620,2024-03-01,6,0.93,11.39,0,0,1
INV005114,SKU2525,Product_SKU2525,Packaging,WH01,Mumbai,3243,310,7067,1789,2024-03-01,17,47.4,0.46,0,0,1
INV005115,SKU4298,Product_SKU4298,Raw Material,WH01,Mumbai,4020,1541,7561,7996,2024-03-01,14,11.35,0.53,0,0,1
INV005116,SKU4744,Product_SKU4744,Textiles,WH01,Mumbai,35,1005,2982,8453,2024-03-01,29,4.23,0.01,1,0,1
INV005117,SKU4974,Product_SKU4974,Spare Parts,WH01,Mumbai,1153,900,3901,2662,2024-03-01,17,17.59,0.3,0,0,1
INV005118,SKU5528,Product_SKU5528,Spare Parts,WH01,Mumbai,8269,1662,7368,3793,2024-03-01,25,23.31,1.12,0,1,1
INV005119,SKU2939,Product_SKU2939,Textiles,WH01,Mumbai,5034,1977,3754,8676,2024-03-01,7,5.19,1.34,0,0,1
INV005120,SKU1138,Product_SKU1138,Chemicals,WH01,Mumbai,918,1697,6369,2801,2024-03-01,11,27.29,0.14,1,0,1
INV005121,SKU4673,Product_SKU4673,Machinery,WH01,Mumbai,5293,547,3508,6030,2024-03-01,7,6.98,1.51,0,0,1
INV005122,SKU5012,Product_SKU5012,Raw Material,WH01,Mumbai,7443,936,7606,1849,2024-03-01,17,49.36,0.98,0,1,1
INV005123,SKU3545,Product_SKU3545,Spare Parts,WH01,Mumbai,9496,960,2454,522,2024-03-01,24,56.41,3.87,0,1,1
INV005124,SKU3711,Product_SKU3711,Packaging,WH01,Mumbai,3097,1420,5815,5537,2024-03-01,20,12.6,0.53,0,0,1
INV005125,SKU1854,Product_SKU1854,Spare Parts,WH01,Mumbai,835,655,6273,7874,2024-03-01,11,9.56,0.13,0,0,1
INV005126,SKU5209,Product_SKU5209,Electronics,WH01,Mumbai,3846,1778,506,4117,2024-03-01,5,1.47,7.6,0,0,1
INV005127,SKU4400,Product_SKU4400,Electronics,WH01,Mumbai,1300,586,2335,848,2024-03-01,21,33.04,0.56,0,0,1
INV005128,SKU3985,Product_SKU3985,Raw Material,WH01,Mumbai,4604,1597,1868,2114,2024-03-01,4,10.6,2.46,0,1,1
INV005129,SKU2645,Product_SKU2645,Packaging,WH01,Mumbai,8059,291,3998,6767,2024-03-01,7,7.09,2.02,0,0,1
INV005130,SKU4568,Product_SKU4568,Chemicals,WH01,Mumbai,1423,957,7207,6686,2024-03-01,20,12.94,0.2,0,0,1
INV005131,SKU2040,Product_SKU2040,Electronics,WH01,Mumbai,4576,1516,6582,5828,2024-03-01,8,13.55,0.7,0,0,1
INV005132,SKU3769,Product_SKU3769,IT Equipment,WH01,Mumbai,2737,395,1353,4345,2024-03-01,10,3.74,2.02,0,0,1
INV005133,SKU5088,Product_SKU5088,Raw Material,WH01,Mumbai,6655,1783,7572,4668,2024-03-01,16,19.47,0.88,0,0,1
INV005134,SKU5971,Product_SKU5971,Packaging,WH01,Mumbai,9838,488,3219,945,2024-03-01,30,40.88,3.06,0,1,1
INV005135,SKU4259,Product_SKU4259,Spare Parts,WH01,Mumbai,1067,1828,4871,7163,2024-03-01,12,8.16,0.22,1,0,1
INV005136,SKU3107,Product_SKU3107,Electronics,WH01,Mumbai,7846,840,5268,4226,2024-03-01,11,14.96,1.49,0,0,1
INV005137,SKU2801,Product_SKU2801,Chemicals,WH01,Mumbai,5045,431,2488,4220,2024-03-01,30,7.07,2.03,0,0,1
INV005138,SKU2136,Product_SKU2136,IT Equipment,WH01,Mumbai,8065,1728,1013,7051,2024-03-01,13,1.72,7.96,0,0,1
INV005139,SKU2475,Product_SKU2475,Spare Parts,WH01,Mumbai,4467,1060,3599,7584,2024-03-01,8,5.69,1.24,0,0,1
INV005140,SKU3782,Product_SKU3782,IT Equipment,WH01,Mumbai,8481,1655,1759,4446,2024-03-01,6,4.75,4.82,0,0,1
INV005141,SKU4008,Product_SKU4008,Packaging,WH01,Mumbai,135,543,2542,744,2024-03-01,26,41.0,0.05,1,0,1
INV005142,SKU1905,Product_SKU1905,Textiles,WH01,Mumbai,9629,1577,2479,3174,2024-03-01,12,9.37,3.88,0,1,1
INV005143,SKU1959,Product_SKU1959,Spare Parts,WH01,Mumbai,7941,1614,7366,7274,2024-03-01,27,12.15,1.08,0,0,1
INV005144,SKU4131,Product_SKU4131,Textiles,WH01,Mumbai,8272,1971,6590,6635,2024-03-01,7,11.92,1.26,0,0,1
INV005145,SKU4543,Product_SKU4543,Chemicals,WH01,Mumbai,3293,803,959,4728,2024-03-01,22,2.43,3.43,0,0,1
INV005146,SKU5097,Product_SKU5097,Packaging,WH01,Mumbai,8013,1628,690,4989,2024-03-01,8,1.66,11.61,0,0,1
INV005147,SKU2967,Product_SKU2967,IT Equipment,WH01,Mumbai,4243,960,4200,578,2024-03-01,24,87.2,1.01,0,1,1
INV005148,SKU5747,Product_SKU5747,Chemicals,WH01,Mumbai,3559,1546,1212,7123,2024-03-01,21,2.04,2.94,0,0,1
INV005149,SKU3435,Product_SKU3435,IT Equipment,WH01,Mumbai,7413,1902,5162,6975,2024-03-01,24,8.88,1.44,0,0,1
INV005150,SKU4867,Product_SKU4867,Spare Parts,WH01,Mumbai,9133,348,3815,1282,2024-03-01,23,35.71,2.39,0,1,1
INV005151,SKU1531,Product_SKU1531,Electronics,WH01,Mumbai,20,130,77,7963,2024-03-01,10,0.12,0.26,1,0,1
INV005152,SKU4600,Product_SKU4600,Packaging,WH01,Mumbai,2747,441,623,3982,2024-03-01,16,1.88,4.41,0,0,1
INV005153,SKU4344,Product_SKU4344,Spare Parts,WH01,Mumbai,5329,362,1179,8795,2024-03-01,12,1.61,4.52,0,0,1
INV005154,SKU2497,Product_SKU2497,Chemicals,WH01,Mumbai,3273,1887,6055,4663,2024-03-01,3,15.58,0.54,0,0,1
INV005155,SKU2519,Product_SKU2519,Machinery,WH01,Mumbai,9292,747,3708,3579,2024-03-01,28,12.43,2.51,0,1,1
INV005156,SKU1341,Product_SKU1341,Spare Parts,WH01,Mumbai,4635,793,7219,2998,2024-03-01,5,28.9,0.64,0,0,1
INV005157,SKU1731,Product_SKU1731,IT Equipment,WH01,Mumbai,6842,1530,1825,5798,2024-03-01,12,3.78,3.75,0,0,1
INV005158,SKU2291,Product_SKU2291,Raw Material,WH01,Mumbai,5311,767,3756,6739,2024-03-01,8,6.69,1.41,0,0,1
INV005159,SKU2321,Product_SKU2321,IT Equipment,WH01,Mumbai,3682,610,4964,6922,2024-03-01,13,8.61,0.74,0,0,1
INV005160,SKU1993,Product_SKU1993,Chemicals,WH01,Mumbai,4381,1366,5861,3506,2024-03-01,4,20.06,0.75,0,0,1
INV005161,SKU4695,Product_SKU4695,IT Equipment,WH01,Mumbai,7221,1407,6174,3734,2024-03-01,9,19.84,1.17,0,0,1
INV005162,SKU3996,Product_SKU3996,Textiles,WH01,Mumbai,5066,1260,3662,8475,2024-03-01,11,5.19,1.38,0,0,1
INV005163,SKU5347,Product_SKU5347,Packaging,WH01,Mumbai,683,1321,3934,5572,2024-03-01,17,8.47,0.17,1,0,1
INV005164,SKU3354,Product_SKU3354,Textiles,WH01,Mumbai,1882,1248,7687,2658,2024-03-01,27,34.7,0.24,0,0,1
INV005165,SKU3596,Product_SKU3596,Spare Parts,WH01,Mumbai,6945,1226,3127,4666,2024-03-01,25,8.04,2.22,0,0,1
INV005166,SKU3539,Product_SKU3539,Spare Parts,WH01,Mumbai,4702,177,3881,4953,2024-03-01,28,9.4,1.21,0,0,1
INV005167,SKU5924,Product_SKU5924,IT Equipment,WH01,Mumbai,6829,1425,6692,4588,2024-03-01,23,17.5,1.02,0,0,1
INV005168,SKU2868,Product_SKU2868,Textiles,WH01,Mumbai,7509,1728,1198,3308,2024-03-01,22,4.35,6.27,0,1,1
INV005169,SKU4709,Product_SKU4709,Packaging,WH01,Mumbai,2310,362,6710,5434,2024-03-01,4,14.82,0.34,0,0,1
INV005170,SKU5258,Product_SKU5258,Machinery,WH01,Mumbai,74,1542,6472,8295,2024-03-01,13,9.36,0.01,1,0,1
INV005171,SKU3271,Product_SKU3271,Machinery,WH01,Mumbai,6206,224,6233,1224,2024-03-01,7,61.11,1.0,0,1,1
INV005172,SKU2501,Product_SKU2501,Textiles,WH01,Mumbai,7257,440,4867,4394,2024-03-01,24,13.29,1.49,0,0,1
INV005173,SKU2966,Product_SKU2966,IT Equipment,WH01,Mumbai,3435,1344,1253,2724,2024-03-01,6,5.52,2.74,0,0,1
INV005174,SKU5864,Product_SKU5864,IT Equipment,WH01,Mumbai,5075,1263,2003,4112,2024-03-01,7,5.85,2.53,0,0,1
INV005175,SKU4629,Product_SKU4629,Raw Material,WH01,Mumbai,1016,1163,5238,5501,2024-03-01,27,11.43,0.19,1,0,1
INV005176,SKU2220,Product_SKU2220,Electronics,WH01,Mumbai,7639,1623,4441,6687,2024-03-01,29,7.97,1.72,0,0,1
INV005177,SKU1513,Product_SKU1513,Spare Parts,WH01,Mumbai,8421,1956,4805,8085,2024-03-01,9,7.13,1.75,0,0,1
INV005178,SKU2462,Product_SKU2462,IT Equipment,WH01,Mumbai,9639,968,1859,7519,2024-03-01,27,2.97,5.19,0,0,1
INV005179,SKU2680,Product_SKU2680,Raw Material,WH01,Mumbai,2934,211,7580,4971,2024-03-01,27,18.3,0.39,0,0,1
INV005180,SKU5257,Product_SKU5257,Electronics,WH01,Mumbai,1151,1902,2178,6747,2024-03-01,20,3.87,0.53,1,0,1
INV005181,SKU3061,Product_SKU3061,Electronics,WH01,Mumbai,1214,1549,6823,3954,2024-03-01,22,20.71,0.18,1,0,1
INV005182,SKU2888,Product_SKU2888,Machinery,WH01,Mumbai,8251,1813,4815,1164,2024-03-01,24,49.64,1.71,0,1,1
INV005183,SKU5187,Product_SKU5187,Raw Material,WH01,Mumbai,3865,955,3602,3965,2024-03-01,5,10.9,1.07,0,0,1
INV005184,SKU1949,Product_SKU1949,Machinery,WH01,Mumbai,2704,1656,964,5178,2024-03-01,15,2.23,2.8,0,0,1
INV005185,SKU2684,Product_SKU2684,Machinery,WH01,Mumbai,3279,591,4917,6196,2024-03-01,26,9.52,0.67,0,0,1
INV005186,SKU2874,Product_SKU2874,Packaging,WH01,Mumbai,2448,1938,1141,4333,2024-03-01,26,3.16,2.15,0,0,1
INV005187,SKU2191,Product_SKU2191,Raw Material,WH01,Mumbai,4429,1963,4090,1992,2024-03-01,22,24.64,1.08,0,1,1
INV005188,SKU4013,Product_SKU4013,Textiles,WH01,Mumbai,7064,499,459,4856,2024-03-01,12,1.13,15.39,0,0,1
INV005189,SKU2885,Product_SKU2885,Spare Parts,WH01,Mumbai,2020,530,5201,2321,2024-03-01,21,26.89,0.39,0,0,1
INV005190,SKU1646,Product_SKU1646,Spare Parts,WH01,Mumbai,4050,752,4533,6341,2024-03-01,19,8.58,0.89,0,0,1
INV005191,SKU3247,Product_SKU3247,IT Equipment,WH01,Mumbai,8034,1668,463,4549,2024-03-01,25,1.22,17.35,0,0,1
INV005192,SKU3399,Product_SKU3399,Machinery,WH01,Mumbai,2144,1862,1071,1447,2024-03-01,18,8.88,2.0,0,0,1
INV005193,SKU4061,Product_SKU4061,Textiles,WH01,Mumbai,4971,1162,1271,1313,2024-03-01,6,11.62,3.91,0,1,1
INV005194,SKU3726,Product_SKU3726,Machinery,WH01,Mumbai,792,1611,636,2769,2024-03-01,24,2.76,1.25,1,0,1
INV005195,SKU2247,Product_SKU2247,Packaging,WH01,Mumbai,1603,886,7934,8297,2024-03-01,25,11.47,0.2,0,0,1
INV005196,SKU1222,Product_SKU1222,Electronics,WH01,Mumbai,3702,1696,5557,1144,2024-03-01,7,58.29,0.67,0,1,1
INV005197,SKU5569,Product_SKU5569,Machinery,WH01,Mumbai,2729,1174,2793,5433,2024-03-01,23,6.17,0.98,0,0,1
INV005198,SKU1479,Product_SKU1479,Chemicals,WH01,Mumbai,3298,613,7943,7992,2024-03-01,11,11.93,0.42,0,0,1
INV005199,SKU4076,Product_SKU4076,Raw Material,WH01,Mumbai,2524,1369,1378,4707,2024-03-01,27,3.51,1.83,0,0,1
INV005200,SKU1289,Product_SKU1289,Spare Parts,WH01,Mumbai,77,765,807,1658,2024-03-01,17,5.84,0.1,1,0,1
INV005201,SKU2477,Product_SKU2477,Spare Parts,WH01,Mumbai,6177,1612,3004,1090,2024-03-01,23,33.07,2.06,0,1,1
INV005202,SKU4748,Product_SKU4748,Textiles,WH01,Mumbai,3063,981,843,1075,2024-03-01,12,9.41,3.63,0,1,1
INV005203,SKU2700,Product_SKU2700,Packaging,WH01,Mumbai,6167,383,3777,1957,2024-03-01,27,23.16,1.63,0,1,1
INV005204,SKU5310,Product_SKU5310,Packaging,WH01,Mumbai,5738,386,7941,8124,2024-03-01,3,11.73,0.72,0,0,1
INV005205,SKU5162,Product_SKU5162,Chemicals,WH01,Mumbai,321,695,2430,3192,2024-03-01,9,9.14,0.13,1,0,1
INV005206,SKU3245,Product_SKU3245,Spare Parts,WH01,Mumbai,3635,1820,101,3496,2024-03-01,28,0.35,35.99,0,0,1
INV005207,SKU4604,Product_SKU4604,IT Equipment,WH01,Mumbai,3540,1394,6340,5567,2024-03-01,3,13.67,0.56,0,0,1
INV005208,SKU5373,Product_SKU5373,Chemicals,WH01,Mumbai,2014,1219,7247,4133,2024-03-01,17,21.04,0.28,0,0,1
INV005209,SKU4725,Product_SKU4725,Raw Material,WH01,Mumbai,4865,414,2221,2994,2024-03-01,19,8.9,2.19,0,0,1
INV005210,SKU4657,Product_SKU4657,Textiles,WH01,Mumbai,6590,820,163,7575,2024-03-01,21,0.26,40.43,0,0,1
INV005211,SKU1585,Product_SKU1585,Textiles,WH01,Mumbai,1358,1173,1737,8345,2024-03-01,30,2.5,0.78,0,0,1
INV005212,SKU4325,Product_SKU4325,Packaging,WH01,Mumbai,8359,805,4345,2210,2024-03-01,17,23.59,1.92,0,1,1
INV005213,SKU4249,Product_SKU4249,Electronics,WH01,Mumbai,7193,835,2457,8785,2024-03-01,5,3.36,2.93,0,0,1
INV005214,SKU1769,Product_SKU1769,Packaging,WH01,Mumbai,5028,1327,3897,3272,2024-03-01,20,14.29,1.29,0,0,1
INV005215,SKU5802,Product_SKU5802,Packaging,WH01,Mumbai,9495,1939,420,4357,2024-03-01,7,1.16,22.61,0,1,1
INV005216,SKU3549,Product_SKU3549,Machinery,WH01,Mumbai,9061,634,598,5367,2024-03-01,12,1.34,15.15,0,0,1
INV005217,SKU3683,Product_SKU3683,Electronics,WH01,Mumbai,5867,452,7381,1030,2024-03-01,22,85.99,0.79,0,1,1
INV005218,SKU3187,Product_SKU3187,Electronics,WH01,Mumbai,9289,1261,2136,7361,2024-03-01,8,3.48,4.35,0,0,1
INV005219,SKU1211,Product_SKU1211,Raw Material,WH01,Mumbai,7605,1369,1240,6993,2024-03-01,11,2.13,6.13,0,0,1
INV005220,SKU5419,Product_SKU5419,Spare Parts,WH01,Mumbai,1176,354,1633,2349,2024-03-01,27,8.34,0.72,0,0,1
INV005221,SKU2145,Product_SKU2145,Electronics,WH01,Mumbai,3039,455,7264,569,2024-03-01,28,153.2,0.42,0,1,1
INV005222,SKU1755,Product_SKU1755,Textiles,WH01,Mumbai,3311,332,1413,4829,2024-03-01,7,3.51,2.34,0,0,1
INV005223,SKU2245,Product_SKU2245,Chemicals,WH01,Mumbai,5775,662,6782,8066,2024-03-01,5,10.09,0.85,0,0,1
INV005224,SKU1831,Product_SKU1831,Chemicals,WH01,Mumbai,7138,1702,5723,928,2024-03-01,6,74.0,1.25,0,1,1
INV005225,SKU3069,Product_SKU3069,Textiles,WH01,Mumbai,3158,1962,2114,3907,2024-03-01,26,6.49,1.49,0,0,1
INV005226,SKU1454,Product_SKU1454,Machinery,WH01,Mumbai,7838,1970,1936,6525,2024-03-01,20,3.56,4.05,0,0,1
INV005227,SKU1718,Product_SKU1718,Textiles,WH01,Mumbai,3538,344,2050,1947,2024-03-01,27,12.63,1.73,0,0,1
INV005228,SKU5394,Product_SKU5394,Chemicals,WH01,Mumbai,9022,770,7389,5706,2024-03-01,8,15.54,1.22,0,0,1
INV005229,SKU5044,Product_SKU5044,Textiles,WH01,Mumbai,3423,208,7852,1759,2024-03-01,11,53.57,0.44,0,0,1
INV005230,SKU4358,Product_SKU4358,IT Equipment,WH01,Mumbai,6070,518,6722,6437,2024-03-01,20,12.53,0.9,0,0,1
INV005231,SKU2601,Product_SKU2601,Machinery,WH01,Mumbai,2016,1048,2829,540,2024-03-01,14,62.87,0.71,0,1,1
INV005232,SKU1335,Product_SKU1335,Textiles,WH01,Mumbai,9889,449,6248,6857,2024-03-01,25,10.93,1.58,0,0,1
INV005233,SKU4386,Product_SKU4386,Chemicals,WH01,Mumbai,7636,200,2435,676,2024-03-01,26,43.22,3.14,0,1,1
INV005234,SKU3259,Product_SKU3259,Raw Material,WH01,Mumbai,5820,378,7699,7973,2024-03-01,22,11.59,0.76,0,0,1
INV005235,SKU5834,Product_SKU5834,Chemicals,WH01,Mumbai,2042,845,6930,8075,2024-03-01,6,10.3,0.29,0,0,1
INV005236,SKU3253,Product_SKU3253,IT Equipment,WH01,Mumbai,5386,987,1863,4761,2024-03-01,4,4.7,2.89,0,0,1
INV005237,SKU1069,Product_SKU1069,Textiles,WH01,Mumbai,1270,1017,4027,3573,2024-03-01,25,13.52,0.32,0,0,1
INV005238,SKU4983,Product_SKU4983,Electronics,WH01,Mumbai,7226,1587,5731,1636,2024-03-01,22,42.04,1.26,0,1,1
INV005239,SKU4508,Product_SKU4508,IT Equipment,WH01,Mumbai,4955,1425,4123,1990,2024-03-01,6,24.86,1.2,0,1,1
INV005240,SKU5405,Product_SKU5405,Textiles,WH01,Mumbai,3282,1611,6596,6820,2024-03-01,16,11.61,0.5,0,0,1
INV005241,SKU2027,Product_SKU2027,IT Equipment,WH01,Mumbai,7170,1605,3457,2544,2024-03-01,25,16.31,2.07,0,1,1
INV005242,SKU4317,Product_SKU4317,Packaging,WH01,Mumbai,7403,1938,2715,8369,2024-03-01,18,3.89,2.73,0,0,1
INV005243,SKU1989,Product_SKU1989,Packaging,WH01,Mumbai,5830,1765,156,1868,2024-03-01,30,1.0,37.37,0,1,1
INV005244,SKU5287,Product_SKU5287,Spare Parts,WH01,Mumbai,6460,1911,6625,4536,2024-03-01,28,17.53,0.98,0,0,1
INV005245,SKU1956,Product_SKU1956,Chemicals,WH01,Mumbai,8154,1311,6172,7844,2024-03-01,5,9.44,1.32,0,0,1
INV005246,SKU4510,Product_SKU4510,Raw Material,WH01,Mumbai,1071,860,4381,6838,2024-03-01,27,7.69,0.24,0,0,1
INV005247,SKU3496,Product_SKU3496,Textiles,WH01,Mumbai,3336,1532,4046,7735,2024-03-01,28,6.28,0.82,0,0,1
INV005248,SKU5956,Product_SKU5956,Electronics,WH01,Mumbai,7453,1352,4113,5680,2024-03-01,7,8.69,1.81,0,0,1
INV005249,SKU1622,Product_SKU1622,Electronics,WH01,Mumbai,8972,1188,7781,846,2024-03-01,4,110.37,1.15,0,1,1
INV005250,SKU5387,Product_SKU5387,Textiles,WH01,Mumbai,6576,140,1516,2326,2024-03-01,8,7.82,4.34,0,1,1
INV005251,SKU3488,Product_SKU3488,IT Equipment,WH01,Mumbai,9803,1792,5938,3068,2024-03-01,18,23.23,1.65,0,1,1
INV005252,SKU4233,Product_SKU4233,Spare Parts,WH01,Mumbai,392,372,4202,1335,2024-03-01,21,37.77,0.09,0,0,1
INV005253,SKU5241,Product_SKU5241,Raw Material,WH01,Mumbai,8058,1818,4641,4593,2024-03-01,19,12.13,1.74,0,0,1
INV005254,SKU5613,Product_SKU5613,Electronics,WH01,Mumbai,2301,1235,3496,3641,2024-03-01,10,11.52,0.66,0,0,1
INV005255,SKU3162,Product_SKU3162,Machinery,WH01,Mumbai,9113,1018,7468,6264,2024-03-01,30,14.31,1.22,0,0,1
INV005256,SKU1256,Product_SKU1256,Raw Material,WH01,Mumbai,7532,170,4220,4179,2024-03-01,9,12.12,1.78,0,0,1
INV005257,SKU1499,Product_SKU1499,Packaging,WH01,Mumbai,4434,1933,736,4500,2024-03-01,9,1.96,6.02,0,0,1
INV005258,SKU1932,Product_SKU1932,Spare Parts,WH01,Mumbai,4118,1683,3782,8579,2024-03-01,24,5.29,1.09,0,0,1
INV005259,SKU4698,Product_SKU4698,Packaging,WH01,Mumbai,731,1479,780,3434,2024-03-01,8,2.73,0.94,1,0,1
INV005260,SKU4278,Product_SKU4278,Machinery,WH01,Mumbai,9653,660,6381,5798,2024-03-01,12,13.21,1.51,0,0,1
INV005261,SKU3086,Product_SKU3086,Raw Material,WH01,Mumbai,1812,1690,1261,1176,2024-03-01,20,12.87,1.44,0,0,1
INV005262,SKU5742,Product_SKU5742,Chemicals,WH01,Mumbai,7683,318,2425,4000,2024-03-01,18,7.28,3.17,0,0,1
INV005263,SKU4485,Product_SKU4485,IT Equipment,WH01,Mumbai,9367,1284,5222,6914,2024-03-01,18,9.06,1.79,0,0,1
INV005264,SKU2238,Product_SKU2238,Machinery,WH01,Mumbai,5909,1925,3683,5958,2024-03-01,25,7.42,1.6,0,0,1
INV005265,SKU5469,Product_SKU5469,Raw Material,WH01,Mumbai,7316,812,6345,8548,2024-03-01,29,8.91,1.15,0,0,1
INV005266,SKU4240,Product_SKU4240,Machinery,WH01,Mumbai,6061,804,1701,7218,2024-03-01,22,2.83,3.56,0,0,1
INV005267,SKU2871,Product_SKU2871,Electronics,WH01,Mumbai,3970,1595,5903,7149,2024-03-01,10,9.91,0.67,0,0,1
INV005268,SKU3191,Product_SKU3191,Packaging,WH01,Mumbai,3059,597,1676,8174,2024-03-01,10,2.46,1.83,0,0,1
INV005269,SKU3669,Product_SKU3669,Machinery,WH01,Mumbai,9544,1626,2384,3339,2024-03-01,4,8.57,4.0,0,1,1
INV005270,SKU5501,Product_SKU5501,Machinery,WH01,Mumbai,4205,1442,7716,6106,2024-03-01,22,15.16,0.54,0,0,1
INV005271,SKU3470,Product_SKU3470,Machinery,WH01,Mumbai,9630,1106,5198,8520,2024-03-01,21,7.32,1.85,0,0,1
INV005272,SKU4940,Product_SKU4940,Spare Parts,WH01,Mumbai,4704,747,3475,1117,2024-03-01,4,37.33,1.35,0,1,1
INV005273,SKU1235,Product_SKU1235,Raw Material,WH01,Mumbai,2706,276,7859,2266,2024-03-01,21,41.62,0.34,0,0,1
INV005274,SKU3119,Product_SKU3119,Chemicals,WH01,Mumbai,1407,486,4327,6963,2024-03-01,24,7.46,0.33,0,0,1
INV005275,SKU5037,Product_SKU5037,Textiles,WH01,Mumbai,6125,1210,1553,8199,2024-03-01,22,2.27,3.94,0,0,1
INV005276,SKU2035,Product_SKU2035,IT Equipment,WH01,Mumbai,7961,1944,6009,2457,2024-03-01,6,29.35,1.32,0,1,1
INV005277,SKU5623,Product_SKU5623,Spare Parts,WH01,Mumbai,3431,1180,2396,2224,2024-03-01,17,12.93,1.43,0,0,1
INV005278,SKU4794,Product_SKU4794,Textiles,WH01,Mumbai,4502,1348,4331,5069,2024-03-01,28,10.25,1.04,0,0,1
INV005279,SKU2929,Product_SKU2929,Spare Parts,WH01,Mumbai,3835,1611,2201,4999,2024-03-01,20,5.28,1.74,0,0,1
INV005280,SKU2819,Product_SKU2819,Textiles,WH01,Mumbai,7346,281,2755,8753,2024-03-01,27,3.78,2.67,0,0,1
INV005281,SKU3861,Product_SKU3861,Chemicals,WH01,Mumbai,3872,812,4644,2162,2024-03-01,17,25.78,0.83,0,0,1
INV005282,SKU3515,Product_SKU3515,Raw Material,WH01,Mumbai,6634,785,5416,2597,2024-03-01,17,25.03,1.22,0,1,1
INV005283,SKU3914,Product_SKU3914,Textiles,WH01,Mumbai,7983,800,2349,4057,2024-03-01,11,6.95,3.4,0,0,1
INV005284,SKU1415,Product_SKU1415,Textiles,WH01,Mumbai,18,1016,759,2195,2024-03-01,11,4.15,0.02,1,0,1
INV005285,SKU4271,Product_SKU4271,Chemicals,WH01,Mumbai,608,924,4206,1862,2024-03-01,11,27.11,0.14,1,0,1
INV005286,SKU4336,Product_SKU4336,Electronics,WH01,Mumbai,2737,1586,718,622,2024-03-01,19,13.85,3.81,0,1,1
INV005287,SKU3933,Product_SKU3933,Raw Material,WH01,Mumbai,5393,280,922,6206,2024-03-01,13,1.78,5.85,0,0,1
INV005288,SKU4915,Product_SKU4915,Machinery,WH01,Mumbai,9838,867,1125,1828,2024-03-01,7,7.39,8.74,0,1,1
INV005289,SKU5911,Product_SKU5911,Electronics,WH01,Mumbai,9987,794,685,1420,2024-03-01,9,5.79,14.58,0,1,1
INV005290,SKU1200,Product_SKU1200,Spare Parts,WH01,Mumbai,8633,122,91,5237,2024-03-01,8,0.21,94.87,0,0,1
INV005291,SKU2618,Product_SKU2618,Textiles,WH01,Mumbai,7732,1381,5044,1097,2024-03-01,10,55.18,1.53,0,1,1
INV005292,SKU5334,Product_SKU5334,Chemicals,WH01,Mumbai,8241,664,679,729,2024-03-01,8,11.18,12.14,0,1,1
INV005293,SKU5375,Product_SKU5375,Textiles,WH01,Mumbai,7977,1413,4537,4681,2024-03-01,23,11.63,1.76,0,0,1
INV005294,SKU3558,Product_SKU3558,Textiles,WH01,Mumbai,2933,1315,1810,4769,2024-03-01,3,4.55,1.62,0,0,1
INV005295,SKU4720,Product_SKU4720,Textiles,WH01,Mumbai,7317,1071,7346,2482,2024-03-01,30,35.52,1.0,0,1,1
INV005296,SKU3692,Product_SKU3692,Textiles,WH01,Mumbai,7881,598,5011,5960,2024-03-01,11,10.09,1.57,0,0,1
INV005297,SKU5761,Product_SKU5761,Raw Material,WH01,Mumbai,8893,1799,4522,5445,2024-03-01,12,9.97,1.97,0,0,1
INV005298,SKU2264,Product_SKU2264,Chemicals,WH01,Mumbai,1203,1048,6396,4967,2024-03-01,21,15.45,0.19,0,0,1
INV005299,SKU2834,Product_SKU2834,Chemicals,WH01,Mumbai,8592,240,1359,5247,2024-03-01,20,3.11,6.32,0,0,1
