Return_ID,PO_ID,Vendor_ID,Product_SKU,Product_Category,Return_Date,Return_Reason,Return_Qty,Unit_Price_INR,Return_Value,High_Value_Return,Approved_By,Refund_Status,Return_Month
RET0002262,PO0009685,VND00675,SKU4446,Electronics,2024-03-03,Quality Failure,357,1238.97,442312.29,0,Manager_B,Pending,2024-03
RET0004861,PO0005785,VND00695,SKU2293,Raw Material,2022-12-16,Wrong Quantity,425,3218.34,1367794.5,0,Manager_A,Processed,2022-12
RET0000252,PO0012606,VND00663,SKU1956,Spare Parts,2024-08-02,Defective Item,499,1017.68,507822.32,0,Manager_B,Processed,2024-08
RET0003608,PO0033397,VND00669,SKU5136,Spare Parts,2021-05-11,Wrong Item Delivered,388,1960.37,760623.56,0,Manager_A,Pending,2021-05
RET0003853,PO0017886,VND00270,SKU2234,Electronics,2024-06-25,Wrong Item Delivered,496,160.91,79811.36,0,Manager_C,Pending,2024-06
RET0002096,PO0008311,VND00892,SKU3347,Chemicals,2021-12-20,Unknown,117,3058.33,357824.61,0,Manager_B,Processed,2021-12
RET0003263,PO0008576,VND00216,SKU4699,Electronics,2021-05-11,Defective Item,129,2399.99,309598.71,0,Manager_B,Processed,2021-05
RET0001887,PO0017005,VND00813,SKU2713,Machinery,2021-12-20,Defective Item,65,3464.64,225201.6,0,Manager_A,Pending,2021-12
RET0004466,PO0005507,VND00436,SKU4647,Spare Parts,2024-06-18,Overshipment,218,252.1,54957.8,0,Manager_B,Pending,2024-06
RET0002070,PO0021531,VND00226,SKU2418,Chemicals,2024-12-08,Expired Product,305,2964.17,904071.85,0,Manager_C,Pending,2024-12
RET0000637,PO0001146,VND00870,SKU3570,Chemicals,2024-09-09,Overshipment,446,3733.14,1664980.44,1,Manager_A,Processed,2024-09
RET0001884,PO0035138,VND00580,SKU5513,Machinery,2021-04-29,Defective Item,92,3076.11,283002.12,0,Unassigned,Processed,2021-04
RET0003507,PO0047582,VND00957,SKU1258,IT Equipment,2024-03-27,Overshipment,62,1517.01,94054.62,0,Manager_C,Pending,2024-03
RET0003194,PO0047643,VND00495,SKU4811,Raw Material,2022-09-02,Defective Item,467,3624.51,1692646.17,1,Manager_B,Processed,2022-09
RET0004908,PO0030896,VND00387,SKU5758,IT Equipment,2021-12-12,Defective Item,186,3107.18,577935.48,0,Manager_A,Processed,2021-12
RET0001878,PO0018566,VND00216,SKU2438,IT Equipment,2022-09-23,Expired Product,364,4287.22,1560548.08,1,Unassigned,Pending,2022-09
RET0003498,PO0027186,VND00861,SKU2770,Chemicals,2023-05-02,Wrong Item Delivered,427,3845.2,1641900.4,1,Manager_A,Pending,2023-05
RET0001615,PO0008131,VND00741,SKU2528,Textiles,2021-04-08,Wrong Quantity,257,533.35,137070.95,0,Manager_A,Pending,2021-04
RET0002905,PO0010611,VND00178,SKU2266,Packaging,2022-04-09,Quality Failure,221,4576.86,1011486.06,0,Unassigned,Processed,2022-04
RET0004080,PO0018620,VND00026,SKU4075,Machinery,2021-09-30,Unknown,402,3357.41,1349678.82,0,Manager_C,Processed,2021-09
RET0000412,PO0005478,VND00213,SKU1641,IT Equipment,2024-07-08,Wrong Item Delivered,223,1399.18,312017.14,0,Manager_B,Processed,2024-07
RET0003074,PO0033972,VND00795,SKU2835,Packaging,2022-02-23,Defective Item,56,3884.48,217530.88,0,Manager_B,Pending,2022-02
RET0004633,PO0024553,VND00413,SKU2432,IT Equipment,2024-11-20,Defective Item,476,60.05,28583.8,0,Unassigned,Processed,2024-11
RET0000065,PO0048376,VND00623,SKU1205,Raw Material,2024-08-25,Quality Failure,142,1258.05,178643.1,0,Manager_A,Processed,2024-08
RET0000515,PO0045113,VND00257,SKU1613,Textiles,2023-03-13,Wrong Quantity,471,3306.08,1557163.68,1,Manager_B,Processed,2023-03
RET0004635,PO0047659,VND00713,SKU4062,Electronics,2021-04-10,Expired Product,481,1805.27,868334.87,0,Manager_A,Processed,2021-04
RET0002446,PO0032790,VND00852,SKU4242,Raw Material,2024-01-01,Wrong Quantity,189,3795.52,717353.28,0,Manager_C,Pending,2024-01
RET0002971,PO0028248,VND00665,SKU1682,IT Equipment,2021-10-11,Defective Item,235,8.86,2082.1,0,Manager_A,Processed,2021-10
RET0000859,PO0031554,VND00226,SKU2045,Packaging,2022-09-29,Quality Failure,137,4704.18,644472.66,0,Manager_A,Pending,2022-09
RET0000877,PO0009625,VND00983,SKU3368,Packaging,2021-07-01,Quality Failure,75,4979.06,373429.5,0,Manager_A,Processed,2021-07
RET0001244,PO0026511,VND00929,SKU5357,Electronics,2024-07-11,Defective Item,361,2814.57,1016059.77,0,Manager_C,Pending,2024-07
RET0002525,PO0028812,VND00178,SKU5728,Raw Material,2023-06-09,Wrong Item Delivered,409,458.91,187694.19,0,Manager_C,Processed,2023-06
RET0001842,PO0028843,VND00437,SKU4177,Chemicals,2022-12-22,Overshipment,119,3247.7,386476.3,0,Manager_A,Pending,2022-12
RET0000351,PO0040381,VND00577,SKU3235,Machinery,2022-04-22,Expired Product,338,3822.81,1292109.78,0,Manager_B,Processed,2022-04
RET0004297,PO0042082,VND00116,SKU5547,Spare Parts,2021-09-05,Wrong Quantity,2,2539.25,5078.5,0,Manager_C,Processed,2021-09
RET0002338,PO0008708,VND00038,SKU1959,Machinery,2021-10-22,Expired Product,56,2027.31,113529.36,0,Manager_A,Processed,2021-10
RET0003307,PO0017186,VND00294,SKU1726,Electronics,2023-04-05,Wrong Item Delivered,159,1706.04,271260.36,0,Manager_B,Processed,2023-04
RET0003540,PO0033810,VND00543,SKU5080,IT Equipment,2021-11-01,Wrong Item Delivered,52,3425.59,178130.68,0,Unassigned,Pending,2021-11
RET0000017,PO0045246,VND00181,SKU1047,IT Equipment,2023-03-01,Wrong Quantity,424,3810.12,1615490.88,1,Unassigned,Processed,2023-03
RET0003448,PO0038735,VND00398,SKU1978,Packaging,2021-02-02,Expired Product,370,1578.66,584104.2,0,Unassigned,Processed,2021-02
RET0003720,PO0004644,VND00019,SKU4651,Electronics,2021-08-22,Wrong Quantity,257,1480.66,380529.62,0,Unassigned,Pending,2021-08
RET0002104,PO0021763,VND00469,SKU2207,Spare Parts,2022-02-12,Defective Item,422,802.3,338570.6,0,Manager_A,Processed,2022-02
RET0002059,PO0017626,VND00996,SKU4666,Textiles,2021-09-07,Damaged Packaging,118,331.47,39113.46,0,Manager_C,Pending,2021-09
RET0000723,PO0036358,VND00269,SKU3025,Machinery,2023-04-30,Wrong Item Delivered,103,955.62,98428.86,0,Manager_B,Processed,2023-04
RET0004217,PO0022819,VND00360,SKU2613,Textiles,2024-03-31,Overshipment,202,1597.21,322636.42,0,Manager_C,Processed,2024-03
RET0000604,PO0046805,VND00137,SKU4630,Chemicals,2022-11-17,Wrong Quantity,400,1188.4,475360.0,0,Manager_B,Pending,2022-11
RET0002036,PO0006040,VND00740,SKU5535,Raw Material,2024-02-18,Damaged Packaging,237,4649.88,1102021.56,0,Manager_C,Pending,2024-02
RET0004903,PO0044281,VND00681,SKU1178,Spare Parts,2022-10-14,Defective Item,16,2426.72,38827.52,0,Unassigned,Processed,2022-10
RET0001639,PO0043994,VND00171,SKU5451,Chemicals,2024-01-28,Overshipment,270,683.62,184577.4,0,Unassigned,Processed,2024-01
RET0001905,PO0023586,VND00449,SKU2664,Machinery,2022-12-02,Quality Failure,290,3565.32,1033942.8,0,Manager_C,Pending,2022-12
RET0004746,PO0018620,VND00911,SKU5257,Textiles,2021-07-05,Overshipment,125,966.99,120873.75,0,Manager_B,Processed,2021-07
RET0002555,PO0010627,VND00627,SKU3904,Machinery,2022-08-23,Expired Product,318,3760.4,1195807.2,0,Unassigned,Pending,2022-08
RET0004887,PO0046400,VND00259,SKU3615,Chemicals,2023-01-15,Expired Product,296,3656.44,1082306.24,0,Manager_C,Pending,2023-01
RET0004219,PO0027831,VND00148,SKU1885,Machinery,2023-09-20,Expired Product,325,4022.4,1307280.0,0,Unassigned,Processed,2023-09
RET0002783,PO0021930,VND00751,SKU2412,Textiles,2022-02-08,Wrong Item Delivered,37,2100.46,77717.02,0,Manager_A,Processed,2022-02
RET0003727,PO0018189,VND00139,SKU3801,Machinery,2021-09-16,Quality Failure,89,1354.32,120534.48,0,Manager_B,Processed,2021-09
RET0004512,PO0015497,VND00639,SKU1288,Electronics,2023-06-03,Wrong Quantity,80,919.94,73595.2,0,Unassigned,Processed,2023-06
RET0002289,PO0032747,VND00386,SKU4984,Chemicals,2023-10-06,Overshipment,189,2479.85,468691.65,0,Unassigned,Rejected,2023-10
RET0001748,PO0026341,VND00513,SKU4743,Packaging,2023-12-16,Damaged Packaging,113,87.49,9886.37,0,Manager_B,Processed,2023-12
RET0001876,PO0022984,VND00141,SKU5439,Raw Material,2024-08-25,Damaged Packaging,358,792.88,283851.04,0,Manager_C,Processed,2024-08
RET0002509,PO0047738,VND00640,SKU2239,Electronics,2023-02-02,Overshipment,150,115.13,17269.5,0,Manager_A,Processed,2023-02
RET0001771,PO0024917,VND00537,SKU4944,Textiles,2023-02-04,Unknown,150,457.68,68652.0,0,Manager_B,Processed,2023-02
RET0002331,PO0006683,VND00180,SKU5616,Chemicals,2022-03-20,Quality Failure,377,569.09,214546.93,0,Manager_C,Pending,2022-03
RET0002855,PO0012671,VND00289,SKU4546,Machinery,2021-04-14,Damaged Packaging,143,4236.25,605783.75,0,Manager_C,Rejected,2021-04
RET0004649,PO0020491,VND00680,SKU3070,Machinery,2023-01-29,Wrong Item Delivered,356,1051.27,374252.12,0,Manager_C,Processed,2023-01
RET0001105,PO0039864,VND00032,SKU4759,Machinery,2021-12-15,Defective Item,231,2588.68,597985.08,0,Unassigned,Processed,2021-12
RET0004801,PO0000802,VND00851,SKU2614,Spare Parts,2023-04-24,Wrong Item Delivered,19,913.01,17347.19,0,Unassigned,Pending,2023-04
RET0004316,PO0023162,VND00700,SKU5490,Electronics,2024-02-21,Damaged Packaging,38,362.93,13791.34,0,Manager_A,Processed,2024-02
RET0003416,PO0018010,VND00782,SKU5958,Textiles,2023-02-10,Wrong Item Delivered,496,3960.27,1964293.92,1,Manager_A,Rejected,2023-02
RET0001371,PO0036142,VND00610,SKU4823,Electronics,2023-07-22,Overshipment,262,111.2,29134.4,0,Manager_B,Processed,2023-07
RET0003904,PO0024473,VND00421,SKU4982,IT Equipment,2024-05-06,Quality Failure,349,1977.84,690266.16,0,Manager_B,Pending,2024-05
RET0002016,PO0032477,VND00505,SKU4215,Spare Parts,2023-02-18,Quality Failure,471,3639.06,1713997.26,1,Manager_B,Pending,2023-02
RET0004343,PO0026551,VND00212,SKU3962,Raw Material,2023-02-21,Wrong Quantity,288,2822.29,812819.52,0,Manager_B,Pending,2023-02
RET0002737,PO0046440,VND00138,SKU1313,Machinery,2023-11-28,Wrong Quantity,33,1359.31,44857.23,0,Manager_A,Pending,2023-11
RET0000361,PO0040810,VND00169,SKU3002,Spare Parts,2022-01-15,Defective Item,450,1925.5,866475.0,0,Unassigned,Processed,2022-01
RET0004856,PO0033867,VND00847,SKU5994,Textiles,2023-03-03,Expired Product,181,2327.92,421353.52,0,Manager_B,Processed,2023-03
RET0000613,PO0038858,VND00261,SKU5924,Machinery,2023-03-21,Wrong Item Delivered,491,921.85,452628.35,0,Manager_B,Processed,2023-03
RET0003267,PO0003794,VND00342,SKU1816,Raw Material,2024-02-11,Overshipment,87,3446.09,299809.83,0,Unassigned,Processed,2024-02
RET0000033,PO0043938,VND00459,SKU5247,Machinery,2023-01-16,Quality Failure,325,637.24,207103.0,0,Unassigned,Processed,2023-01
RET0002874,PO0042789,VND00553,SKU5156,Chemicals,2021-06-07,Quality Failure,359,2802.15,1005971.85,0,Manager_A,Pending,2021-06
RET0002686,PO0033215,VND00409,SKU3715,IT Equipment,2022-11-03,Defective Item,292,4629.79,1351898.68,0,Manager_A,Rejected,2022-11
RET0004451,PO0010981,VND00034,SKU5997,Electronics,2024-04-14,Quality Failure,361,849.24,306575.64,0,Manager_A,Pending,2024-04
RET0001353,PO0040099,VND00018,SKU3982,Packaging,2023-06-07,Quality Failure,205,4919.93,1008585.65,0,Unassigned,Pending,2023-06
RET0001942,PO0006063,VND00100,SKU3532,Machinery,2021-06-20,Wrong Item Delivered,494,2886.25,1425807.5,0,Manager_A,Processed,2021-06
RET0002709,PO0007936,VND00645,SKU5005,Textiles,2022-04-13,Overshipment,342,3213.39,1098979.38,0,Manager_A,Pending,2022-04
RET0003700,PO0011539,VND00525,SKU5154,Packaging,2021-05-05,Defective Item,64,1389.11,88903.04,0,Unassigned,Processed,2021-05
RET0000519,PO0020283,VND00862,SKU1513,Chemicals,2022-06-01,Defective Item,3,1357.77,4073.31,0,Unassigned,Pending,2022-06
RET0003218,PO0005646,VND00243,SKU5157,IT Equipment,2024-06-15,Expired Product,77,1905.43,146718.11,0,Manager_B,Pending,2024-06
RET0004754,PO0020426,VND00148,SKU2446,Raw Material,2022-06-04,Damaged Packaging,426,1401.24,596928.24,0,Manager_B,Processed,2022-06
RET0001706,PO0047236,VND00009,SKU4491,Textiles,2022-12-14,Wrong Quantity,8,4799.06,38392.48,0,Unassigned,Processed,2022-12
RET0001995,PO0022085,VND00208,SKU4446,Textiles,2022-06-08,Damaged Packaging,117,2979.41,348590.97,0,Manager_A,Pending,2022-06
RET0002491,PO0006650,VND00034,SKU3832,Raw Material,2021-08-16,Defective Item,4,304.82,1219.28,0,Unassigned,Processed,2021-08
RET0003896,PO0032552,VND00834,SKU3106,Raw Material,2023-09-27,Defective Item,363,166.81,60552.03,0,Manager_A,Processed,2023-09
RET0002391,PO0004570,VND00715,SKU3475,Textiles,2022-05-10,Wrong Quantity,406,425.13,172602.78,0,Manager_B,Rejected,2022-05
RET0004896,PO0006537,VND00161,SKU3458,Textiles,2023-02-15,Defective Item,403,6.33,2550.99,0,Manager_A,Processed,2023-02
RET0004929,PO0029541,VND00235,SKU4361,Raw Material,2023-12-11,Damaged Packaging,10,4897.36,48973.6,0,Unassigned,Pending,2023-12
RET0002973,PO0010344,VND00951,SKU2793,Textiles,2022-03-12,Wrong Item Delivered,430,3286.74,1413298.2,0,Unassigned,Pending,2022-03
RET0003061,PO0040956,VND00913,SKU5153,IT Equipment,2023-03-25,Overshipment,24,2979.86,71516.64,0,Manager_A,Processed,2023-03
RET0002842,PO0035855,VND00305,SKU1100,Packaging,2022-12-19,Expired Product,450,112.99,50845.5,0,Unassigned,Pending,2022-12
RET0004212,PO0046483,VND00285,SKU1161,Spare Parts,2023-10-29,Quality Failure,485,1894.18,918677.3,0,Unassigned,Processed,2023-10
RET0004567,PO0018165,VND00191,SKU5779,Machinery,2022-03-28,Expired Product,476,1709.55,813745.8,0,Unassigned,Pending,2022-03
RET0002729,PO0007345,VND00576,SKU4935,Raw Material,2024-10-18,Defective Item,290,2818.61,817396.9,0,Manager_B,Processed,2024-10
RET0003805,PO0046620,VND00925,SKU5096,Raw Material,2024-07-19,Unknown,122,3047.58,371804.76,0,Manager_C,Pending,2024-07
RET0002954,PO0032034,VND00745,SKU5581,Packaging,2024-05-29,Damaged Packaging,305,3069.66,936246.3,0,Unassigned,Processed,2024-05
RET0000516,PO0013813,VND00680,SKU2716,Spare Parts,2022-01-23,Damaged Packaging,348,2096.18,729470.64,0,Manager_C,Unknown,2022-01
RET0000132,PO0047382,VND00559,SKU2173,Packaging,2022-07-16,Wrong Item Delivered,255,4918.32,1254171.6,0,Manager_A,Processed,2022-07
RET0000924,PO0023816,VND00337,SKU3686,IT Equipment,2022-12-25,Overshipment,361,1293.26,466866.86,0,Manager_B,Processed,2022-12
RET0002828,PO0040506,VND00281,SKU1242,IT Equipment,2022-04-17,Quality Failure,256,4172.48,1068154.88,0,Unassigned,Rejected,2022-04
RET0002479,PO0008408,VND00283,SKU3921,Textiles,2023-06-26,Quality Failure,106,801.52,84961.12,0,Manager_C,Pending,2023-06
RET0000580,PO0026316,VND00553,SKU4767,Machinery,2021-08-01,Quality Failure,396,82.23,32563.08,0,Manager_C,Processed,2021-08
RET0003844,PO0030648,VND00071,SKU5912,Spare Parts,2023-02-07,Overshipment,388,963.65,373896.2,0,Manager_A,Processed,2023-02
RET0003433,PO0002751,VND00296,SKU4642,Textiles,2024-11-23,Overshipment,478,3030.17,1448421.26,0,Manager_C,Processed,2024-11
RET0004008,PO0017979,VND00605,SKU1897,IT Equipment,2023-06-27,Overshipment,461,4711.65,2172070.65,1,Manager_C,Pending,2023-06
RET0004106,PO0002900,VND00820,SKU2255,Electronics,2022-09-01,Expired Product,305,36.81,11227.05,0,Unassigned,Processed,2022-09
RET0000658,PO0006705,VND00972,SKU2909,Raw Material,2021-12-12,Wrong Quantity,3,1890.3,5670.9,0,Manager_C,Pending,2021-12
RET0003123,PO0035778,VND00194,SKU2270,Textiles,2023-08-22,Damaged Packaging,10,2847.03,28470.3,0,Unassigned,Pending,2023-08
RET0004203,PO0032696,VND00169,SKU2316,Raw Material,2024-10-02,Defective Item,163,1513.43,246689.09,0,Manager_A,Unknown,2024-10
RET0004141,PO0003310,VND00448,SKU5128,Chemicals,2024-05-15,Expired Product,257,2221.66,570966.62,0,Manager_A,Pending,2024-05
RET0000689,PO0017488,VND00685,SKU3037,IT Equipment,2022-09-11,Damaged Packaging,293,4174.37,1223090.41,0,Manager_C,Pending,2022-09
RET0000514,PO0033819,VND00082,SKU5559,Spare Parts,2023-09-08,Wrong Quantity,87,552.3,48050.1,0,Unassigned,Processed,2023-09
RET0004406,PO0045855,VND00803,SKU1497,Packaging,2024-08-23,Damaged Packaging,52,2814.71,146364.92,0,Manager_B,Processed,2024-08
RET0003710,PO0008441,VND00443,SKU1405,Chemicals,2023-12-13,Wrong Quantity,212,3935.89,834408.68,0,Manager_B,Processed,2023-12
RET0004494,PO0027309,VND00289,SKU5865,Textiles,2022-04-20,Wrong Item Delivered,472,4774.4,2253516.8,1,Manager_C,Processed,2022-04
RET0004093,PO0002007,VND00353,SKU3559,Electronics,2021-01-26,Damaged Packaging,87,4922.52,428259.24,0,Manager_C,Processed,2021-01
RET0001725,PO0022795,VND00161,SKU4813,Chemicals,2023-09-21,Wrong Item Delivered,50,697.19,34859.5,0,Unassigned,Pending,2023-09
RET0000078,PO0036625,VND00465,SKU4677,IT Equipment,2022-01-29,Wrong Item Delivered,90,1416.56,127490.4,0,Unassigned,Processed,2022-01
RET0003370,PO0045518,VND00580,SKU5653,Electronics,2022-01-13,Overshipment,272,1956.31,532116.32,0,Unassigned,Processed,2022-01
RET0002507,PO0029686,VND00507,SKU5909,Raw Material,2023-03-05,Defective Item,434,717.76,311507.84,0,Unassigned,Pending,2023-03
RET0000597,PO0011026,VND00994,SKU4375,Textiles,2024-02-03,Defective Item,492,369.0,181548.0,0,Manager_A,Processed,2024-02
RET0004004,PO0049595,VND00263,SKU5634,Spare Parts,2024-09-26,Overshipment,133,4108.72,546459.76,0,Manager_A,Processed,2024-09
RET0003310,PO0013422,VND00667,SKU2825,Textiles,2024-09-20,Expired Product,265,3126.19,828440.35,0,Manager_A,Processed,2024-09
RET0000541,PO0023235,VND00191,SKU5830,Machinery,2024-04-21,Quality Failure,51,4203.73,214390.23,0,Unassigned,Processed,2024-04
RET0001755,PO0038942,VND00321,SKU1112,Machinery,2022-07-07,Expired Product,480,1945.33,933758.4,0,Manager_C,Pending,2022-07
RET0000617,PO0042202,VND00412,SKU4160,Packaging,2021-06-25,Expired Product,176,3241.51,570505.76,0,Unassigned,Processed,2021-06
RET0000203,PO0026787,VND00843,SKU1272,Textiles,2022-03-26,Overshipment,161,4027.11,648364.71,0,Manager_A,Pending,2022-03
RET0004142,PO0046046,VND00398,SKU1320,Spare Parts,2022-06-11,Expired Product,323,348.81,112665.63,0,Manager_C,Pending,2022-06
RET0000634,PO0023287,VND00163,SKU1682,IT Equipment,2023-01-03,Defective Item,229,3790.62,868051.98,0,Manager_C,Pending,2023-01
RET0004308,PO0021466,VND00088,SKU2478,IT Equipment,2024-07-10,Defective Item,456,2678.66,1221468.96,0,Manager_C,Pending,2024-07
RET0003582,PO0027661,VND00082,SKU3482,Machinery,2022-04-29,Overshipment,231,4811.49,1111454.19,0,Manager_B,Pending,2022-04
RET0002212,PO0027685,VND00776,SKU5347,Spare Parts,2022-12-15,Wrong Item Delivered,226,457.04,103291.04,0,Manager_C,Rejected,2022-12
RET0000096,PO0010061,VND00532,SKU2751,Chemicals,2023-05-29,Defective Item,41,82.5,3382.5,0,Manager_B,Processed,2023-05
RET0004471,PO0046948,VND00422,SKU5577,Chemicals,2021-12-06,Wrong Item Delivered,181,1482.9,268404.9,0,Manager_A,Processed,2021-12
RET0003532,PO0024694,VND00919,SKU1821,Raw Material,2024-11-18,Expired Product,330,1475.3,486849.0,0,Unassigned,Pending,2024-11
RET0002064,PO0016381,VND00234,SKU3097,Packaging,2022-07-03,Overshipment,362,2640.87,955994.94,0,Manager_B,Rejected,2022-07
RET0003600,PO0025563,VND00852,SKU3146,Packaging,2021-06-21,Damaged Packaging,368,2055.25,756332.0,0,Unassigned,Processed,2021-06
RET0002646,PO0029034,VND00733,SKU5358,Spare Parts,2023-06-17,Damaged Packaging,332,1761.71,584887.72,0,Manager_B,Processed,2023-06
RET0001363,PO0035823,VND00008,SKU4570,Packaging,2023-01-28,Expired Product,6,1946.43,11678.58,0,Manager_B,Pending,2023-01
RET0001758,PO0005626,VND00115,SKU5852,Spare Parts,2024-04-19,Expired Product,454,2971.55,1349083.7,0,Manager_B,Pending,2024-04
RET0000786,PO0024336,VND00283,SKU5522,Raw Material,2022-05-01,Damaged Packaging,167,4776.71,797710.57,0,Manager_C,Pending,2022-05
RET0004936,PO0012051,VND00200,SKU3212,Textiles,2021-11-01,Wrong Item Delivered,359,4493.01,1612990.59,1,Unassigned,Processed,2021-11
RET0000325,PO0007328,VND00113,SKU1582,IT Equipment,2022-11-15,Expired Product,54,2430.59,131251.86,0,Manager_C,Processed,2022-11
RET0001302,PO0033440,VND00053,SKU2354,Raw Material,2023-11-08,Damaged Packaging,149,4686.37,698269.13,0,Manager_B,Processed,2023-11
RET0002862,PO0014970,VND00003,SKU4440,Packaging,2022-02-14,Wrong Item Delivered,443,910.67,403426.81,0,Unassigned,Processed,2022-02
RET0004372,PO0044356,VND00996,SKU5633,Raw Material,2021-03-02,Quality Failure,340,4937.88,1678879.2,1,Manager_A,Processed,2021-03
RET0003820,PO0015623,VND00461,SKU1858,Textiles,2021-05-09,Quality Failure,187,3287.68,614796.16,0,Manager_B,Processed,2021-05
RET0001452,PO0029541,VND00382,SKU3428,Chemicals,2021-05-05,Quality Failure,245,3227.26,790678.7,0,Manager_B,Processed,2021-05
RET0002432,PO0006953,VND00159,SKU1289,Raw Material,2024-01-10,Quality Failure,267,4753.26,1269120.42,0,Manager_C,Pending,2024-01
RET0001743,PO0049063,VND00263,SKU5805,Machinery,2023-12-17,Defective Item,263,1374.42,361472.46,0,Manager_B,Processed,2023-12
RET0004177,PO0041428,VND00167,SKU3523,Raw Material,2021-02-03,Quality Failure,310,146.04,45272.4,0,Manager_B,Rejected,2021-02
RET0002603,PO0006267,VND00519,SKU5930,Packaging,2022-11-25,Wrong Item Delivered,471,330.45,155641.95,0,Unassigned,Processed,2022-11
RET0002560,PO0037698,VND00760,SKU3472,Electronics,2021-06-01,Wrong Item Delivered,177,1083.39,191760.03,0,Manager_A,Processed,2021-06
RET0004798,PO0017732,VND00900,SKU2248,Packaging,2024-01-24,Quality Failure,179,4101.15,734105.85,0,Manager_B,Processed,2024-01
RET0002887,PO0021473,VND00279,SKU5715,Raw Material,2023-02-04,Overshipment,446,3286.11,1465605.06,0,Manager_C,Pending,2023-02
RET0000954,PO0046699,VND00668,SKU4008,IT Equipment,2021-01-15,Defective Item,444,4361.09,1936323.96,1,Unassigned,Processed,2021-01
RET0004771,PO0016539,VND00092,SKU3708,Machinery,2022-03-05,Wrong Quantity,94,3744.3,351964.2,0,Manager_A,Rejected,2022-03
RET0003020,PO0023059,VND00049,SKU2208,Spare Parts,2021-02-23,Expired Product,446,3180.44,1418476.24,0,Manager_B,Pending,2021-02
RET0003340,PO0037964,VND00952,SKU3316,Raw Material,2023-04-03,Wrong Quantity,88,2407.9,211895.2,0,Manager_C,Pending,2023-04
RET0000766,PO0023783,VND00107,SKU1018,Machinery,2022-03-26,Wrong Quantity,233,4901.43,1142033.19,0,Manager_A,Pending,2022-03
RET0001635,PO0045105,VND00277,SKU5765,Raw Material,2022-06-10,Expired Product,60,1174.4,70464.0,0,Unassigned,Processed,2022-06
RET0001523,PO0037617,VND00550,SKU3588,Textiles,2024-07-27,Quality Failure,202,119.74,24187.48,0,Manager_A,Rejected,2024-07
RET0002255,PO0012032,VND00687,SKU1333,Raw Material,2021-03-16,Unknown,109,1702.04,185522.36,0,Manager_B,Processed,2021-03
RET0003059,PO0004937,VND00559,SKU5595,Electronics,2024-05-25,Unknown,445,1952.17,868715.65,0,Manager_A,Processed,2024-05
RET0004964,PO0023106,VND00264,SKU5925,IT Equipment,2023-08-04,Expired Product,121,2194.07,265482.47,0,Manager_C,Processed,2023-08
RET0004656,PO0008911,VND00029,SKU5130,Spare Parts,2023-10-29,Defective Item,321,4602.19,1477302.99,1,Unassigned,Rejected,2023-10
RET0004660,PO0040577,VND00609,SKU3430,IT Equipment,2022-09-13,Defective Item,472,1044.24,492881.28,0,Manager_C,Processed,2022-09
RET0002003,PO0019805,VND00131,SKU3492,Chemicals,2021-06-11,Damaged Packaging,342,378.63,129491.46,0,Unassigned,Pending,2021-06
RET0003327,PO0003901,VND00837,SKU4744,Electronics,2024-03-22,Damaged Packaging,472,170.24,80353.28,0,Manager_A,Pending,2024-03
RET0001603,PO0016031,VND00534,SKU5591,Machinery,2023-08-10,Expired Product,210,4390.8,922068.0,0,Manager_A,Processed,2023-08
RET0000757,PO0008883,VND00638,SKU2062,Electronics,2022-02-14,Defective Item,190,1454.73,276398.7,0,Unassigned,Processed,2022-02
RET0001251,PO0025756,VND00512,SKU5864,Raw Material,2023-07-13,Unknown,237,2966.27,703005.99,0,Unassigned,Processed,2023-07
RET0002670,PO0027183,VND00356,SKU5970,Electronics,2024-12-24,Expired Product,417,150.93,62937.81,0,Manager_A,Processed,2024-12
RET0001085,PO0003522,VND00963,SKU1333,Textiles,2021-05-09,Damaged Packaging,55,4797.58,263866.9,0,Manager_C,Processed,2021-05
RET0001599,PO0006382,VND00748,SKU5747,IT Equipment,2022-12-15,Damaged Packaging,325,2274.11,739085.75,0,Manager_A,Processed,2022-12
RET0004780,PO0041019,VND00063,SKU1176,Chemicals,2021-11-08,Defective Item,215,3668.15,788652.25,0,Manager_C,Pending,2021-11
RET0000760,PO0013851,VND00807,SKU4355,Chemicals,2022-12-10,Wrong Item Delivered,41,3427.07,140509.87,0,Manager_A,Processed,2022-12
RET0004544,PO0046546,VND00102,SKU1140,Raw Material,2024-07-29,Wrong Quantity,70,2913.19,203923.3,0,Manager_B,Rejected,2024-07
RET0004827,PO0031563,VND00484,SKU1875,Chemicals,2024-05-08,Defective Item,208,3264.02,678916.16,0,Manager_B,Processed,2024-05
RET0002969,PO0041789,VND00923,SKU1884,Chemicals,2022-05-06,Quality Failure,115,1581.46,181867.9,0,Manager_A,Processed,2022-05
RET0001068,PO0020231,VND00872,SKU2939,Chemicals,2023-12-01,Quality Failure,426,2042.8,870232.8,0,Manager_C,Processed,2023-12
RET0004652,PO0018973,VND00463,SKU4125,Packaging,2023-10-02,Damaged Packaging,131,1913.46,250663.26,0,Manager_B,Processed,2023-10
RET0003201,PO0044214,VND00312,SKU2373,Machinery,2023-04-30,Wrong Quantity,455,2398.21,1091185.55,0,Unassigned,Processed,2023-04
RET0000648,PO0046263,VND00292,SKU3467,IT Equipment,2023-06-27,Wrong Item Delivered,97,1127.74,109390.78,0,Manager_C,Pending,2023-06
