Shipment_ID,PO_ID,Vendor_ID,Shipment_Mode,Carrier_Name,Dispatch_Date,Delivered_Date,Freight_Cost_INR,Shipment_Weight_KG,Freight_Cost_Per_KG,Origin_Country,Destination_Warehouse,Damage_Flag,Transit_Days,Month_Start
SHP00003995,PO0025750,VND00121,Sea,Hapag-Lloyd,2021-06-12,2021-06-16,196624.0,13387.8,14.69,India,WH04,No,4,2021-06-01
SHP00003996,PO0030323,VND00464,Road,Ecom Express,2023-10-10,2023-11-18,230295.0,2166.2,106.31,Bangladesh,WH07,No,39,2023-10-01
SHP00003997,PO0003330,VND00506,Air,Maersk,2022-07-11,2022-08-01,99915.96,15993.0,6.25,Vietnam,WH02,No,21,2022-07-01
SHP00003998,PO0027951,VND00437,Sea,DTDC,2021-09-30,2021-10-25,238520.99,18922.4,12.61,Vietnam,WH10,No,25,2021-09-01
SHP00003999,PO0038138,VND00035,Air,DHL,2022-11-02,2022-12-16,56790.49,12387.3,4.58,Thailand,WH10,No,44,2022-11-01
SHP00004000,PO0020152,VND00900,Rail,FedEx,2023-09-26,2023-10-31,114392.64,2683.6,42.63,South Korea,WH06,No,35,2023-09-01
SHP00004001,PO0042532,VND00132,Sea,Gati,2024-06-13,2024-07-11,159307.31,19069.3,8.35,Thailand,WH03,No,28,2024-06-01
SHP00004002,PO0011189,VND00111,Air,Gati,2022-05-14,2022-05-20,196911.77,15844.1,12.43,South Korea,WH08,No,6,2022-05-01
SHP00004003,PO0014463,VND00552,Air,Ecom Express,2024-09-28,2024-10-02,173516.89,3777.8,45.93,Malaysia,WH05,No,4,2024-09-01
SHP00004004,PO0019858,VND00083,Rail,BlueDart,2021-02-14,2021-03-15,75447.68,16058.0,4.7,Vietnam,WH01,No,29,2021-02-01
SHP00004005,PO0045024,VND00977,Air,FedEx,2021-10-18,2021-11-27,190176.35,2287.3,83.14,South Korea,WH03,No,40,2021-10-01
SHP00004006,PO0001877,VND00749,Sea,DTDC,2024-08-26,2024-10-02,54919.52,14959.2,3.67,Vietnam,WH01,No,37,2024-08-01
SHP00004007,PO0035721,VND00570,Rail,Gati,2024-04-24,2024-05-11,192274.73,11478.9,16.75,Thailand,WH08,No,17,2024-04-01
SHP00004008,PO0003413,VND00793,Sea,Maersk,2024-07-14,2024-08-27,176214.65,19808.5,8.9,India,WH08,No,44,2024-07-01
SHP00004009,PO0010027,VND00880,Unknown,Ecom Express,2022-10-17,2022-11-07,152646.83,3874.5,39.4,Thailand,WH05,No,21,2022-10-01
SHP00004010,PO0007762,VND00478,Rail,Ecom Express,2022-01-28,2022-03-06,71182.89,11981.8,5.94,South Korea,WH06,No,37,2022-01-01
SHP00004011,PO0009009,VND00020,Road,DTDC,2022-04-21,2022-05-06,62538.0,17622.3,3.55,Japan,WH09,No,15,2022-04-01
SHP00004012,PO0033341,VND00324,Sea,Gati,2022-02-23,2022-03-13,177117.64,14562.3,12.16,Germany,WH04,No,18,2022-02-01
SHP00004013,PO0019786,VND00383,Sea,DTDC,2021-11-01,2021-11-21,182311.69,3937.9,46.3,USA,WH03,Yes,20,2021-11-01
SHP00004014,PO0034880,VND00470,Air,Hapag-Lloyd,2022-05-27,2022-07-06,32944.42,17220.3,1.91,Vietnam,WH05,No,40,2022-05-01
SHP00004015,PO0009890,VND00505,Road,FedEx,2021-02-22,2021-03-19,162185.29,6278.6,25.83,Thailand,WH06,No,25,2021-02-01
SHP00004016,PO0005908,VND00870,Air,DTDC,2022-08-10,2022-09-22,222846.94,6969.1,31.98,Japan,WH01,No,43,2022-08-01
SHP00004017,PO0038460,VND00157,Air,BlueDart,2024-09-04,2024-10-18,164987.95,2388.8,69.07,Thailand,WH04,No,44,2024-09-01
SHP00004018,PO0044717,VND00592,Air,Hapag-Lloyd,2021-12-30,2022-01-05,32058.59,12479.1,2.57,USA,WH08,Yes,6,2021-12-01
SHP00004019,PO0006732,VND00170,Air,Maersk,2022-03-15,2022-04-03,171295.74,12302.4,13.92,Bangladesh,WH05,No,19,2022-03-01
SHP00004020,PO0044670,VND00728,Air,Gati,2022-12-13,2023-01-24,64856.33,12083.6,5.37,Bangladesh,WH02,No,42,2022-12-01
SHP00004021,PO0048281,VND00922,Rail,Maersk,2024-05-08,,189575.42,5766.1,32.88,India,WH10,No,,2024-05-01
SHP00004022,PO0047264,VND00892,Air,Gati,2024-04-01,2024-04-24,42116.34,2912.9,14.46,USA,WH02,Yes,23,2024-04-01
SHP00004023,PO0041036,VND00114,Rail,Ecom Express,2021-07-05,2021-07-12,172610.78,7084.3,24.37,Bangladesh,WH07,No,7,2021-07-01
SHP00004024,PO0048616,VND00901,Rail,DTDC,2024-12-05,2024-12-19,60017.91,18127.7,3.31,South Korea,WH05,No,14,2024-12-01
SHP00004025,PO0037034,VND00692,Road,DTDC,2023-12-15,2023-12-30,63334.14,16986.7,3.73,China,WH04,No,15,2023-12-01
SHP00004026,PO0023287,VND00253,Air,Ecom Express,2021-08-18,2021-09-18,112472.09,12591.3,8.93,China,WH08,No,31,2021-08-01
SHP00004027,PO0036834,VND00210,Air,Maersk,2022-02-19,2022-03-22,118444.34,7430.8,15.94,Thailand,WH04,Yes,31,2022-02-01
SHP00004028,PO0032682,VND00271,Rail,DHL,2021-03-19,2021-03-28,238749.4,4611.9,51.77,Germany,WH05,No,9,2021-03-01
SHP00004029,PO0007677,VND00669,Sea,Maersk,2023-04-26,,72575.43,12091.7,6.0,South Korea,WH09,No,,2023-04-01
SHP00004030,PO0027148,VND00777,Road,Hapag-Lloyd,2021-01-11,2021-01-12,174056.32,3971.6,43.83,USA,WH06,No,1,2021-01-01
SHP00004031,PO0047218,VND00405,Rail,Ecom Express,2022-08-30,2022-10-02,185995.73,16401.2,11.34,Malaysia,WH08,No,33,2022-08-01
SHP00004032,PO0012365,VND00860,Road,FedEx,2022-06-11,2022-07-02,6194.83,4756.3,1.3,Bangladesh,WH05,No,21,2022-06-01
SHP00004033,PO0012885,VND00312,Sea,Maersk,2024-04-02,2024-05-06,107784.01,7301.9,14.76,Germany,WH09,Yes,34,2024-04-01
SHP00004034,PO0034321,VND00912,Unknown,DHL,2023-10-11,2023-10-20,227702.29,7353.3,30.97,USA,WH08,No,9,2023-10-01
SHP00004035,PO0033947,VND00255,Rail,DTDC,2021-01-10,2021-01-29,57273.54,12948.1,4.42,Malaysia,WH02,No,19,2021-01-01
SHP00004036,PO0014699,VND00304,Sea,Gati,2023-06-27,2023-07-19,143772.42,13804.0,10.42,China,WH09,No,22,2023-06-01
SHP00004037,PO0013596,VND00270,Rail,Gati,2022-06-08,2022-06-28,173265.3,19798.5,8.75,USA,WH02,No,20,2022-06-01
SHP00004038,PO0048318,VND00070,Road,Gati,2022-06-30,2022-07-26,12454.9,5260.8,2.37,USA,WH04,No,26,2022-06-01
SHP00004039,PO0022926,VND00968,Air,Ecom Express,2023-03-09,2023-04-11,202605.57,1521.6,133.15,China,WH03,No,33,2023-03-01
SHP00004040,PO0019298,VND00901,Air,FedEx,2022-03-12,2022-04-17,99708.4,14620.1,6.82,Thailand,WH07,No,36,2022-03-01
SHP00004041,PO0029186,VND00355,Sea,Hapag-Lloyd,2024-12-09,2025-01-14,177357.31,9281.7,19.11,Malaysia,WH07,Yes,36,2024-12-01
SHP00004042,PO0010893,VND00703,Rail,Maersk,2024-11-11,2024-12-14,215104.37,19554.6,11.0,Germany,WH10,Yes,33,2024-11-01
SHP00004043,PO0035496,VND00674,Rail,FedEx,2021-12-15,2021-12-20,200381.46,4422.8,45.31,USA,WH10,No,5,2021-12-01
SHP00004044,PO0008500,VND00540,Air,Maersk,2021-07-09,2021-08-04,115057.85,18368.8,6.26,USA,WH02,Yes,26,2021-07-01
SHP00004045,PO0019057,VND00187,Road,DHL,2023-09-08,2023-10-01,62101.92,15706.7,3.95,Japan,WH02,No,23,2023-09-01
SHP00004046,PO0031368,VND00951,Sea,DTDC,2021-09-08,2021-09-10,132806.37,4449.9,29.84,USA,WH10,Yes,2,2021-09-01
SHP00004047,PO0019290,VND00749,Road,DTDC,2024-11-20,2024-12-25,104096.35,19945.6,5.22,Malaysia,WH07,No,35,2024-11-01
SHP00004048,PO0007805,VND00826,Sea,Ecom Express,2021-10-14,2021-10-28,238382.85,5820.3,40.96,USA,WH04,No,14,2021-10-01
SHP00004049,PO0037536,VND00166,Air,Gati,2021-12-02,2021-12-08,172887.03,12633.0,13.69,China,WH08,Yes,6,2021-12-01
SHP00004050,PO0044220,VND00171,Sea,DHL,2021-07-26,2021-07-31,30630.31,1709.1,17.92,Germany,WH04,No,5,2021-07-01
SHP00004051,PO0010911,VND00212,Rail,Gati,2021-07-19,2021-08-23,27407.87,7102.8,3.86,Japan,WH06,No,35,2021-07-01
SHP00004052,PO0024412,VND00434,Rail,DHL,2024-06-25,2024-08-01,12428.33,1816.4,6.84,South Korea,WH01,No,37,2024-06-01
SHP00004053,PO0000834,VND00871,Air,Ecom Express,2022-12-28,2023-02-05,103270.59,15757.8,6.55,Thailand,WH03,Yes,39,2022-12-01
SHP00004054,PO0001879,VND00807,Air,BlueDart,2021-04-01,2021-04-19,222148.82,2083.8,106.61,India,WH08,No,18,2021-04-01
SHP00004055,PO0012457,VND00013,Rail,FedEx,2021-05-19,2021-06-21,139392.42,3651.3,38.18,Germany,WH01,No,33,2021-05-01
SHP00004056,PO0043561,VND00346,Road,Maersk,2024-07-03,2024-07-24,1726.76,8138.5,0.21,USA,WH08,No,21,2024-07-01
SHP00004057,PO0042787,VND00720,Rail,Hapag-Lloyd,2021-12-17,2021-12-27,199021.45,10509.0,18.94,Germany,WH10,No,10,2021-12-01
SHP00004058,PO0007613,VND00580,Air,DTDC,2022-11-09,2022-12-04,94064.18,19271.3,4.88,India,WH09,No,25,2022-11-01
SHP00004059,PO0013401,VND00644,Rail,FedEx,2023-06-24,2023-07-30,146410.01,18123.2,8.08,Thailand,WH07,No,36,2023-06-01
SHP00004060,PO0041573,VND00063,Air,DHL,2022-12-27,2023-01-09,238787.39,12692.6,18.81,China,WH02,No,13,2022-12-01
SHP00004061,PO0046067,VND00968,Rail,DHL,2021-08-08,2021-09-12,122316.75,11065.5,11.05,USA,WH07,Yes,35,2021-08-01
SHP00004062,PO0012955,VND00761,Air,Maersk,2022-11-02,2022-11-07,113122.1,17289.5,6.54,Malaysia,WH10,No,5,2022-11-01
SHP00004063,PO0038171,VND00091,Air,BlueDart,2022-03-07,2022-03-18,233654.2,2387.1,97.88,USA,WH06,No,11,2022-03-01
SHP00004064,PO0014307,VND00532,Sea,BlueDart,2023-04-24,2023-06-02,66659.31,3102.1,21.49,Vietnam,WH08,No,39,2023-04-01
SHP00004065,PO0014679,VND00505,Road,DHL,2023-05-31,2023-07-02,135758.5,12907.0,10.52,India,WH09,No,32,2023-05-01
SHP00004066,PO0022322,VND00664,Sea,DTDC,2021-02-26,2021-03-02,72955.5,11451.2,6.37,India,WH02,No,4,2021-02-01
SHP00004067,PO0036479,VND00995,Sea,DHL,2021-10-05,2021-10-17,74436.36,12658.3,5.88,South Korea,WH01,Yes,12,2021-10-01
SHP00004068,PO0031518,VND00514,Unknown,Hapag-Lloyd,2022-06-10,2022-06-16,59887.99,1029.7,58.16,South Korea,WH09,No,6,2022-06-01
SHP00004069,PO0046285,VND00749,Air,Maersk,2021-02-15,2021-03-18,108351.67,13720.5,7.9,Germany,WH04,No,31,2021-02-01
SHP00004070,PO0040232,VND00695,Rail,FedEx,2021-09-10,2021-09-27,69961.49,15469.4,4.52,Germany,WH09,No,17,2021-09-01
SHP00004071,PO0030648,VND00224,Road,DHL,2023-09-02,2023-09-03,6888.81,10730.8,0.64,China,WH10,No,1,2023-09-01
SHP00004072,PO0001121,VND00489,Rail,Ecom Express,2021-10-12,2021-11-23,240709.82,8599.2,27.99,South Korea,WH07,No,42,2021-10-01
SHP00004073,PO0009545,VND00423,Road,Gati,2022-12-16,2023-01-13,235133.73,19837.9,11.85,Japan,WH02,No,28,2022-12-01
SHP00004074,PO0008267,VND00760,Road,Maersk,2022-12-06,2023-01-07,199934.91,286.3,698.34,Japan,WH06,Yes,32,2022-12-01
SHP00004075,PO0023445,VND00311,Rail,FedEx,2022-08-21,2022-09-10,216690.63,12915.0,16.78,China,WH02,No,20,2022-08-01
SHP00004076,PO0043949,VND00615,Rail,Gati,2021-07-02,2021-07-30,171316.91,4547.0,37.68,USA,WH02,No,28,2021-07-01
SHP00004077,PO0031781,VND00552,Road,Hapag-Lloyd,2024-03-30,2024-04-14,81646.37,8585.7,9.51,Germany,WH05,Yes,15,2024-03-01
SHP00004078,PO0016110,VND00656,Air,DHL,2024-09-15,2024-10-16,46953.02,18699.6,2.51,Thailand,WH09,No,31,2024-09-01
SHP00004079,PO0011519,VND00024,Rail,Gati,2021-07-10,2021-08-16,215341.37,11011.2,19.56,Vietnam,WH03,No,37,2021-07-01
SHP00004080,PO0034474,VND00138,Road,FedEx,2021-01-31,2021-02-01,175957.25,17411.2,10.11,Thailand,WH01,No,1,2021-01-01
SHP00004081,PO0003820,VND00697,Air,Maersk,2022-01-24,2022-01-31,159220.37,11593.4,13.73,Thailand,WH05,No,7,2022-01-01
SHP00004082,PO0002251,VND00114,Road,Gati,2021-08-16,2021-09-11,150789.73,17238.7,8.75,South Korea,WH03,No,26,2021-08-01
SHP00004083,PO0021232,VND00337,Air,Hapag-Lloyd,2023-10-05,2023-11-02,150213.42,3119.3,48.16,Bangladesh,WH02,No,28,2023-10-01
SHP00004084,PO0022963,VND00013,Rail,Hapag-Lloyd,2024-12-17,2025-01-22,115797.26,7268.5,15.93,India,WH05,No,36,2024-12-01
SHP00004085,PO0039011,VND00927,Sea,Ecom Express,2022-05-08,2022-05-16,73596.62,7405.3,9.94,Vietnam,WH09,No,8,2022-05-01
SHP00004086,PO0021190,VND00942,Sea,Gati,2022-09-10,2022-09-29,112165.7,13073.5,8.58,India,WH10,No,19,2022-09-01
SHP00004087,PO0035922,VND00585,Rail,Gati,2021-11-05,2021-11-20,100225.66,12037.4,8.33,USA,WH02,No,15,2021-11-01
SHP00004088,PO0024084,VND00713,Road,BlueDart,2022-08-13,2022-09-07,167961.33,5215.0,32.21,Malaysia,WH10,No,25,2022-08-01
SHP00004089,PO0043654,VND00570,Road,FedEx,2023-11-15,2023-12-12,133854.95,1188.7,112.61,India,WH01,No,27,2023-11-01
SHP00004090,PO0016550,VND00677,Sea,Maersk,2022-11-14,2022-12-22,195890.72,11021.5,17.77,Bangladesh,WH10,No,38,2022-11-01
SHP00004091,PO0017780,VND00717,Road,DTDC,2024-02-04,2024-03-09,247554.57,15521.5,15.95,Thailand,WH06,No,34,2024-02-01
SHP00004092,PO0014810,VND00651,Sea,FedEx,2022-07-06,2022-08-17,33253.7,11761.6,2.83,Japan,WH01,No,42,2022-07-01
SHP00004093,PO0019258,VND00027,Rail,Ecom Express,2021-10-17,2021-11-02,215967.94,5085.6,42.47,Vietnam,WH06,No,16,2021-10-01
SHP00004094,PO0012670,VND00400,Sea,Hapag-Lloyd,2021-04-18,2021-04-30,187802.34,10567.3,17.77,USA,WH02,No,12,2021-04-01
SHP00004095,PO0049235,VND00896,Sea,BlueDart,2022-02-06,2022-03-09,152723.95,17289.3,8.83,China,WH10,No,31,2022-02-01
SHP00004096,PO0012830,VND00990,Road,FedEx,2024-10-19,2024-10-30,167310.35,18077.0,9.26,Germany,WH01,No,11,2024-10-01
SHP00004097,PO0006696,VND00743,Unknown,BlueDart,2024-10-01,2024-10-15,51810.74,4727.8,10.96,Vietnam,WH10,No,14,2024-10-01
SHP00004098,PO0049682,VND00360,Air,DHL,2021-11-05,2021-12-15,185280.53,13697.4,13.53,Thailand,WH09,No,40,2021-11-01
SHP00004099,PO0021763,VND00841,Rail,Maersk,2023-01-03,2023-01-04,226935.03,7519.6,30.18,Japan,WH07,No,1,2023-01-01
SHP00004100,PO0025230,VND00597,Air,FedEx,2021-06-24,2021-08-01,190236.69,18774.7,10.13,India,WH10,No,38,2021-06-01
SHP00004101,PO0025000,VND00148,Road,DHL,2024-07-24,2024-09-01,16797.53,10931.2,1.54,India,WH02,No,39,2024-07-01
SHP00004102,PO0030715,VND00929,Air,FedEx,2021-05-16,2021-05-29,90743.17,12865.1,7.05,South Korea,WH10,No,13,2021-05-01
SHP00004103,PO0020194,VND00228,Air,FedEx,2021-03-03,2021-03-12,65136.93,2677.7,24.33,USA,WH07,No,9,2021-03-01
SHP00004104,PO0034014,VND00405,Air,BlueDart,2021-03-27,2021-05-03,87452.18,10020.5,8.73,South Korea,WH08,Yes,37,2021-03-01
SHP00004105,PO0025944,VND00630,Air,Maersk,2023-03-17,2023-04-16,96477.93,13038.0,7.4,South Korea,WH07,No,30,2023-03-01
SHP00004106,PO0035339,VND00988,Air,BlueDart,2021-09-02,2021-10-11,127155.08,14982.5,8.49,Bangladesh,WH06,No,39,2021-09-01
SHP00004107,PO0040727,VND00460,Air,DHL,2024-12-14,2025-01-09,77906.81,15554.4,5.01,USA,WH08,No,26,2024-12-01
SHP00004108,PO0009868,VND00087,Air,FedEx,2024-08-16,2024-09-12,54510.2,3744.8,14.56,India,WH07,No,27,2024-08-01
SHP00004109,PO0005732,VND00942,Air,Hapag-Lloyd,2021-11-07,2021-12-07,117295.69,7964.4,14.73,Germany,WH10,No,30,2021-11-01
SHP00004110,PO0006445,VND00704,Sea,DTDC,2024-08-16,2024-08-30,174353.05,9505.7,18.34,India,WH07,No,14,2024-08-01
SHP00004111,PO0006482,VND00542,Road,Gati,2023-07-29,2023-07-30,149047.35,11609.1,12.84,Japan,WH04,No,1,2023-07-01
SHP00004112,PO0025761,VND00691,Air,Gati,2022-04-03,2022-05-12,82820.09,15969.0,5.19,Bangladesh,WH05,No,39,2022-04-01
SHP00004113,PO0021868,VND00942,Rail,Maersk,2024-12-24,2025-01-23,228985.31,17192.2,13.32,South Korea,WH07,Yes,30,2024-12-01
SHP00004114,PO0013883,VND00291,Rail,FedEx,2023-02-23,2023-04-05,94673.38,18935.8,5.0,China,WH06,No,41,2023-02-01
SHP00004115,PO0015808,VND00822,Road,Gati,2023-11-20,2023-12-07,27740.87,12302.8,2.25,Thailand,WH02,No,17,2023-11-01
SHP00004116,PO0028902,VND00751,Unknown,DHL,2023-02-06,2023-03-17,19774.21,19583.6,1.01,Vietnam,WH03,No,39,2023-02-01
SHP00004117,PO0016697,VND00452,Air,Maersk,2022-09-22,2022-11-03,187982.57,19815.0,9.49,India,WH04,No,42,2022-09-01
SHP00004118,PO0038359,VND00952,Road,Ecom Express,2024-01-10,2024-02-02,135557.33,9712.0,13.96,Thailand,WH09,Yes,23,2024-01-01
SHP00004119,PO0000911,VND00889,Road,DTDC,2024-12-30,2025-01-26,131872.02,6706.8,19.66,Germany,WH03,No,27,2024-12-01
SHP00004120,PO0027939,VND00539,Air,DHL,2022-08-31,2022-09-07,192739.13,9012.7,21.39,China,WH10,No,7,2022-08-01
SHP00004121,PO0026795,VND00654,Air,FedEx,2023-02-06,,70024.49,13855.0,5.05,Malaysia,WH09,Yes,,2023-02-01
SHP00004122,PO0027491,VND00523,Sea,Gati,2022-03-08,2022-03-19,16755.56,4159.5,4.03,Thailand,WH07,No,11,2022-03-01
SHP00004123,PO0028053,VND00758,Rail,DHL,2023-10-27,2023-11-06,176788.3,10833.3,16.32,Germany,WH02,Yes,10,2023-10-01
SHP00004124,PO0026154,VND00001,Rail,Hapag-Lloyd,2022-02-24,2022-03-30,30001.09,4159.0,7.21,Germany,WH03,No,34,2022-02-01
SHP00004125,PO0026915,VND00598,Road,FedEx,2022-01-29,2022-02-22,110592.69,15807.4,7.0,Malaysia,WH06,No,24,2022-01-01
SHP00004126,PO0000349,VND00093,Sea,Hapag-Lloyd,2021-12-03,2021-12-28,51585.24,11375.7,4.53,China,WH03,No,25,2021-12-01
SHP00004127,PO0013419,VND00614,Air,Gati,2023-03-24,2023-04-28,179922.48,4487.0,40.1,Germany,WH07,No,35,2023-03-01
SHP00004128,PO0038481,VND00325,Air,Ecom Express,2022-09-25,2022-11-06,121443.46,10474.8,11.59,Japan,WH07,No,42,2022-09-01
SHP00004129,PO0025147,VND00836,Air,Gati,2022-12-16,2023-01-22,235645.22,7755.5,30.38,Thailand,WH06,No,37,2022-12-01
SHP00004130,PO0011913,VND00426,Road,FedEx,2023-01-13,2023-02-06,121664.7,14603.3,8.33,South Korea,WH06,No,24,2023-01-01
SHP00004131,PO0023229,VND00816,Rail,DTDC,2024-11-20,2024-12-10,116624.05,19203.1,6.07,Bangladesh,WH03,Yes,20,2024-11-01
SHP00004132,PO0035873,VND00886,Air,Maersk,2023-09-19,2023-10-28,103058.96,1979.4,52.07,Vietnam,WH04,No,39,2023-09-01
SHP00004133,PO0048030,VND00452,Air,FedEx,2021-09-07,2021-09-12,40644.36,4252.0,9.56,Malaysia,WH08,Yes,5,2021-09-01
SHP00004134,PO0034070,VND00120,Air,Hapag-Lloyd,2024-04-10,2024-05-15,173818.63,17531.8,9.91,Germany,WH01,Yes,35,2024-04-01
SHP00004135,PO0013567,VND00401,Sea,Hapag-Lloyd,2021-08-29,2021-09-11,74499.49,2987.5,24.94,Malaysia,WH05,No,13,2021-08-01
SHP00004136,PO0025542,VND00560,Rail,Hapag-Lloyd,2023-08-16,2023-09-19,32673.99,870.9,37.52,USA,WH08,No,34,2023-08-01
SHP00004137,PO0023577,VND00870,Rail,Maersk,2024-04-04,,57625.35,3527.3,16.34,India,WH02,No,,2024-04-01
SHP00004138,PO0029479,VND00330,Sea,Hapag-Lloyd,2021-08-10,2021-09-20,40210.54,11717.3,3.43,Thailand,WH01,No,41,2021-08-01
SHP00004139,PO0017257,VND00230,Road,Hapag-Lloyd,2021-11-20,2021-12-05,179655.81,9868.5,18.2,Malaysia,WH01,No,15,2021-11-01
SHP00004140,PO0045925,VND00294,Road,FedEx,2021-05-25,2021-06-13,244622.33,18791.3,13.02,Japan,WH09,No,19,2021-05-01
SHP00004141,PO0023671,VND00613,Air,BlueDart,2023-03-16,2023-03-20,169486.57,13954.1,12.15,India,WH01,No,4,2023-03-01
SHP00004142,PO0039923,VND00499,Air,Gati,2021-02-20,2021-03-09,16019.4,8324.0,1.92,USA,WH09,No,17,2021-02-01
SHP00004143,PO0003714,VND00270,Road,DHL,2021-09-09,2021-09-23,12523.26,11086.5,1.13,Thailand,WH08,No,14,2021-09-01
SHP00004144,PO0011808,VND00496,Rail,Maersk,2022-11-22,2022-12-01,25826.72,5270.8,4.9,Thailand,WH04,Yes,9,2022-11-01
SHP00004145,PO0006717,VND00615,Rail,Gati,2023-02-21,2023-03-17,51435.52,1747.8,29.43,Germany,WH02,No,24,2023-02-01
SHP00004146,PO0023270,VND00792,Sea,Ecom Express,2021-07-11,2021-08-04,24560.37,16891.2,1.45,China,WH07,No,24,2021-07-01
SHP00004147,PO0013427,VND00819,Rail,BlueDart,2024-03-15,2024-04-28,212870.18,12729.1,16.72,South Korea,WH06,No,44,2024-03-01
SHP00004148,PO0042727,VND00989,Air,Maersk,2022-07-14,2022-07-20,237935.43,7143.9,33.31,Thailand,WH08,No,6,2022-07-01
SHP00004150,PO0031417,VND00369,Air,Hapag-Lloyd,2024-11-01,2024-11-08,27077.68,9829.8,2.75,India,WH05,No,7,2024-11-01
SHP00004151,PO0049947,VND00211,Rail,Hapag-Lloyd,2021-11-17,2021-11-21,131905.62,16288.0,8.1,Thailand,WH09,No,4,2021-11-01
SHP00004152,PO0001961,VND00419,Sea,Ecom Express,2022-03-26,2022-04-05,180198.36,1636.7,110.1,India,WH08,No,10,2022-03-01
SHP00004153,PO0024140,VND00733,Rail,Ecom Express,2023-10-29,2023-11-07,102605.74,15735.4,6.52,Japan,WH01,No,9,2023-10-01
SHP00004154,PO0016572,VND00474,Rail,BlueDart,2023-08-30,2023-09-23,115500.0,14271.2,8.09,Bangladesh,WH09,No,24,2023-08-01
SHP00004155,PO0022681,VND00084,Road,DHL,2023-02-09,2023-03-20,107918.2,17670.2,6.11,Vietnam,WH09,Yes,39,2023-02-01
SHP00004156,PO0040423,VND00671,Sea,DTDC,2022-12-06,2022-12-26,141097.78,9729.9,14.5,South Korea,WH01,No,20,2022-12-01
SHP00004157,PO0032810,VND00740,Sea,BlueDart,2024-06-10,2024-07-15,137925.8,16791.3,8.21,India,WH07,No,35,2024-06-01
SHP00004158,PO0029339,VND00963,Sea,Maersk,2024-02-16,2024-03-23,198633.07,19630.1,10.12,USA,WH06,No,36,2024-02-01
SHP00004159,PO0030226,VND00538,Sea,DTDC,2024-08-21,2024-09-14,168697.85,2731.6,61.76,Malaysia,WH06,No,24,2024-08-01
SHP00004160,PO0030830,VND00465,Rail,Gati,2021-02-05,2021-03-08,198928.52,10567.1,18.83,Vietnam,WH09,No,31,2021-02-01
SHP00004161,PO0025859,VND00586,Sea,BlueDart,2024-10-14,2024-11-03,199697.84,9365.4,21.32,USA,WH01,No,20,2024-10-01
SHP00004162,PO0025010,VND00717,Road,Ecom Express,2023-04-27,2023-05-25,65008.1,13547.5,4.8,India,WH07,Yes,28,2023-04-01
SHP00004163,PO0019758,VND00113,Sea,Maersk,2022-08-02,2022-08-31,96730.92,19885.7,4.86,Bangladesh,WH09,No,29,2022-08-01
SHP00004164,PO0034396,VND00065,Sea,Gati,2023-07-14,2023-08-07,182503.73,7225.1,25.26,China,WH05,No,24,2023-07-01
SHP00004165,PO0018344,VND00587,Unknown,BlueDart,2023-06-07,2023-07-02,31171.96,13274.6,2.35,India,WH02,No,25,2023-06-01
SHP00004166,PO0021272,VND00801,Road,Gati,2021-02-11,2021-03-21,87948.81,11438.1,7.69,Germany,WH08,No,38,2021-02-01
SHP00004167,PO0039311,VND00134,Sea,Maersk,2021-05-14,2021-06-15,144194.25,7231.3,19.94,Japan,WH01,Yes,32,2021-05-01
SHP00004168,PO0044937,VND00605,Sea,DHL,2023-12-11,2024-01-17,99971.4,10257.8,9.75,Malaysia,WH07,Yes,37,2023-12-01
SHP00004169,PO0032809,VND00055,Road,FedEx,2021-07-12,2021-08-18,202075.13,18804.2,10.75,Germany,WH01,No,37,2021-07-01
SHP00004170,PO0020825,VND00213,Unknown,Gati,2023-07-05,2023-08-16,242105.2,4141.9,58.45,Malaysia,WH04,No,42,2023-07-01
SHP00004171,PO0010493,VND00879,Road,Gati,2021-07-01,2021-08-08,144739.18,19027.1,7.61,Germany,WH02,No,38,2021-07-01
SHP00004172,PO0014896,VND00845,Rail,Gati,2022-10-02,2022-11-11,193594.84,1937.7,99.91,Germany,WH10,No,40,2022-10-01
SHP00004173,PO0021752,VND00059,Sea,FedEx,2023-12-29,2024-01-11,41556.85,5834.0,7.12,Japan,WH07,No,13,2023-12-01
SHP00004174,PO0016154,VND00663,Road,Hapag-Lloyd,2021-10-29,2021-11-23,206304.13,2258.5,91.35,India,WH02,Yes,25,2021-10-01
SHP00004175,PO0019434,VND00883,Road,Hapag-Lloyd,2021-11-16,2021-12-30,3323.99,18406.2,0.18,South Korea,WH01,No,44,2021-11-01
SHP00004176,PO0011381,VND00327,Sea,Gati,2022-04-23,2022-05-18,243347.44,10031.8,24.26,Malaysia,WH05,No,25,2022-04-01
SHP00004177,PO0049078,VND00748,Sea,Gati,2024-12-29,2025-01-23,4623.53,7029.0,0.66,Malaysia,WH03,Yes,25,2024-12-01
SHP00004178,PO0009565,VND00204,Road,Maersk,2023-05-13,2023-06-17,197092.01,16345.4,12.06,Bangladesh,WH09,No,35,2023-05-01
SHP00004179,PO0031964,VND00940,Air,DHL,2024-12-22,2024-12-26,32044.49,7262.1,4.41,South Korea,WH06,No,4,2024-12-01
SHP00004180,PO0011423,VND00104,Air,Hapag-Lloyd,2021-07-19,2021-08-31,120881.52,3842.3,31.46,China,WH03,No,43,2021-07-01
