Product_SKU,Product_Name,Product_Category,Warehouse_ID,Warehouse_Location,Stock_On_Hand,Reorder_Level,Units_Sold_Last_Month,Gap_Units
SKU5864,Product_SKU5864,Machinery,WH02,Delhi,1644,1992,685,348
SKU1647,Product_SKU1647,Electronics,WH06,Kolkata,981,1327,6149,346
SKU2519,Product_SKU2519,Packaging,WH05,Hyderabad,1083,1428,6986,345
SKU1505,Product_SKU1505,Machinery,WH04,Bangalore,838,1181,1587,343
SKU4974,Product_SKU4974,Chemicals,WH08,Ahmedabad,1012,1353,5664,341
SKU3539,Product_SKU3539,Packaging,WH01,Mumbai,1013,1354,814,341
SKU1731,Product_SKU1731,Chemicals,WH01,Mumbai,1258,1598,5595,340
SKU4581,Product_SKU4581,IT Equipment,WH01,Mumbai,1372,1709,2379,337
SKU1143,Product_SKU1143,Textiles,WH03,Chennai,961,1297,6433,336
SKU5416,Product_SKU5416,Packaging,WH09,Surat,574,910,4986,336
SKU4381,Product_SKU4381,Raw Material,WH03,Chennai,252,587,4614,335
SKU4576,Product_SKU4576,Spare Parts,WH07,Pune,63,397,4320,334
SKU2662,Product_SKU2662,Textiles,WH09,Surat,443,776,2862,333
SKU1499,Product_SKU1499,Raw Material,WH05,Hyderabad,652,985,3569,333
SKU3327,Product_SKU3327,Electronics,WH10,Jaipur,1255,1587,1397,332
SKU5824,Product_SKU5824,Machinery,WH10,Jaipur,165,497,7400,332
SKU4692,Product_SKU4692,Machinery,WH09,Surat,1354,1686,6711,332
SKU4974,Product_SKU4974,Machinery,WH05,Hyderabad,251,581,2813,330
SKU3262,Product_SKU3262,Machinery,WH02,Delhi,1455,1783,4293,328
SKU1819,Product_SKU1819,Raw Material,WH04,Bangalore,1677,2000,7777,323
SKU1075,Product_SKU1075,IT Equipment,WH08,Ahmedabad,1049,1370,5698,321
SKU5419,Product_SKU5419,Textiles,WH03,Chennai,34,349,6842,315
SKU5911,Product_SKU5911,Spare Parts,WH05,Hyderabad,875,1188,1783,313
SKU3953,Product_SKU3953,Chemicals,WH09,Surat,1262,1575,3410,313
SKU3753,Product_SKU3753,Spare Parts,WH08,Ahmedabad,1207,1518,5001,311
SKU1819,Product_SKU1819,IT Equipment,WH09,Surat,1351,1660,1051,309
SKU3669,Product_SKU3669,Machinery,WH04,Bangalore,106,414,4124,308
SKU2027,Product_SKU2027,Raw Material,WH06,Kolkata,1637,1939,5495,302
SKU1100,Product_SKU1100,IT Equipment,WH01,Mumbai,771,1069,5442,298
SKU4915,Product_SKU4915,Packaging,WH06,Kolkata,1575,1871,114,296
SKU4735,Product_SKU4735,Electronics,WH05,Hyderabad,30,325,5465,295
SKU5591,Product_SKU5591,Spare Parts,WH10,Jaipur,1521,1814,4585,293
SKU5966,Product_SKU5966,Electronics,WH06,Kolkata,1249,1542,4666,293
SKU5241,Product_SKU5241,Spare Parts,WH03,Chennai,328,614,4008,286
SKU3953,Product_SKU3953,Textiles,WH01,Mumbai,1466,1749,3821,283
SKU2247,Product_SKU2247,Electronics,WH08,Ahmedabad,254,532,2894,278
SKU2662,Product_SKU2662,Packaging,WH03,Chennai,809,1086,4538,277
SKU1504,Product_SKU1504,Spare Parts,WH09,Surat,984,1256,3837,272
SKU4698,Product_SKU4698,Raw Material,WH07,Pune,1450,1717,1328,267
SKU3782,Product_SKU3782,Packaging,WH07,Pune,245,508,482,263
SKU4709,Product_SKU4709,IT Equipment,WH02,Delhi,63,322,6734,259
SKU5956,Product_SKU5956,Chemicals,WH03,Chennai,159,415,7877,256
SKU5394,Product_SKU5394,Packaging,WH06,Kolkata,1353,1607,4536,254
SKU2145,Product_SKU2145,Chemicals,WH04,Bangalore,608,857,7211,249
SKU1298,Product_SKU1298,Spare Parts,WH02,Delhi,1269,1517,5974,248
SKU1510,Product_SKU1510,Spare Parts,WH10,Jaipur,459,703,414,244
SKU5174,Product_SKU5174,Packaging,WH06,Kolkata,1209,1452,2728,243
SKU4308,Product_SKU4308,Machinery,WH09,Surat,1006,1245,4354,239
SKU2387,Product_SKU2387,Spare Parts,WH05,Hyderabad,1655,1891,4183,236
SKU1026,Product_SKU1026,Machinery,WH03,Chennai,1122,1354,52,232
SKU2354,Product_SKU2354,Machinery,WH01,Mumbai,984,1213,2277,229
SKU4485,Product_SKU4485,IT Equipment,WH08,Ahmedabad,902,1129,4274,227
SKU1069,Product_SKU1069,Raw Material,WH07,Pune,1502,1729,1162,227
SKU4794,Product_SKU4794,Electronics,WH01,Mumbai,1302,1529,4871,227
SKU4600,Product_SKU4600,Electronics,WH02,Delhi,331,554,2788,223
SKU1075,Product_SKU1075,Chemicals,WH07,Pune,506,728,7351,222
SKU3914,Product_SKU3914,Textiles,WH04,Bangalore,466,687,2928,221
SKU2321,Product_SKU2321,Packaging,WH04,Bangalore,410,629,2514,219
SKU1575,Product_SKU1575,Packaging,WH05,Hyderabad,1175,1394,5571,219
SKU5591,Product_SKU5591,Raw Material,WH03,Chennai,1487,1701,4631,214
SKU2247,Product_SKU2247,IT Equipment,WH07,Pune,100,314,6867,214
SKU4503,Product_SKU4503,Chemicals,WH04,Bangalore,604,818,1573,214
SKU1143,Product_SKU1143,Spare Parts,WH08,Ahmedabad,342,551,1859,209
SKU1362,Product_SKU1362,Packaging,WH04,Bangalore,421,630,6460,209
SKU3259,Product_SKU3259,Raw Material,WH01,Mumbai,1722,1928,7469,206
SKU4240,Product_SKU4240,Electronics,WH02,Delhi,1314,1520,5461,206
SKU5097,Product_SKU5097,Electronics,WH08,Ahmedabad,413,618,4518,205
SKU2680,Product_SKU2680,Machinery,WH02,Delhi,600,804,372,204
SKU2834,Product_SKU2834,Spare Parts,WH08,Ahmedabad,252,453,775,201
SKU2138,Product_SKU2138,Electronics,WH04,Bangalore,688,888,1354,200
SKU4485,Product_SKU4485,Electronics,WH02,Delhi,249,449,2786,200
SKU3821,Product_SKU3821,Machinery,WH02,Delhi,541,740,3159,199
SKU2512,Product_SKU2512,Electronics,WH02,Delhi,1675,1872,1717,197
SKU2853,Product_SKU2853,IT Equipment,WH10,Jaipur,17,213,3916,196
SKU3515,Product_SKU3515,Textiles,WH05,Hyderabad,160,355,3049,195
SKU1508,Product_SKU1508,IT Equipment,WH04,Bangalore,750,942,2401,192
SKU3515,Product_SKU3515,Packaging,WH01,Mumbai,1254,1444,4211,190
SKU1594,Product_SKU1594,IT Equipment,WH03,Chennai,1318,1506,4992,188
SKU2885,Product_SKU2885,Textiles,WH05,Hyderabad,1652,1837,487,185
SKU4749,Product_SKU4749,Electronics,WH08,Ahmedabad,1486,1671,7763,185
SKU4162,Product_SKU4162,Spare Parts,WH01,Mumbai,0,178,6985,178
SKU5635,Product_SKU5635,Spare Parts,WH10,Jaipur,675,851,5841,176
SKU4076,Product_SKU4076,Raw Material,WH07,Pune,1294,1468,3896,174
SKU2241,Product_SKU2241,Textiles,WH05,Hyderabad,1804,1972,2833,168
SKU1286,Product_SKU1286,Machinery,WH08,Ahmedabad,1372,1535,4447,163
SKU2247,Product_SKU2247,Raw Material,WH02,Delhi,298,461,274,163
SKU2966,Product_SKU2966,Electronics,WH03,Chennai,1190,1352,6560,162
SKU4720,Product_SKU4720,Electronics,WH05,Hyderabad,1401,1563,7724,162
SKU1552,Product_SKU1552,Machinery,WH07,Pune,150,306,7280,156
SKU4600,Product_SKU4600,Machinery,WH08,Ahmedabad,1141,1286,7631,145
SKU2684,Product_SKU2684,Spare Parts,WH10,Jaipur,416,560,6504,144
SKU4682,Product_SKU4682,IT Equipment,WH03,Chennai,1357,1501,4997,144
SKU1138,Product_SKU1138,Textiles,WH06,Kolkata,882,1025,5085,143
SKU4576,Product_SKU4576,Raw Material,WH03,Chennai,981,1114,3191,133
SKU2189,Product_SKU2189,Electronics,WH03,Chennai,393,526,7510,133
SKU1454,Product_SKU1454,Chemicals,WH01,Mumbai,570,701,3444,131
SKU1075,Product_SKU1075,Spare Parts,WH10,Jaipur,1692,1823,7872,131
SKU4656,Product_SKU4656,IT Equipment,WH10,Jaipur,1802,1932,6919,130
SKU4308,Product_SKU4308,Machinery,WH03,Chennai,1149,1276,465,127
SKU3669,Product_SKU3669,Chemicals,WH10,Jaipur,1733,1859,4029,126
SKU1204,Product_SKU1204,Raw Material,WH09,Surat,825,947,2477,122
SKU1335,Product_SKU1335,Raw Material,WH02,Delhi,431,552,7086,121
SKU5283,Product_SKU5283,Raw Material,WH02,Delhi,475,595,5824,120
SKU4834,Product_SKU4834,Textiles,WH06,Kolkata,739,858,889,119
SKU3390,Product_SKU3390,Textiles,WH06,Kolkata,1840,1959,3174,119
SKU2296,Product_SKU2296,Electronics,WH10,Jaipur,947,1061,6778,114
SKU3496,Product_SKU3496,IT Equipment,WH05,Hyderabad,363,474,6618,111
SKU2966,Product_SKU2966,Packaging,WH08,Ahmedabad,1085,1195,5465,110
SKU4336,Product_SKU4336,Spare Parts,WH09,Surat,750,856,332,106
SKU2387,Product_SKU2387,Machinery,WH04,Bangalore,1382,1486,1080,104
SKU3925,Product_SKU3925,Packaging,WH04,Bangalore,469,570,3071,101
SKU4737,Product_SKU4737,Spare Parts,WH04,Bangalore,276,374,5440,98
SKU4725,Product_SKU4725,Electronics,WH03,Chennai,1500,1596,282,96
SKU4915,Product_SKU4915,IT Equipment,WH05,Hyderabad,1111,1204,2652,93
SKU4184,Product_SKU4184,Electronics,WH10,Jaipur,1438,1529,3082,91
SKU5060,Product_SKU5060,Spare Parts,WH05,Hyderabad,1484,1573,738,89
SKU2156,Product_SKU2156,Textiles,WH01,Mumbai,1443,1532,5464,89
SKU4672,Product_SKU4672,Textiles,WH05,Hyderabad,494,581,595,87
SKU4695,Product_SKU4695,Chemicals,WH03,Chennai,716,803,5048,87
SKU4748,Product_SKU4748,Raw Material,WH09,Surat,1232,1319,4570,87
SKU1854,Product_SKU1854,IT Equipment,WH02,Delhi,1491,1576,1363,85
SKU1588,Product_SKU1588,Machinery,WH08,Ahmedabad,1428,1511,6236,83
SKU3085,Product_SKU3085,Spare Parts,WH10,Jaipur,218,301,486,83
SKU2146,Product_SKU2146,Spare Parts,WH09,Surat,1055,1135,6836,80
SKU2032,Product_SKU2032,Electronics,WH04,Bangalore,1072,1151,5107,79
SKU2778,Product_SKU2778,Packaging,WH05,Hyderabad,1179,1258,4131,79
SKU4666,Product_SKU4666,Machinery,WH06,Kolkata,1098,1168,6246,70
SKU1143,Product_SKU1143,Electronics,WH02,Delhi,270,338,163,68
SKU3274,Product_SKU3274,Chemicals,WH07,Pune,759,826,3304,67
SKU2994,Product_SKU2994,Machinery,WH05,Hyderabad,1730,1791,7210,61
SKU4400,Product_SKU4400,Spare Parts,WH04,Bangalore,250,308,1065,58
SKU4405,Product_SKU4405,Chemicals,WH03,Chennai,1012,1064,4428,52
SKU3496,Product_SKU3496,Electronics,WH10,Jaipur,1791,1841,5692,50
SKU3518,Product_SKU3518,IT Equipment,WH07,Pune,707,752,2911,45
SKU4317,Product_SKU4317,Electronics,WH08,Ahmedabad,1486,1528,7397,42
SKU1101,Product_SKU1101,Spare Parts,WH06,Kolkata,1416,1455,2111,39
SKU5162,Product_SKU5162,Chemicals,WH01,Mumbai,76,114,3624,38
SKU5911,Product_SKU5911,Textiles,WH06,Kolkata,689,726,2426,37
SKU1113,Product_SKU1113,Electronics,WH09,Surat,1905,1942,5184,37
SKU5501,Product_SKU5501,Textiles,WH02,Delhi,1581,1617,532,36
SKU4025,Product_SKU4025,Spare Parts,WH02,Delhi,713,746,5971,33
SKU5934,Product_SKU5934,Packaging,WH07,Pune,908,940,7290,32
SKU2683,Product_SKU2683,Packaging,WH01,Mumbai,372,403,1798,31
SKU1414,Product_SKU1414,Electronics,WH08,Ahmedabad,1698,1729,698,31
SKU5323,Product_SKU5323,Packaging,WH07,Pune,1881,1910,7269,29
SKU2868,Product_SKU2868,Raw Material,WH04,Bangalore,1103,1132,6547,29
SKU1417,Product_SKU1417,Spare Parts,WH01,Mumbai,154,182,7699,28
SKU2684,Product_SKU2684,Textiles,WH04,Bangalore,734,761,4124,27
SKU2264,Product_SKU2264,Spare Parts,WH03,Chennai,347,369,750,22
SKU3433,Product_SKU3433,Electronics,WH09,Surat,1706,1727,2298,21
SKU3250,Product_SKU3250,Raw Material,WH09,Surat,1046,1067,1797,21
SKU1622,Product_SKU1622,Machinery,WH07,Pune,1433,1453,4906,20
SKU2683,Product_SKU2683,Textiles,WH05,Hyderabad,1307,1326,2382,19
SKU4617,Product_SKU4617,Textiles,WH02,Delhi,284,300,7806,16
SKU3490,Product_SKU3490,Machinery,WH09,Surat,1401,1415,2679,14
SKU5992,Product_SKU5992,IT Equipment,WH09,Surat,666,677,5557,11
SKU3768,Product_SKU3768,Packaging,WH03,Chennai,1850,1857,4935,7
SKU5520,Product_SKU5520,Machinery,WH01,Mumbai,866,872,539,6
SKU5744,Product_SKU5744,IT Equipment,WH07,Pune,771,776,6036,5
