Vendor_ID,Return_Lines,Return_Qty,Return_Value,Vendor_Name,Vendor_Category,Vendor_Tier
VND00240,9,1967,3348555.39,Vendor_0240,Packaging,Tier 3
VND00396,5,1410,3338475.31,Vendor_0396,IT Services,Tier 1
VND00756,4,1030,3336872.62,Vendor_0756,Textiles,Tier 1
VND00426,3,796,3335504.2,Vendor_0426,Textiles,Tier 2
VND00992,5,1453,3332088.97,Vendor_0992,Machinery,Tier 2
VND00606,5,1297,3330495.69,Vendor_0606,Raw Material,Tier 2
VND00986,5,1510,3330366.35,Vendor_0986,Raw Material,Tier 2
VND00811,3,1004,3328015.21,Vendor_0811,Logistics,Tier 1
VND00835,6,1337,3326699.78,Vendor_0835,Electronics,Tier 2
VND00661,6,1130,3326267.53,Vendor_0661,Textiles,Tier 3
VND00559,3,1052,3322197.01,Vendor_0559,IT Services,Unclassified
VND00086,5,877,3319691.81,Vendor_0086,IT Services,Tier 3
VND00078,3,1083,3300620.47,Vendor_0078,Electronics,Tier 3
VND00256,3,976,3296841.08,Vendor_0256,Packaging,Tier 2
VND00269,6,1170,3294312.86,Vendor_0269,Unknown,Tier 3
VND00968,5,1240,3293804.27,Vendor_0968,Logistics,Tier 3
VND00692,4,1133,3292527.21,Vendor_0692,IT Services,Tier 3
VND00174,6,848,3290526.7,Vendor_0174,Packaging,Tier 3
VND00777,2,953,3285613.97,Vendor_0777,Logistics,Tier 3
VND00041,7,1676,3285552.96,Vendor_0041,IT Services,Tier 3
VND00413,5,1941,3285236.5,Vendor_0413,Logistics,Tier 1
VND00105,5,1004,3282828.14,Vendor_0105,Logistics,Unclassified
VND00207,4,1125,3280826.38,Vendor_0207,Machinery,Tier 3
VND00568,6,1149,3279132.03,Vendor_0568,Machinery,Tier 2
VND00747,6,1254,3271684.55,Vendor_0747,IT Services,Tier 3
VND00040,6,1282,3270112.64,Vendor_0040,Unknown,Tier 2
VND00613,8,1517,3261112.9,Vendor_0613,Raw Material,Tier 2
VND00667,5,1416,3258605.05,Vendor_0667,Electronics,Tier 3
VND00660,4,1056,3256198.33,Vendor_0660,Logistics,Tier 2
VND00573,4,1147,3250750.37,Vendor_0573,Chemicals,Tier 3
VND00296,5,1813,3236517.75,Vendor_0296,Logistics,Tier 2
VND00657,7,1774,3235611.22,Vendor_0657,Electronics,Tier 3
VND00119,6,1572,3232831.32,Vendor_0119,Raw Material,Tier 1
VND00786,7,1109,3232484.41,Vendor_0786,Packaging,Tier 1
VND00716,7,1698,3232215.88,Vendor_0716,Chemicals,Tier 1
VND00338,5,1216,3225098.35,Vendor_0338,Machinery,Tier 2
VND00369,6,1470,3220728.28,Vendor_0369,Logistics,Tier 3
VND00091,8,1822,3218105.38,Vendor_0091,Logistics,Tier 3
VND00304,7,1366,3217232.9,Vendor_0304,Logistics,Tier 2
VND00760,5,1202,3208721.49,Vendor_0760,Machinery,Unclassified
VND00411,3,943,3199525.54,Vendor_0411,Electronics,Tier 3
VND00784,8,1949,3198978.08,Vendor_0784,Textiles,Tier 3
VND00699,5,1381,3198480.44,Vendor_0699,IT Services,Tier 3
VND00012,5,1130,3193299.03,Vendor_0012,Electronics,Tier 1
VND00776,4,1190,3125327.92,Vendor_0776,Logistics,Tier 3
VND00964,6,1905,3120643.11,Vendor_0964,Logistics,Tier 3
VND00113,6,1271,3111949.12,Vendor_0113,Logistics,Tier 1
VND00888,3,1295,3109855.39,Vendor_0888,Chemicals,Tier 3
VND00457,6,1140,3102129.38,Vendor_0457,Raw Material,Tier 3
VND00036,5,1263,3098331.49,Vendor_0036,Machinery,Tier 1
VND00131,4,1378,3097398.1,Vendor_0131,Packaging,Tier 3
VND00103,3,893,3096657.02,Vendor_0103,Textiles,Tier 3
VND00854,8,1969,3095709.98,Vendor_0854,Machinery,Tier 1
VND00480,7,1329,3080779.29,Vendor_0480,Logistics,Tier 2
VND00063,6,1338,3080394.15,Vendor_0063,Textiles,Tier 1
VND00958,5,755,3053766.18,Vendor_0958,Textiles,Tier 3
VND00524,7,1785,3048536.18,Vendor_0524,Packaging,Tier 1
VND00234,4,1190,3045570.08,Vendor_0234,Machinery,Tier 2
VND00072,9,2497,3042861.6,Vendor_0072,Textiles,Tier 3
VND00339,4,753,3037750.2,Vendor_0339,Machinery,Tier 2
VND00647,3,990,3034872.26,Vendor_0647,Raw Material,Tier 2
VND00088,6,1643,3027554.09,Vendor_0088,Electronics,Tier 2
VND00276,5,678,3024875.71,Vendor_0276,Unknown,Tier 2
VND00490,5,1188,3023537.95,Vendor_0490,IT Services,Tier 1
VND00517,5,1210,3016327.5,Vendor_0517,Raw Material,Tier 3
VND00923,3,1039,3015998.36,Vendor_0923,Electronics,Tier 1
VND00846,6,1154,3011727.72,Vendor_0846,IT Services,Tier 3
VND00111,5,1085,3008543.81,Vendor_0111,Electronics,Tier 3
VND00055,4,1192,3002556.99,Vendor_0055,Electronics,Tier 2
VND00779,4,1179,3002178.59,Vendor_0779,Logistics,Tier 1
VND00032,6,1228,2999843.18,Vendor_0032,Logistics,Tier 3
VND00650,4,898,2998831.92,Vendor_0650,IT Services,Tier 2
VND00140,2,701,2994265.55,Vendor_0140,Chemicals,Tier 1
VND00073,6,1812,2992779.27,Vendor_0073,Packaging,Tier 3
VND00552,5,1683,2991008.94,Vendor_0552,Unknown,Tier 1
VND00894,4,1365,2985491.24,Vendor_0894,Machinery,Tier 3
VND00318,5,1327,2971521.61,Vendor_0318,Raw Material,Tier 3
VND00238,5,1088,2970556.47,Vendor_0238,Electronics,Tier 3
VND00447,5,1071,2957651.25,Vendor_0447,IT Services,Tier 1
VND00783,5,1376,2952373.95,Vendor_0783,IT Services,Tier 3
VND00042,3,848,2947444.15,Vendor_0042,Textiles,Tier 2
VND00472,2,768,2937716.37,Vendor_0472,Machinery,Tier 1
VND00534,6,1991,2936118.04,Vendor_0534,Electronics,Tier 2
VND00456,3,866,2927691.15,Vendor_0456,Textiles,Tier 2
VND00060,6,1535,2924687.33,Vendor_0060,Textiles,Tier 3
VND00280,5,1652,2914692.34,Vendor_0280,Packaging,Tier 1
VND00356,5,1348,2911240.08,Vendor_0356,Chemicals,Tier 2
VND00305,8,1430,2909147.22,Vendor_0305,Textiles,Tier 1
VND00891,5,1751,2905097.07,Vendor_0891,Unknown,Tier 1
VND00946,6,1552,2898301.92,Vendor_0946,Machinery,Tier 3
VND00900,6,1315,2892102.78,Vendor_0900,Electronics,Tier 3
VND00107,5,1169,2891945.34,Vendor_0107,Textiles,Tier 3
VND00203,5,1343,2886487.39,Vendor_0203,Raw Material,Tier 3
VND00940,5,1214,2885584.34,Vendor_0940,Textiles,Tier 2
VND00956,6,1520,2880273.1,Vendor_0956,Chemicals,Tier 3
VND00433,5,1184,2876532.09,Vendor_0433,Textiles,Unclassified
VND00498,4,808,2874372.3,Vendor_0498,Packaging,Tier 3
VND00241,5,1366,2871828.2,Vendor_0241,Machinery,Tier 1
VND00211,7,1540,2869273.7,Vendor_0211,Machinery,Tier 2
VND00180,3,1129,2865034.85,Vendor_0180,Machinery,Tier 3
VND00509,4,1043,2862099.64,Vendor_0509,Machinery,Tier 1
VND00006,3,873,2861714.75,Vendor_0006,Electronics,Tier 3
VND00615,6,1348,2857042.98,Vendor_0615,IT Services,Tier 1
VND00070,8,1884,2850631.08,Vendor_0070,Electronics,Tier 1
VND00061,5,1146,2849492.97,Vendor_0061,Electronics,Tier 3
VND00772,4,1246,2847968.42,Vendor_0772,Chemicals,Tier 1
VND00223,4,891,2841968.89,Vendor_0223,Machinery,Tier 3
VND00549,4,1248,2840007.59,Vendor_0549,Chemicals,Tier 2
VND00445,4,1104,2831596.74,Vendor_0445,Machinery,Tier 1
VND00266,4,823,2826587.51,Vendor_0266,Chemicals,Tier 1
VND00936,5,1150,2825613.17,Vendor_0936,Packaging,Tier 3
VND00169,5,1221,2820441.67,Vendor_0169,IT Services,Tier 3
VND00299,5,1636,2816567.0,Vendor_0299,Chemicals,Tier 2
VND00785,5,791,2811562.5,Vendor_0785,Textiles,Tier 3
VND00196,2,748,2805597.84,Vendor_0196,Packaging,Tier 3
VND00281,3,733,2800608.24,Vendor_0281,Unknown,Tier 1
VND00948,4,1244,2800385.02,Vendor_0948,Chemicals,Tier 1
VND00600,6,1315,2786137.59,Vendor_0600,Raw Material,Tier 3
VND00635,7,1132,2784817.59,Vendor_0635,Machinery,Tier 3
VND00106,4,864,2784494.41,Vendor_0106,Unknown,Tier 3
VND00206,5,1151,2783229.32,Vendor_0206,Unknown,Tier 3
VND00796,5,958,2774190.38,Vendor_0796,Packaging,Tier 1
VND00194,5,1413,2773137.38,Vendor_0194,Raw Material,Tier 2
VND00813,4,1042,2771599.41,Vendor_0813,Logistics,Tier 3
VND00963,5,1061,2768330.88,Vendor_0963,Electronics,Tier 3
VND00825,2,669,2764031.07,Vendor_0825,Machinery,Tier 2
VND00809,7,1202,2760693.92,Vendor_0809,Raw Material,Tier 2
VND00570,6,1351,2760352.23,Vendor_0570,IT Services,Tier 3
VND00094,4,1343,2760348.8,Vendor_0094,Electronics,Tier 2
VND00133,6,1553,2755349.89,Vendor_0133,Logistics,Tier 3
VND00833,4,1087,2750527.35,Vendor_0833,Packaging,Tier 3
VND00658,5,1523,2749517.5,Vendor_0658,Logistics,Tier 3
VND00938,3,960,2747127.38,Vendor_0938,IT Services,Tier 1
VND00421,7,1128,2743846.63,Vendor_0421,Textiles,Tier 1
VND00487,5,932,2741794.19,Vendor_0487,Packaging,Tier 3
VND00880,4,748,2740145.81,Vendor_0880,Unknown,Tier 3
VND00787,4,981,2738521.04,Vendor_0787,IT Services,Tier 2
VND00332,2,854,2736555.58,Vendor_0332,Chemicals,Tier 1
VND00128,6,1008,2736305.33,Vendor_0128,Machinery,Tier 1
VND00792,4,780,2718094.94,Vendor_0792,IT Services,Tier 2
VND00050,7,1315,2716355.94,Vendor_0050,Textiles,Tier 3
VND00745,6,1093,2712288.22,Vendor_0745,Electronics,Tier 3
VND00312,4,1246,2711505.72,Vendor_0312,Chemicals,Tier 3
VND00397,3,604,2708945.63,Vendor_0397,Chemicals,Tier 1
VND00933,4,950,2703079.78,Vendor_0933,Electronics,Tier 1
VND00881,5,1053,2699545.19,Vendor_0881,Machinery,Tier 3
VND00208,8,1304,2692024.61,Vendor_0208,Logistics,Tier 2
VND00130,5,1749,2687608.5,Vendor_0130,Logistics,Tier 2
VND00708,2,676,2685333.42,Vendor_0708,IT Services,Tier 1
VND00965,4,918,2684129.82,Vendor_0965,Raw Material,Tier 3
VND00045,4,1084,2682899.24,Vendor_0045,Machinery,Tier 3
VND00526,3,1154,2671612.78,Vendor_0526,Packaging,Tier 2
VND00432,10,1414,2669931.9,Vendor_0432,Textiles,Tier 1
VND00578,5,1501,2669870.26,Vendor_0578,Machinery,Tier 1
VND00496,5,832,2663283.24,Vendor_0496,Packaging,Tier 3
VND00081,7,2319,2660882.67,Vendor_0081,Packaging,Tier 1
VND00971,3,758,2660267.03,Vendor_0971,Electronics,Tier 2
VND00462,2,698,2658894.28,Vendor_0462,Packaging,Tier 2
VND00980,3,980,2654698.21,Vendor_0980,Packaging,Tier 2
VND00468,3,980,2651198.9,Vendor_0468,IT Services,Tier 1
VND00320,6,928,2650351.0,Vendor_0320,Textiles,Tier 3
VND00834,6,1315,2643530.95,Vendor_0834,Packaging,Tier 3
VND00171,5,1013,2643336.93,Vendor_0171,Logistics,Tier 2
VND00074,5,935,2641071.76,Vendor_0074,IT Services,Tier 1
VND00560,5,1042,2633162.25,Vendor_0560,IT Services,Tier 2
VND00117,4,876,2627961.9,Vendor_0117,Logistics,Tier 1
VND00473,5,911,2623780.23,Vendor_0473,Unknown,Tier 3
VND00293,4,848,2622047.11,Vendor_0293,Textiles,Tier 1
VND00974,4,995,2616048.12,Vendor_0974,Logistics,Tier 3
VND00767,7,1453,2614893.67,Vendor_0767,IT Services,Tier 1
VND00659,5,882,2606482.4,Vendor_0659,Machinery,Tier 2
VND00856,4,897,2605606.46,Vendor_0856,Machinery,Tier 3
VND00939,3,765,2588170.04,Vendor_0939,Chemicals,Tier 3
VND00558,4,826,2587065.4,Vendor_0558,Logistics,Tier 3
VND00826,4,789,2579847.83,Vendor_0826,Chemicals,Tier 1
VND00536,7,1452,2578827.68,Vendor_0536,IT Services,Tier 1
VND00700,6,878,2576705.59,Vendor_0700,Chemicals,Tier 2
VND00837,7,1653,2575036.02,Vendor_0837,Logistics,Tier 1
VND00357,4,953,2573316.5,Vendor_0357,IT Services,Tier 3
VND00069,5,1194,2569941.52,Vendor_0069,Chemicals,Tier 3
VND00380,5,1704,2568871.11,Vendor_0380,Textiles,Tier 3
VND00170,5,960,2562293.57,Vendor_0170,IT Services,Tier 2
VND00758,2,904,2555473.37,Vendor_0758,Packaging,Tier 2
VND00977,4,843,2548293.51,Vendor_0977,Raw Material,Tier 2
VND00804,4,823,2546588.42,Vendor_0804,Electronics,Tier 2
VND00663,4,1007,2544103.51,Vendor_0663,Logistics,Tier 2
VND00583,3,838,2539445.85,Vendor_0583,Electronics,Tier 2
VND00152,3,632,2539262.25,Vendor_0152,Logistics,Tier 3
VND00114,4,1139,2536298.88,Vendor_0114,Electronics,Tier 1
VND00142,4,1501,2530998.55,Vendor_0142,Textiles,Tier 3
VND00932,7,1909,2530655.18,Vendor_0932,IT Services,Tier 1
VND00912,4,941,2517459.76,Vendor_0912,IT Services,Tier 3
VND00337,2,808,2513304.38,Vendor_0337,Electronics,Tier 1
VND00248,3,931,2511431.92,Vendor_0248,Machinery,Tier 1
VND00021,3,897,2508874.03,Vendor_0021,Machinery,Tier 2
VND00023,7,1096,2505057.97,Vendor_0023,Packaging,Tier 3
VND00539,6,1286,2495897.5,Vendor_0539,Textiles,Tier 2
VND00364,2,521,2493889.94,Vendor_0364,Machinery,Tier 2
VND00079,4,752,2491186.64,Vendor_0079,Machinery,Tier 3
VND00392,6,1595,2490476.14,Vendor_0392,Logistics,Tier 3
VND00435,5,1354,2481396.04,Vendor_0435,Textiles,Tier 3
VND00321,5,966,2476378.37,Vendor_0321,Chemicals,Tier 2
VND00709,4,1151,2472563.05,Vendor_0709,Machinery,Tier 3
VND00386,7,1517,2472119.71,Vendor_0386,Electronics,Tier 1
VND00551,6,900,2462035.41,Vendor_0551,Machinery,Tier 2
VND00127,4,1080,2461524.05,Vendor_0127,Logistics,Tier 1
VND00083,4,1045,2460762.04,Vendor_0083,Packaging,Tier 3
VND00428,4,744,2460577.59,Vendor_0428,IT Services,Tier 1
VND00815,4,852,2458660.6,Vendor_0815,Textiles,Tier 1
VND00348,4,1040,2451399.6,Vendor_0348,Packaging,Tier 3
VND00030,4,816,2439057.44,Vendor_0030,Chemicals,Tier 3
VND00768,4,1170,2432127.72,Vendor_0768,Packaging,Tier 1
VND00688,3,832,2429398.21,Vendor_0688,Raw Material,Tier 3
VND00242,3,720,2427254.36,Vendor_0242,Machinery,Tier 1
VND00896,4,807,2427092.59,Vendor_0896,Machinery,Tier 3
VND00538,3,1379,2423191.65,Vendor_0538,IT Services,Tier 3
VND00290,5,1085,2418047.97,Vendor_0290,Machinery,Tier 2
VND00067,5,1311,2396075.31,Vendor_0067,Electronics,Tier 3
VND00914,4,1339,2394539.42,Vendor_0914,Machinery,Unclassified
VND00028,4,671,2392465.22,Vendor_0028,Machinery,Tier 2
VND00734,5,992,2371530.53,Vendor_0734,Electronics,Tier 2
VND00349,6,1009,2370240.67,Vendor_0349,Machinery,Tier 3
VND00033,4,1142,2369729.54,Vendor_0033,Raw Material,Unclassified
VND00847,3,823,2369039.24,Vendor_0847,Machinery,Tier 3
VND00343,6,1019,2365271.29,Vendor_0343,Machinery,Tier 3
VND00210,7,1849,2358792.13,Vendor_0210,Logistics,Tier 3
VND00182,6,1859,2354104.08,Vendor_0182,IT Services,Tier 3
VND00840,7,1360,2349925.66,Vendor_0840,Logistics,Tier 2
VND00425,4,853,2349124.29,Vendor_0425,Textiles,Tier 3
VND00066,2,601,2347829.53,Vendor_0066,Raw Material,Tier 2
VND00402,5,1164,2343875.86,Vendor_0402,IT Services,Tier 1
VND00863,5,1274,2338902.64,Vendor_0863,Chemicals,Tier 2
VND00548,4,761,2338726.37,Vendor_0548,Machinery,Tier 2
VND00860,5,923,2338102.85,Vendor_0860,Electronics,Tier 3
VND00391,3,1132,2327745.56,Vendor_0391,Raw Material,Tier 1
VND00810,6,1468,2322862.18,Vendor_0810,Electronics,Tier 3
VND00926,3,661,2322691.02,Vendor_0926,Textiles,Tier 3
VND00757,5,1166,2316606.81,Vendor_0757,Logistics,Tier 2
VND00403,5,1324,2315657.34,Vendor_0403,IT Services,Tier 2
VND00507,3,971,2314097.98,Vendor_0507,Logistics,Tier 1
VND00895,7,1835,2300570.12,Vendor_0895,Packaging,Tier 2
VND00976,3,931,2294099.49,Vendor_0976,Packaging,Tier 3
VND00049,3,935,2283291.24,Vendor_0049,Textiles,Tier 2
VND00707,4,750,2280936.78,Vendor_0707,Textiles,Tier 3
VND00873,4,757,2280902.42,Vendor_0873,Logistics,Tier 2
VND00577,4,858,2278016.6,Vendor_0577,Machinery,Tier 3
VND00530,7,1108,2275503.16,Vendor_0530,Textiles,Tier 1
VND00563,4,767,2265145.15,Vendor_0563,Electronics,Tier 3
VND00982,4,829,2259042.91,Vendor_0982,Packaging,Tier 1
VND00213,4,966,2257169.28,Vendor_0213,Packaging,Tier 2
VND00076,4,780,2255537.61,Vendor_0076,Machinery,Tier 1
VND00618,6,751,2254601.34,Vendor_0618,Textiles,Tier 3
VND00404,8,1102,2253462.82,Vendor_0404,Machinery,Tier 1
VND00485,4,1322,2250571.24,Vendor_0485,Logistics,Tier 2
VND00719,5,778,2242721.66,Vendor_0719,Raw Material,Tier 3
VND00717,3,1043,2242552.06,Vendor_0717,Electronics,Tier 1
VND00001,3,1042,2238269.1,Vendor_0001,Unknown,Tier 3
VND00892,7,725,2236498.12,Vendor_0892,Packaging,Tier 1
VND00120,4,1286,2235175.17,Vendor_0120,Electronics,Tier 2
VND00415,3,1107,2232795.57,Vendor_0415,Chemicals,Tier 2
VND00868,3,691,2230558.21,Vendor_0868,Machinery,Tier 3
VND00314,6,1944,2228646.88,Vendor_0314,Electronics,Tier 1
VND00721,4,855,2223218.17,Vendor_0721,Unknown,Tier 1
VND00671,4,502,2221525.02,Vendor_0671,Machinery,Tier 3
VND00263,4,734,2218894.08,Vendor_0263,Electronics,Tier 3
VND00842,2,665,2213491.35,Vendor_0842,Machinery,Tier 2
VND00245,3,701,2211199.38,Vendor_0245,Logistics,Tier 3
VND00702,8,1646,2210040.7,Vendor_0702,Chemicals,Tier 3
VND00344,5,1432,2201051.32,Vendor_0344,Packaging,Tier 2
VND00972,4,665,2200831.2,Vendor_0972,Logistics,Tier 1
VND00731,5,1175,2200075.3,Vendor_0731,Machinery,Tier 3
VND00151,3,722,2197045.65,Vendor_0151,Logistics,Tier 1
VND00085,3,513,2195591.22,Vendor_0085,Chemicals,Tier 3
VND00513,4,1016,2193289.06,Vendor_0513,Textiles,Tier 1
VND00287,7,1332,2189256.41,Vendor_0287,Chemicals,Tier 2
VND00150,3,584,2186928.2,Vendor_0150,Logistics,Tier 3
VND00217,5,1161,2182720.61,Vendor_0217,Electronics,Tier 3
VND00190,6,1567,2179702.12,Vendor_0190,Raw Material,Tier 3
VND00465,6,915,2171472.97,Vendor_0465,Textiles,Tier 1
VND00450,2,690,2168667.4,Vendor_0450,Chemicals,Tier 3
VND00623,6,1079,2157263.89,Vendor_0623,Packaging,Tier 3
VND00906,4,1018,2143278.33,Vendor_0906,Chemicals,Tier 1
VND00460,5,1573,2143060.63,Vendor_0460,Packaging,Tier 3
VND00436,4,1078,2137184.4,Vendor_0436,IT Services,Tier 2
VND00383,6,1315,2136235.52,Vendor_0383,Logistics,Tier 2
VND00481,1,464,2129940.96,Vendor_0481,Electronics,Tier 2
VND00629,2,546,2127937.46,Vendor_0629,Logistics,Tier 3
VND00301,3,999,2118337.08,Vendor_0301,Logistics,Tier 3
VND00853,7,1012,2117141.48,Vendor_0853,Textiles,Tier 3
VND00587,1,444,2114390.16,Vendor_0587,IT Services,Tier 3
VND00500,5,664,2111805.66,Vendor_0500,Electronics,Tier 1
VND00621,5,665,2109132.8,Vendor_0621,Unknown,Tier 3
VND00176,4,927,2105610.45,Vendor_0176,Raw Material,Tier 3
VND00934,3,669,2100404.6,Vendor_0934,Electronics,Tier 2
VND00080,4,558,2099717.04,Vendor_0080,Logistics,Tier 3
VND00589,5,1046,2099658.15,Vendor_0589,Machinery,Tier 3
VND00925,5,1019,2095660.59,Vendor_0925,Machinery,Tier 3
VND00136,4,1232,2094258.83,Vendor_0136,Logistics,Tier 3
VND00960,4,1555,2079528.89,Vendor_0960,Logistics,Tier 1
VND00808,2,569,2078571.55,Vendor_0808,IT Services,Tier 1
VND00297,6,1105,2074885.65,Vendor_0297,Logistics,Tier 1
VND00361,6,818,2071194.82,Vendor_0361,IT Services,Tier 3
VND00097,5,529,2065948.01,Vendor_0097,Electronics,Tier 2
VND00978,4,1108,2064668.98,Vendor_0978,Machinery,Tier 3
VND00488,1,444,2063729.76,Vendor_0488,Logistics,Tier 3
VND00167,6,1418,2063611.88,Vendor_0167,Packaging,Tier 3
VND00927,3,958,2063518.01,Vendor_0927,Electronics,Tier 3
VND00163,3,555,2063284.22,Vendor_0163,Raw Material,Tier 2
VND00899,4,912,2060913.34,Vendor_0899,Chemicals,Tier 3
VND00310,2,539,2055525.92,Vendor_0310,Chemicals,Tier 3
VND00246,5,1583,2043620.02,Vendor_0246,Machinery,Tier 1
VND00770,1,428,2039942.16,Vendor_0770,IT Services,Tier 1
VND00608,2,476,2031670.76,Vendor_0608,IT Services,Tier 3
VND00478,7,1240,2025509.56,Vendor_0478,Raw Material,Tier 2
VND00199,7,1537,2017001.01,Vendor_0199,Logistics,Tier 1
VND00035,6,1340,2005919.05,Vendor_0035,Textiles,Tier 1
VND00797,8,1245,2003395.45,Vendor_0797,Textiles,Tier 1
VND00556,5,504,1983141.88,Vendor_0556,Textiles,Tier 3
VND00599,5,1529,1982119.28,Vendor_0599,Machinery,Tier 3
VND00161,7,1656,1980668.31,Vendor_0161,IT Services,Tier 3
VND00690,2,564,1970807.9,Vendor_0690,Raw Material,Tier 3
VND00929,2,741,1966280.17,Vendor_0929,Raw Material,Tier 2
VND00793,4,605,1965436.07,Vendor_0793,Electronics,Tier 2
VND00233,4,774,1948605.46,Vendor_0233,Raw Material,Tier 2
VND00988,3,848,1940827.92,Vendor_0988,Logistics,Tier 2
VND00484,2,690,1932651.18,Vendor_0484,Logistics,Tier 2
VND00201,2,423,1932241.49,Vendor_0201,Electronics,Tier 2
VND00228,4,785,1924312.35,Vendor_0228,Chemicals,Tier 3
VND00819,5,977,1919402.08,Vendor_0819,Packaging,Tier 3
VND00973,3,1003,1912898.67,Vendor_0973,Logistics,Tier 1
VND00531,4,1204,1912861.7,Vendor_0531,Machinery,Tier 1
VND00491,2,687,1912628.45,Vendor_0491,Electronics,Tier 2
VND00598,3,607,1902978.81,Vendor_0598,Packaging,Tier 3
VND00728,5,1148,1893145.35,Vendor_0728,Logistics,Tier 1
VND00646,2,769,1877844.24,Vendor_0646,Packaging,Tier 1
VND00126,4,921,1875855.4,Vendor_0126,Electronics,Tier 3
VND00291,6,955,1871497.62,Vendor_0291,Packaging,Tier 3
VND00682,7,1008,1865765.24,Vendor_0682,Textiles,Tier 3
VND00678,2,770,1863867.72,Vendor_0678,IT Services,Tier 3
VND00814,7,1711,1861387.71,Vendor_0814,Electronics,Tier 1
VND00687,3,529,1860202.76,Vendor_0687,Logistics,Tier 2
VND00612,6,927,1855910.97,Vendor_0612,Packaging,Tier 1
VND00993,3,731,1849766.59,Vendor_0993,Raw Material,Tier 3
VND00979,2,454,1835635.67,Vendor_0979,Packaging,Tier 2
VND00282,4,1366,1831250.58,Vendor_0282,Packaging,Unclassified
VND00446,6,1173,1826984.84,Vendor_0446,Textiles,Tier 1
VND00872,3,1160,1815587.0,Vendor_0872,Machinery,Tier 3
VND00253,4,514,1811237.9,Vendor_0253,Raw Material,Tier 1
VND00662,3,542,1806819.36,Vendor_0662,Electronics,Tier 1
VND00909,5,1858,1806036.18,Vendor_0909,Raw Material,Tier 3
VND00334,4,692,1805886.03,Vendor_0334,Electronics,Tier 3
VND00805,6,998,1803820.44,Vendor_0805,Chemicals,Tier 3
VND00145,3,590,1784528.12,Vendor_0145,Electronics,Tier 3
VND00812,5,772,1784349.31,Vendor_0812,Machinery,Tier 1
VND00857,2,638,1781388.26,Vendor_0857,Logistics,Tier 3
VND00236,4,1160,1781206.31,Vendor_0236,Packaging,Tier 1
VND00173,4,678,1777459.81,Vendor_0173,Raw Material,Tier 2
VND00920,2,632,1773175.43,Vendor_0920,Raw Material,Tier 3
VND00381,4,699,1765723.16,Vendor_0381,IT Services,Tier 3
VND00371,3,636,1765361.19,Vendor_0371,Packaging,Tier 3
VND00342,4,804,1750648.23,Vendor_0342,Textiles,Tier 2
VND00554,4,1017,1750303.12,Vendor_0554,Electronics,Tier 2
VND00121,3,667,1745616.45,Vendor_0121,Raw Material,Tier 1
VND00221,6,1281,1743336.32,Vendor_0221,Electronics,Tier 2
VND00414,6,1474,1736532.54,Vendor_0414,Machinery,Tier 2
VND00469,5,1537,1727473.03,Vendor_0469,Chemicals,Tier 3
VND00503,4,1076,1713826.44,Vendor_0503,Textiles,Tier 3
VND00967,3,773,1709110.41,Vendor_0967,Unknown,Tier 1
VND00588,3,647,1704835.61,Vendor_0588,Machinery,Tier 3
VND00633,2,376,1699348.57,Vendor_0633,Machinery,Tier 2
VND00096,6,957,1697722.8,Vendor_0096,IT Services,Unclassified
VND00969,1,442,1687869.82,Vendor_0969,Unknown,Tier 2
VND00525,2,420,1682750.64,Vendor_0525,Textiles,Tier 1
VND00903,4,1081,1682069.06,Vendor_0903,Packaging,Tier 3
VND00443,4,893,1678249.38,Vendor_0443,IT Services,Tier 3
VND00624,3,493,1675001.51,Vendor_0624,Machinery,Tier 2
VND00800,3,984,1670136.64,Vendor_0800,IT Services,Tier 1
VND00300,3,678,1661454.89,Vendor_0300,Machinery,Tier 3
VND00704,6,1032,1655755.64,Vendor_0704,Electronics,Tier 3
VND00027,4,866,1650400.25,Vendor_0027,Textiles,Tier 3
VND00878,3,671,1647031.59,Vendor_0878,Packaging,Tier 2
VND00918,5,918,1645681.97,Vendor_0918,Logistics,Tier 1
VND00051,2,648,1645459.98,Vendor_0051,Chemicals,Tier 1
VND00987,3,723,1625226.66,Vendor_0987,Chemicals,Tier 2
VND00378,3,1144,1614175.88,Vendor_0378,Textiles,Tier 3
VND00098,4,751,1610761.9,Vendor_0098,Packaging,Tier 3
VND00442,3,1017,1601923.41,Vendor_0442,Logistics,Tier 1
VND00351,2,816,1587183.0,Vendor_0351,Raw Material,Tier 2
VND00141,5,1194,1576377.45,Vendor_0141,Textiles,Tier 1
VND00836,4,718,1574876.78,Vendor_0836,Textiles,Tier 3
VND00365,3,585,1572743.89,Vendor_0365,Chemicals,Tier 1
VND00713,3,938,1568775.53,Vendor_0713,Electronics,Tier 2
VND00581,2,421,1563488.63,Vendor_0581,Logistics,Tier 2
VND00046,3,979,1552446.18,Vendor_0046,Packaging,Tier 2
VND00331,3,682,1549872.5,Vendor_0331,Logistics,Tier 3
VND00739,3,684,1547087.74,Vendor_0739,Raw Material,Tier 2
VND00801,3,557,1547029.66,Vendor_0801,Machinery,Tier 2
VND00486,6,780,1542799.99,Vendor_0486,Raw Material,Tier 1
VND00389,6,834,1542409.19,Vendor_0389,Packaging,Tier 1
VND00288,6,1375,1540811.66,Vendor_0288,Textiles,Tier 2
VND00112,3,542,1538560.76,Vendor_0112,Logistics,Tier 3
