Vendor_ID,Vendor_Name,Vendor_Category,Country,Vendor_Tier,Reliability_Score,Recency_Months,Frequency,Monetary,R,F,M,RFM_Score,RFM_Segment
VND00698,Vendor_0698,Electronics,Japan,Tier 2,70.7,0.0,48,319910724.16,5,3,3,11,Key Vendor
VND00702,Vendor_0702,Chemicals,South Korea,Tier 3,33.6,0.0,52,291904470.71,5,4,2,11,Key Vendor
VND00512,Vendor_0512,Chemicals,China,Tier 3,59.3,1.1,57,361045410.07,2,5,4,11,Key Vendor
VND00290,Vendor_0290,Machinery,China,Tier 2,71.4,1.1,57,338959146.52,2,5,4,11,Key Vendor
VND00514,Vendor_0514,Chemicals,India,Tier 1,90.6,1.4,53,396607868.38,2,4,5,11,Key Vendor
VND00515,Vendor_0515,Electronics,Japan,Tier 3,33.2,0.1,51,317115521.73,5,3,3,11,Key Vendor
VND00002,Vendor_0002,Electronics,Thailand,Tier 1,96.6,0.6,53,353010678.76,3,4,4,11,Key Vendor
VND00420,Vendor_0420,Logistics,Vietnam,Tier 1,82.7,0.0,45,341275196.17,5,2,4,11,Key Vendor
VND00689,Vendor_0689,Machinery,Vietnam,Tier 1,83.9,0.9,52,350477860.75,3,4,4,11,Key Vendor
VND00592,Vendor_0592,Machinery,Thailand,Tier 2,74.9,0.3,53,311789882.83,4,4,3,11,Key Vendor
VND00628,Vendor_0628,Textiles,Malaysia,Tier 1,82.3,2.4,61,366691132.95,1,5,5,11,Key Vendor
VND00589,Vendor_0589,Machinery,Bangladesh,Tier 3,39.0,1.0,60,361206363.82,2,5,4,11,Key Vendor
VND00400,Vendor_0400,IT Services,China,Tier 1,82.8,0.0,46,348229427.09,5,2,4,11,Key Vendor
VND00622,Vendor_0622,Unknown,Germany,Tier 3,44.7,0.2,50,338736335.98,4,3,4,11,Key Vendor
VND00619,Vendor_0619,IT Services,Thailand,Tier 1,86.4,1.1,53,394293054.18,2,4,5,11,Key Vendor
VND00591,Vendor_0591,Logistics,India,Tier 3,39.7,0.1,53,288706826.22,5,4,2,11,Key Vendor
VND00405,Vendor_0405,Logistics,USA,Tier 3,52.4,0.9,54,357414032.94,3,4,4,11,Key Vendor
VND00280,Vendor_0280,Packaging,Germany,Tier 1,85.7,0.0,51,301843210.97,5,3,3,11,Key Vendor
VND00614,Vendor_0614,Machinery,China,Tier 3,35.7,0.0,51,310166015.97,5,3,3,11,Key Vendor
VND00688,Vendor_0688,Raw Material,Germany,Tier 3,49.6,1.3,55,375694317.36,2,4,5,11,Key Vendor
VND00597,Vendor_0597,Raw Material,Malaysia,Tier 2,76.7,0.1,50,327120194.38,5,3,3,11,Key Vendor
VND00600,Vendor_0600,Raw Material,USA,Tier 3,32.9,0.5,54,314772815.69,4,4,3,11,Key Vendor
VND00425,Vendor_0425,Textiles,Germany,Tier 3,34.0,0.0,50,325934868.8,5,3,3,11,Key Vendor
VND00411,Vendor_0411,Electronics,China,Tier 3,52.4,0.4,51,333279122.13,4,3,4,11,Key Vendor
VND00611,Vendor_0611,Chemicals,South Korea,Tier 3,32.8,1.7,59,384489752.22,1,5,5,11,Key Vendor
VND00416,Vendor_0416,Chemicals,Bangladesh,Tier 2,61.4,0.8,52,337093321.55,3,4,4,11,Key Vendor
VND00602,Vendor_0602,Machinery,Vietnam,Tier 3,49.5,0.3,52,320325718.2,4,4,3,11,Key Vendor
VND00603,Vendor_0603,Packaging,Bangladesh,Tier 3,42.4,1.2,54,371769232.32,2,4,5,11,Key Vendor
VND00440,Vendor_0440,Textiles,China,Tier 3,35.7,2.4,65,370400803.5,1,5,5,11,Key Vendor
VND00390,Vendor_0390,IT Services,Bangladesh,Tier 1,86.5,0.7,51,376565313.41,3,3,5,11,Key Vendor
VND00639,Vendor_0639,Logistics,Vietnam,Tier 3,48.8,0.3,64,290785901.61,4,5,2,11,Key Vendor
VND00457,Vendor_0457,Raw Material,Thailand,Tier 3,30.8,0.5,50,363442851.54,4,3,4,11,Key Vendor
VND00318,Vendor_0318,Raw Material,USA,Tier 3,42.1,0.1,51,330063993.04,5,3,3,11,Key Vendor
VND00524,Vendor_0524,Packaging,South Korea,Tier 1,88.9,2.3,58,390194651.46,1,5,5,11,Key Vendor
VND00492,Vendor_0492,Logistics,Vietnam,Tier 2,73.4,0.5,51,350761802.97,4,3,4,11,Key Vendor
VND00685,Vendor_0685,Raw Material,USA,Tier 1,95.1,0.3,49,333556938.37,4,3,4,11,Key Vendor
VND00330,Vendor_0330,Raw Material,South Korea,Tier 3,47.3,0.1,51,325830132.51,5,3,3,11,Key Vendor
VND00334,Vendor_0334,Electronics,South Korea,Tier 3,38.1,0.1,50,323579322.46,5,3,3,11,Key Vendor
VND00335,Vendor_0335,Chemicals,China,Tier 3,33.2,0.2,55,269008103.69,5,4,2,11,Key Vendor
VND00337,Vendor_0337,Electronics,South Korea,Tier 1,89.9,0.8,53,331316354.39,3,4,4,11,Key Vendor
VND00537,Vendor_0537,Logistics,Bangladesh,Tier 1,89.5,0.3,48,332260230.74,4,3,4,11,Key Vendor
VND00476,Vendor_0476,IT Services,Bangladesh,Tier 1,99.5,0.2,49,305758052.3,5,3,3,11,Key Vendor
VND00605,Vendor_0605,Electronics,Japan,Unclassified,,0.3,54,326513701.44,4,4,3,11,Key Vendor
VND00651,Vendor_0651,Machinery,Vietnam,Tier 3,36.1,1.0,57,357754973.26,2,5,4,11,Key Vendor
VND00551,Vendor_0551,Machinery,Thailand,Tier 2,66.4,0.9,64,304603891.52,3,5,3,11,Key Vendor
VND00647,Vendor_0647,Raw Material,India,Tier 2,71.6,0.3,51,337065887.38,4,3,4,11,Key Vendor
VND00646,Vendor_0646,Packaging,Malaysia,Tier 1,92.3,0.8,51,368780585.16,3,3,5,11,Key Vendor
VND00559,Vendor_0559,IT Services,Japan,Unclassified,,1.2,57,355003759.64,2,5,4,11,Key Vendor
VND00643,Vendor_0643,Logistics,Germany,Tier 3,44.8,2.7,62,422535683.19,1,5,5,11,Key Vendor
VND00755,Vendor_0755,Packaging,China,Unclassified,,0.9,52,370784115.5,2,4,5,11,Key Vendor
VND00510,Vendor_0510,Electronics,USA,Tier 1,80.8,0.0,51,300786694.16,5,3,3,11,Key Vendor
VND00152,Vendor_0152,Logistics,Bangladesh,Tier 3,46.8,0.4,52,314140102.13,4,4,3,11,Key Vendor
VND00208,Vendor_0208,Logistics,China,Tier 2,76.4,0.7,53,334132039.48,3,4,4,11,Key Vendor
VND00098,Vendor_0098,Packaging,Bangladesh,Tier 3,59.9,1.4,53,373724722.74,2,4,5,11,Key Vendor
VND00097,Vendor_0097,Electronics,Germany,Tier 2,66.6,1.3,59,361418287.84,2,5,4,11,Key Vendor
VND00891,Vendor_0891,Unknown,Malaysia,Tier 1,80.6,0.7,55,347382701.46,3,4,4,11,Key Vendor
VND00204,Vendor_0204,Electronics,Malaysia,Tier 1,92.9,0.4,51,353859606.78,4,3,4,11,Key Vendor
VND00899,Vendor_0899,Chemicals,Thailand,Tier 3,30.9,0.0,50,303904402.42,5,3,3,11,Key Vendor
VND00207,Vendor_0207,Machinery,Bangladesh,Tier 3,37.1,0.1,47,343328195.65,5,2,4,11,Key Vendor
VND00089,Vendor_0089,Chemicals,Germany,Tier 1,92.1,1.1,60,355826981.78,2,5,4,11,Key Vendor
VND00795,Vendor_0795,Raw Material,South Korea,Tier 3,31.3,0.3,55,321171368.29,4,4,3,11,Key Vendor
VND00101,Vendor_0101,Packaging,Thailand,Tier 3,32.2,0.1,50,314929035.77,5,3,3,11,Key Vendor
VND00902,Vendor_0902,Electronics,USA,Tier 3,31.9,2.2,56,391258305.88,1,5,5,11,Key Vendor
VND00912,Vendor_0912,IT Services,Malaysia,Tier 3,48.8,1.4,52,376476722.09,2,4,5,11,Key Vendor
VND00788,Vendor_0788,Raw Material,India,Tier 3,58.1,1.0,52,365278616.04,2,4,5,11,Key Vendor
VND00074,Vendor_0074,IT Services,China,Tier 1,87.1,0.2,55,284198576.13,5,4,2,11,Key Vendor
VND00223,Vendor_0223,Machinery,China,Tier 3,36.6,2.3,63,392878605.75,1,5,5,11,Key Vendor
VND00066,Vendor_0066,Raw Material,Vietnam,Tier 2,68.0,0.3,55,304993321.03,4,4,3,11,Key Vendor
VND00924,Vendor_0924,IT Services,Japan,Tier 1,86.0,0.0,46,338430840.98,5,2,4,11,Key Vendor
VND00889,Vendor_0889,Textiles,Germany,Tier 3,37.0,1.4,52,373160983.63,2,4,5,11,Key Vendor
VND00189,Vendor_0189,Chemicals,Malaysia,Tier 2,67.1,0.5,51,342521057.78,4,3,4,11,Key Vendor
VND00063,Vendor_0063,Textiles,China,Tier 1,88.0,1.1,54,410697481.04,2,4,5,11,Key Vendor
VND00821,Vendor_0821,Raw Material,China,Tier 1,86.2,0.8,55,341238365.75,3,4,4,11,Key Vendor
VND00146,Vendor_0146,Raw Material,Bangladesh,Tier 3,32.6,0.2,47,340804512.35,5,2,4,11,Key Vendor
VND00156,Vendor_0156,Packaging,Malaysia,Tier 3,46.9,0.8,55,342677950.04,3,4,4,11,Key Vendor
VND00834,Vendor_0834,Packaging,South Korea,Tier 3,42.3,0.8,48,374332791.92,3,3,5,11,Key Vendor
VND00856,Vendor_0856,Machinery,South Korea,Tier 3,43.3,0.0,52,291038529.88,5,4,2,11,Key Vendor
VND00858,Vendor_0858,Textiles,South Korea,Tier 2,63.0,0.5,56,311027504.24,3,5,3,11,Key Vendor
VND00827,Vendor_0827,Chemicals,South Korea,Tier 3,54.2,0.4,47,379479919.6,4,2,5,11,Key Vendor
VND00869,Vendor_0869,Raw Material,Japan,Tier 1,90.3,0.4,50,356043848.79,4,3,4,11,Key Vendor
VND00126,Vendor_0126,Electronics,Unknown,Tier 3,59.9,1.3,59,337115493.02,2,5,4,11,Key Vendor
VND00883,Vendor_0883,Raw Material,Unknown,Tier 3,31.4,0.3,54,321484854.81,4,4,3,11,Key Vendor
VND00172,Vendor_0172,Textiles,China,Tier 3,31.2,0.3,49,338953274.55,4,3,4,11,Key Vendor
VND00813,Vendor_0813,Logistics,China,Tier 3,38.7,1.1,55,406482755.15,2,4,5,11,Key Vendor
VND00180,Vendor_0180,Machinery,Germany,Tier 3,39.6,1.2,53,377687644.25,2,4,5,11,Key Vendor
VND00121,Vendor_0121,Raw Material,South Korea,Tier 1,86.5,0.6,54,351443859.26,3,4,4,11,Key Vendor
VND00810,Vendor_0810,Electronics,Vietnam,Tier 3,37.9,0.3,55,315583864.72,4,4,3,11,Key Vendor
VND00185,Vendor_0185,Machinery,Unknown,Tier 3,48.1,1.4,55,407558961.85,2,4,5,11,Key Vendor
VND00111,Vendor_0111,Electronics,Vietnam,Tier 3,50.3,0.1,49,300534788.31,5,3,3,11,Key Vendor
VND00230,Vendor_0230,Packaging,Germany,Tier 2,74.2,1.9,59,400140747.05,1,5,5,11,Key Vendor
VND00082,Vendor_0082,Chemicals,Vietnam,Tier 2,73.6,2.8,62,417398768.8,1,5,5,11,Key Vendor
VND00062,Vendor_0062,Textiles,China,Tier 3,49.0,1.7,57,485129180.78,1,5,5,11,Key Vendor
VND00272,Vendor_0272,Chemicals,South Korea,Tier 1,86.7,1.8,56,412185615.15,1,5,5,11,Key Vendor
VND00511,Vendor_0511,Raw Material,USA,Tier 2,72.9,0.7,53,351250853.45,3,4,4,11,Key Vendor
VND00029,Vendor_0029,Logistics,Thailand,Tier 2,71.5,0.7,52,339052921.0,3,4,4,11,Key Vendor
VND00952,Vendor_0952,Logistics,Germany,Tier 2,76.6,1.6,57,377961621.71,1,5,5,11,Key Vendor
VND00747,Vendor_0747,IT Services,USA,Tier 3,56.9,2.0,58,370481501.39,1,5,5,11,Key Vendor
VND00023,Vendor_0023,Packaging,Thailand,Tier 3,50.5,0.1,50,317326149.14,5,3,3,11,Key Vendor
VND00250,Vendor_0250,Electronics,Malaysia,Tier 1,89.7,0.2,55,277102361.95,5,4,2,11,Key Vendor
VND00039,Vendor_0039,Chemicals,Bangladesh,Tier 2,77.9,1.8,58,369921683.27,1,5,5,11,Key Vendor
VND00245,Vendor_0245,Logistics,Thailand,Tier 3,31.1,1.0,60,334020401.01,2,5,4,11,Key Vendor
VND00978,Vendor_0978,Machinery,Malaysia,Tier 3,33.6,0.0,49,307022761.9,5,3,3,11,Key Vendor
VND00937,Vendor_0937,Textiles,Thailand,Tier 3,31.3,1.5,59,417360794.44,1,5,5,11,Key Vendor
VND00264,Vendor_0264,Packaging,India,Tier 2,66.3,1.1,53,385389920.09,2,4,5,11,Key Vendor
VND00006,Vendor_0006,Electronics,Germany,Tier 3,40.9,0.6,53,342909070.48,3,4,4,11,Key Vendor
VND00235,Vendor_0235,Electronics,USA,Tier 3,43.7,0.0,51,301486453.05,5,3,3,11,Key Vendor
VND00932,Vendor_0932,IT Services,Vietnam,Tier 1,88.4,0.4,57,282709080.15,4,5,2,11,Key Vendor
VND00520,Vendor_0520,Electronics,Vietnam,Tier 3,40.5,0.8,49,347206687.18,3,3,4,10,Key Vendor
VND00961,Vendor_0961,Electronics,Germany,Tier 3,35.8,1.1,52,354069786.81,2,4,4,10,Key Vendor
VND00147,Vendor_0147,Textiles,Japan,Tier 2,72.7,2.4,59,355191914.32,1,5,4,10,Key Vendor
VND00115,Vendor_0115,Chemicals,Thailand,Unclassified,,1.5,59,313890802.98,2,5,3,10,Key Vendor
VND00998,Vendor_0998,IT Services,India,Tier 3,39.6,0.1,50,293807501.58,5,3,2,10,Key Vendor
VND00116,Vendor_0116,Raw Material,Bangladesh,Tier 1,91.0,0.2,46,316200240.69,5,2,3,10,Key Vendor
VND00875,Vendor_0875,Logistics,Thailand,Tier 3,31.8,0.2,48,315152729.16,4,3,3,10,Key Vendor
VND00608,Vendor_0608,IT Services,India,Tier 3,55.5,1.1,52,344224887.46,2,4,4,10,Key Vendor
VND00962,Vendor_0962,IT Services,Germany,Tier 2,72.2,1.6,57,349964547.18,1,5,4,10,Key Vendor
VND00871,Vendor_0871,IT Services,Thailand,Tier 3,56.1,2.0,60,345905475.94,1,5,4,10,Key Vendor
VND00027,Vendor_0027,Textiles,Japan,Tier 3,44.0,3.0,53,368033779.86,1,4,5,10,Key Vendor
VND00140,Vendor_0140,Chemicals,Japan,Tier 1,98.0,0.0,47,312000622.79,5,2,3,10,Key Vendor
VND00993,Vendor_0993,Raw Material,India,Tier 3,49.1,0.6,48,332178611.59,3,3,4,10,Key Vendor
VND00610,Vendor_0610,IT Services,Malaysia,Tier 2,78.3,0.8,52,298474936.18,3,4,3,10,Key Vendor
VND00621,Vendor_0621,Unknown,Malaysia,Tier 3,42.9,0.0,52,253541428.03,5,4,1,10,Key Vendor
VND00976,Vendor_0976,Packaging,USA,Tier 3,48.4,1.5,52,367939573.79,1,4,5,10,Key Vendor
VND00403,Vendor_0403,IT Services,Japan,Tier 2,65.4,0.8,46,396528469.94,3,2,5,10,Key Vendor
VND00412,Vendor_0412,Machinery,Germany,Tier 1,96.5,0.1,46,304057998.36,5,2,3,10,Key Vendor
VND00031,Vendor_0031,Raw Material,Vietnam,Unclassified,,0.5,50,329044523.79,4,3,3,10,Key Vendor
VND00859,Vendor_0859,Unknown,Malaysia,Tier 2,69.5,1.2,55,358259171.26,2,4,4,10,Key Vendor
VND00145,Vendor_0145,Electronics,Malaysia,Tier 3,49.9,2.3,61,341677391.61,1,5,4,10,Key Vendor
VND00141,Vendor_0141,Textiles,Malaysia,Tier 1,97.4,2.2,58,349166362.05,1,5,4,10,Key Vendor
VND00981,Vendor_0981,Machinery,Japan,Tier 3,53.4,0.0,48,292324982.34,5,3,2,10,Key Vendor
VND00613,Vendor_0613,Raw Material,South Korea,Tier 2,74.0,1.7,62,362234718.69,1,5,4,10,Key Vendor
VND00114,Vendor_0114,Electronics,USA,Tier 1,86.6,0.1,45,306922579.74,5,2,3,10,Key Vendor
VND00885,Vendor_0885,Packaging,Germany,Tier 1,86.0,0.0,47,305103438.37,5,2,3,10,Key Vendor
VND00107,Vendor_0107,Textiles,USA,Tier 3,58.7,1.3,55,346364389.97,2,4,4,10,Key Vendor
VND00959,Vendor_0959,Machinery,Thailand,Tier 3,41.6,0.8,59,277247995.68,3,5,2,10,Key Vendor
VND00059,Vendor_0059,Packaging,Malaysia,Tier 3,33.2,0.0,47,308896135.06,5,2,3,10,Key Vendor
VND00065,Vendor_0065,Machinery,China,Tier 3,49.7,0.3,49,311590284.42,4,3,3,10,Key Vendor
VND00069,Vendor_0069,Chemicals,India,Tier 3,35.2,1.5,51,368733441.65,2,3,5,10,Key Vendor
VND00071,Vendor_0071,Machinery,South Korea,Tier 1,84.1,0.7,51,332991884.05,3,3,4,10,Key Vendor
VND00917,Vendor_0917,Electronics,Japan,Tier 3,50.6,0.3,54,284831786.17,4,4,2,10,Key Vendor
VND00462,Vendor_0462,Packaging,Thailand,Tier 2,75.4,0.2,47,306456434.53,5,2,3,10,Key Vendor
VND00562,Vendor_0562,Raw Material,Thailand,Tier 3,44.9,1.1,52,338615309.05,2,4,4,10,Key Vendor
VND00570,Vendor_0570,IT Services,Thailand,Tier 3,54.4,0.3,46,332108824.76,4,2,4,10,Key Vendor
VND00539,Vendor_0539,Textiles,Bangladesh,Tier 2,61.5,1.3,53,348608867.49,2,4,4,10,Key Vendor
VND00914,Vendor_0914,Machinery,Vietnam,Unclassified,,0.3,53,286635730.47,4,4,2,10,Key Vendor
VND00479,Vendor_0479,Chemicals,South Korea,Tier 1,97.9,0.7,48,336940327.67,3,3,4,10,Key Vendor
VND00451,Vendor_0451,Unknown,Germany,Tier 1,84.4,0.1,47,311352833.67,5,2,3,10,Key Vendor
VND00397,Vendor_0397,Chemicals,Malaysia,Tier 1,90.1,0.9,52,310065712.22,3,4,3,10,Key Vendor
VND00088,Vendor_0088,Electronics,Malaysia,Tier 2,74.6,0.1,48,310676069.55,5,2,3,10,Key Vendor
VND00046,Vendor_0046,Packaging,Germany,Tier 2,76.4,0.0,49,284719283.74,5,3,2,10,Key Vendor
VND00942,Vendor_0942,Textiles,USA,Tier 2,68.8,0.3,55,297245825.82,4,4,2,10,Key Vendor
VND00529,Vendor_0529,IT Services,Japan,Tier 3,33.9,1.2,52,331506519.27,2,4,4,10,Key Vendor
VND00584,Vendor_0584,Packaging,USA,Tier 3,53.0,3.2,53,369565426.39,1,4,5,10,Key Vendor
VND00091,Vendor_0091,Logistics,Vietnam,Tier 3,38.4,0.7,50,338081463.94,3,3,4,10,Key Vendor
VND00038,Vendor_0038,Logistics,Thailand,Tier 3,36.8,0.9,49,353462505.46,3,3,4,10,Key Vendor
VND00898,Vendor_0898,Machinery,South Korea,Tier 1,92.7,0.6,56,284459991.47,3,5,2,10,Key Vendor
VND00895,Vendor_0895,Packaging,Bangladesh,Tier 2,76.8,0.5,48,343721389.21,3,3,4,10,Key Vendor
VND00486,Vendor_0486,Raw Material,South Korea,Tier 1,93.1,0.3,51,323555261.04,4,3,3,10,Key Vendor
VND00436,Vendor_0436,IT Services,Malaysia,Tier 2,79.1,3.3,58,345312188.93,1,5,4,10,Key Vendor
VND00488,Vendor_0488,Logistics,Bangladesh,Tier 3,49.7,0.6,54,309208617.2,3,4,3,10,Key Vendor
VND00033,Vendor_0033,Raw Material,Thailand,Unclassified,,0.3,53,297814123.86,4,4,2,10,Key Vendor
VND00886,Vendor_0886,Unknown,India,Tier 3,42.5,0.2,47,330622963.91,4,2,4,10,Key Vendor
VND00525,Vendor_0525,Textiles,Malaysia,Tier 1,88.7,0.1,50,291104452.14,5,3,2,10,Key Vendor
VND00541,Vendor_0541,Raw Material,USA,Tier 1,96.8,0.0,52,246392277.05,5,4,1,10,Key Vendor
VND00148,Vendor_0148,Chemicals,Germany,Tier 2,65.2,0.4,49,307484394.15,4,3,3,10,Key Vendor
VND01000,Vendor_1000,Chemicals,Japan,Tier 2,61.2,1.1,52,342860110.13,2,4,4,10,Key Vendor
VND00753,Vendor_0753,Logistics,Germany,Tier 2,73.9,0.4,51,327216152.55,4,3,3,10,Key Vendor
VND00707,Vendor_0707,Textiles,USA,Tier 3,52.6,0.9,56,296952075.62,3,5,2,10,Key Vendor
VND00757,Vendor_0757,Logistics,Malaysia,Tier 2,73.4,0.7,50,340606357.62,3,3,4,10,Key Vendor
VND00252,Vendor_0252,Machinery,Malaysia,Tier 3,57.0,0.1,41,337230114.04,5,1,4,10,Key Vendor
VND00666,Vendor_0666,Packaging,USA,Tier 3,40.7,0.5,50,313019118.66,4,3,3,10,Key Vendor
VND00254,Vendor_0254,Raw Material,Japan,Tier 3,52.2,1.3,55,350866493.87,2,4,4,10,Key Vendor
VND00345,Vendor_0345,Unknown,Malaysia,Tier 3,57.9,0.1,51,272283798.15,5,3,2,10,Key Vendor
VND00257,Vendor_0257,Machinery,India,Tier 1,95.5,0.4,50,300939586.77,4,3,3,10,Key Vendor
VND00662,Vendor_0662,Electronics,Bangladesh,Tier 1,99.1,1.0,55,361371627.38,2,4,4,10,Key Vendor
VND00700,Vendor_0700,Chemicals,South Korea,Tier 2,63.7,0.3,50,314830343.38,4,3,3,10,Key Vendor
VND00661,Vendor_0661,Textiles,South Korea,Tier 3,54.9,0.5,48,314455183.6,4,3,3,10,Key Vendor
VND00258,Vendor_0258,Packaging,Vietnam,Tier 2,78.7,1.5,49,365058956.05,2,3,5,10,Key Vendor
VND00754,Vendor_0754,IT Services,Malaysia,Tier 3,53.4,0.2,54,280345157.98,4,4,2,10,Key Vendor
VND00237,Vendor_0237,Machinery,USA,Tier 3,49.7,0.6,53,315134886.61,3,4,3,10,Key Vendor
VND00200,Vendor_0200,Textiles,India,Tier 1,84.6,0.9,49,330901315.54,3,3,4,10,Key Vendor
VND00657,Vendor_0657,Electronics,China,Tier 3,49.9,1.0,54,343953282.92,2,4,4,10,Key Vendor
VND00792,Vendor_0792,IT Services,Thailand,Tier 2,71.0,1.1,52,351775103.69,2,4,4,10,Key Vendor
VND00214,Vendor_0214,Machinery,China,Tier 3,45.7,0.3,48,346701631.49,4,2,4,10,Key Vendor
VND00752,Vendor_0752,IT Services,Vietnam,Tier 1,95.8,0.4,49,311776970.68,4,3,3,10,Key Vendor
VND00226,Vendor_0226,Electronics,Germany,Tier 3,47.1,0.3,48,350565297.31,4,2,4,10,Key Vendor
VND00770,Vendor_0770,IT Services,Vietnam,Tier 1,87.5,0.0,47,316288339.56,5,2,3,10,Key Vendor
VND00763,Vendor_0763,Machinery,Bangladesh,Tier 3,47.4,0.5,50,343912626.93,3,3,4,10,Key Vendor
VND00321,Vendor_0321,Chemicals,Thailand,Tier 2,68.4,0.1,47,318014154.99,5,2,3,10,Key Vendor
VND00683,Vendor_0683,Chemicals,USA,Tier 3,42.0,0.2,45,343938717.15,4,2,4,10,Key Vendor
VND00678,Vendor_0678,IT Services,Bangladesh,Tier 3,57.8,0.0,48,298129688.57,5,3,2,10,Key Vendor
VND00229,Vendor_0229,Machinery,USA,Unclassified,,0.9,52,327336022.46,3,4,3,10,Key Vendor
VND00697,Vendor_0697,IT Services,USA,Tier 3,50.2,0.2,53,265904727.75,4,4,2,10,Key Vendor
VND00306,Vendor_0306,Chemicals,Vietnam,Tier 1,98.3,0.1,53,261001802.15,5,4,1,10,Key Vendor
VND00786,Vendor_0786,Packaging,Thailand,Tier 1,93.6,1.0,53,341912563.65,2,4,4,10,Key Vendor
VND00670,Vendor_0670,Machinery,Malaysia,Tier 3,50.0,1.9,56,348777166.02,1,5,4,10,Key Vendor
VND00787,Vendor_0787,IT Services,Vietnam,Tier 2,70.8,0.1,49,290298674.61,5,3,2,10,Key Vendor
VND00759,Vendor_0759,Electronics,USA,Unclassified,,0.4,51,307555098.55,4,3,3,10,Key Vendor
VND00336,Vendor_0336,Chemicals,Bangladesh,Tier 3,32.9,0.7,50,340885889.45,3,3,4,10,Key Vendor
VND00153,Vendor_0153,IT Services,China,Tier 3,40.1,0.1,49,271306927.12,5,3,2,10,Key Vendor
VND00713,Vendor_0713,Electronics,India,Tier 2,63.0,1.0,54,343627968.3,2,4,4,10,Key Vendor
VND00234,Vendor_0234,Machinery,Germany,Tier 2,64.5,0.7,53,326005442.82,3,4,3,10,Key Vendor
VND00809,Vendor_0809,Raw Material,Germany,Tier 2,61.6,0.2,50,330583148.98,4,3,3,10,Key Vendor
VND00644,Vendor_0644,Packaging,USA,Tier 3,52.9,1.4,55,349343903.52,2,4,4,10,Key Vendor
VND00392,Vendor_0392,Logistics,Germany,Tier 3,58.9,2.5,52,397119675.5,1,4,5,10,Key Vendor
VND00158,Vendor_0158,IT Services,Japan,Tier 1,83.3,0.1,41,357255914.54,5,1,4,10,Key Vendor
VND00847,Vendor_0847,Machinery,Vietnam,Tier 3,36.0,0.3,48,328462019.81,4,3,3,10,Key Vendor
VND00843,Vendor_0843,IT Services,Unknown,Tier 3,42.5,2.3,56,343999324.21,1,5,4,10,Key Vendor
VND00634,Vendor_0634,Textiles,South Korea,Tier 2,67.2,0.2,48,328097116.05,4,3,3,10,Key Vendor
VND00831,Vendor_0831,Textiles,Thailand,Tier 3,45.7,2.2,58,349934109.33,1,5,4,10,Key Vendor
VND00829,Vendor_0829,Packaging,USA,Tier 1,81.6,0.9,51,384454370.49,2,3,5,10,Key Vendor
VND00383,Vendor_0383,Logistics,Thailand,Tier 2,74.0,0.7,52,318534513.02,3,4,3,10,Key Vendor
VND00828,Vendor_0828,Textiles,Vietnam,Tier 3,54.3,0.1,48,292860842.47,5,3,2,10,Key Vendor
VND00732,Vendor_0732,IT Services,China,Tier 1,87.0,0.7,49,333373894.26,3,3,4,10,Key Vendor
VND00826,Vendor_0826,Chemicals,Vietnam,Tier 1,94.4,0.1,50,273748332.15,5,3,2,10,Key Vendor
VND00641,Vendor_0641,Electronics,Germany,Tier 3,31.4,0.6,51,335493216.8,3,3,4,10,Key Vendor
VND00379,Vendor_0379,Logistics,Japan,Tier 1,87.0,0.9,52,317731140.45,3,4,3,10,Key Vendor
VND00737,Vendor_0737,Packaging,Malaysia,Tier 3,57.5,0.8,52,325552774.5,3,4,3,10,Key Vendor
VND00368,Vendor_0368,Machinery,India,Tier 1,93.4,7.3,52,364750885.77,1,4,5,10,Key Vendor
VND00650,Vendor_0650,IT Services,Thailand,Tier 2,64.9,0.4,45,359294005.3,4,2,4,10,Key Vendor
VND00649,Vendor_0649,IT Services,South Korea,Tier 1,85.2,2.1,53,400403266.57,1,4,5,10,Key Vendor
VND00717,Vendor_0717,Electronics,Unknown,Tier 1,88.1,0.0,54,246096636.92,5,4,1,10,Key Vendor
VND00648,Vendor_0648,Textiles,Vietnam,Tier 2,77.5,1.1,50,381056401.88,2,3,5,10,Key Vendor
VND00365,Vendor_0365,Chemicals,Thailand,Tier 1,95.9,0.4,50,324564998.32,4,3,3,10,Key Vendor
VND00745,Vendor_0745,Electronics,Vietnam,Tier 3,46.3,1.1,54,331829278.38,2,4,4,10,Key Vendor
VND00811,Vendor_0811,Logistics,South Korea,Tier 1,98.9,2.0,58,342604323.45,1,5,4,10,Key Vendor
VND00188,Vendor_0188,Raw Material,India,Tier 2,68.9,0.8,49,361386462.84,3,3,4,10,Key Vendor
VND00645,Vendor_0645,Electronics,Germany,Tier 3,38.4,3.4,56,354156937.59,1,5,4,10,Key Vendor
VND00724,Vendor_0724,Chemicals,South Korea,Tier 1,81.9,1.4,51,340912417.45,2,3,4,9,Transactional
VND00729,Vendor_0729,Machinery,Bangladesh,Tier 3,44.1,0.2,46,302761969.8,4,2,3,9,Transactional
VND00997,Vendor_0997,Electronics,Japan,Tier 1,94.2,2.4,55,356159701.57,1,4,4,9,Transactional
VND00513,Vendor_0513,Textiles,Malaysia,Tier 1,95.3,2.7,58,312987072.3,1,5,3,9,Transactional
VND00938,Vendor_0938,IT Services,South Korea,Tier 1,94.0,0.3,42,338672333.04,4,1,4,9,Transactional
