Vendor_ID,Orders,Late_Rate_Pct,Avg_Delay,Spend,Vendor_Name,Vendor_Category,Vendor_Tier,Reliability_Score,Return_Lines,Return_Value,Return_Rate_Pct,Risk_Points,Risk_Band
VND00813,55,59.57,7.72,406482755.15,Vendor_0813,Logistics,Tier 3,38.7,4.0,2771599.41,7.27,3,High Risk
VND00620,44,59.52,8.31,265012374.88,Vendor_0620,Electronics,Tier 1,82.4,6.0,4319757.79,13.64,3,High Risk
VND00776,36,59.38,5.31,211147654.2,Vendor_0776,Logistics,Tier 3,40.5,4.0,3125327.92,11.11,3,High Risk
VND00150,54,59.26,6.87,379364170.62,Vendor_0150,Logistics,Tier 3,49.5,3.0,2186928.2,5.56,3,High Risk
VND00196,62,59.26,9.11,368362695.88,Vendor_0196,Packaging,Tier 3,54.4,2.0,2805597.84,3.23,3,High Risk
VND00098,53,59.18,9.94,373724722.74,Vendor_0098,Packaging,Tier 3,59.9,4.0,1610761.9,7.55,3,High Risk
VND00268,51,59.18,8.35,295752523.5,Vendor_0268,Textiles,Tier 2,79.2,8.0,4931366.33,15.69,3,High Risk
VND00378,48,59.09,7.05,308587655.84,Vendor_0378,Textiles,Tier 3,31.6,3.0,1614175.88,6.25,3,High Risk
VND00447,48,59.09,6.77,360991127.61,Vendor_0447,IT Services,Tier 1,99.0,5.0,2957651.25,10.42,3,High Risk
VND00495,49,59.09,9.45,346180654.0,Vendor_0495,Chemicals,Tier 2,62.5,7.0,4382098.48,14.29,3,High Risk
VND00556,43,58.97,5.87,245758757.1,Vendor_0556,Textiles,Tier 3,58.2,5.0,1983141.88,11.63,3,High Risk
VND00751,44,58.97,8.18,314546798.21,Vendor_0751,IT Services,Tier 3,38.2,3.0,1453820.68,6.82,3,High Risk
VND00154,37,58.82,7.35,250063479.42,Vendor_0154,Packaging,Tier 2,64.3,6.0,5410924.61,16.22,3,High Risk
VND00416,52,58.82,7.27,337093321.55,Vendor_0416,Chemicals,Tier 2,61.4,6.0,3543094.8,11.54,3,High Risk
VND00737,52,58.82,7.53,325552774.5,Vendor_0737,Packaging,Tier 3,57.5,3.0,1477734.35,5.77,3,High Risk
VND00857,51,58.82,6.88,285105920.11,Vendor_0857,Logistics,Tier 3,32.6,2.0,1781388.26,3.92,3,High Risk
VND00861,52,58.82,6.73,253709591.58,Vendor_0861,Logistics,Tier 1,84.3,8.0,6657259.59,15.38,3,High Risk
VND00263,48,58.7,6.91,318549606.22,Vendor_0263,Electronics,Tier 3,39.8,4.0,2218894.08,8.33,3,High Risk
VND00407,49,58.7,6.43,301840606.28,Vendor_0407,IT Services,Tier 3,57.2,8.0,6041765.49,16.33,3,High Risk
VND00860,49,58.7,5.78,264966632.43,Vendor_0860,Electronics,Tier 3,34.6,5.0,2338102.85,10.2,3,High Risk
VND00185,55,58.49,6.81,407558961.85,Vendor_0185,Machinery,Tier 3,48.1,4.0,1332084.66,7.27,3,High Risk
VND00470,56,58.49,7.09,379622805.01,Vendor_0470,Chemicals,Tier 1,97.4,8.0,4911510.15,14.29,3,High Risk
VND00069,51,58.33,6.5,368733441.65,Vendor_0069,Chemicals,Tier 3,35.2,5.0,2569941.52,9.8,3,High Risk
VND00404,50,58.33,7.12,303921693.94,Vendor_0404,Machinery,Tier 1,87.9,8.0,2253462.82,16.0,3,High Risk
VND00659,49,58.33,7.06,322623095.98,Vendor_0659,Machinery,Tier 2,75.2,5.0,2606482.4,10.2,3,High Risk
VND00389,58,58.18,7.05,431390029.4,Vendor_0389,Packaging,Tier 1,82.5,6.0,1542409.19,10.34,3,High Risk
VND00435,60,58.18,6.56,404283358.11,Vendor_0435,Textiles,Tier 3,35.9,5.0,2481396.04,8.33,3,High Risk
VND00577,57,58.18,7.62,260470270.35,Vendor_0577,Machinery,Tier 3,40.3,4.0,2278016.6,7.02,3,High Risk
VND00945,57,58.18,6.89,373739066.48,Vendor_0945,Textiles,Tier 3,44.4,2.0,1280831.68,3.51,3,High Risk
VND00041,45,58.14,6.44,225982140.4,Vendor_0041,IT Services,Tier 3,38.5,7.0,3285552.96,15.56,3,High Risk
VND00207,47,58.14,7.12,343328195.65,Vendor_0207,Machinery,Tier 3,37.1,4.0,3280826.38,8.51,3,High Risk
VND00181,55,58.0,5.44,391680770.46,Vendor_0181,Textiles,Tier 3,53.9,9.0,5358090.43,16.36,3,High Risk
VND00304,55,58.0,8.5,422115537.49,Vendor_0304,Logistics,Tier 2,74.6,7.0,3217232.9,12.73,3,High Risk
VND00383,52,58.0,6.66,318534513.02,Vendor_0383,Logistics,Tier 2,74.0,6.0,2136235.52,11.54,3,High Risk
VND00362,40,57.89,7.79,249116397.18,Vendor_0362,Packaging,Tier 2,75.0,4.0,1467186.3,10.0,3,High Risk
VND00835,58,57.89,6.74,431882819.47,Vendor_0835,Electronics,Tier 2,64.9,6.0,3326699.78,10.34,3,High Risk
VND00467,46,57.78,6.2,267988638.29,Vendor_0467,Logistics,Tier 3,50.0,7.0,4886453.85,15.22,3,High Risk
VND00900,52,57.69,5.65,330084873.85,Vendor_0900,Electronics,Tier 3,36.0,6.0,2892102.78,11.54,3,High Risk
VND00897,36,57.58,6.42,183279857.52,Vendor_0897,IT Services,Tier 3,50.5,4.0,1374152.09,11.11,3,High Risk
VND00422,43,57.5,9.22,216553214.34,Vendor_0422,Packaging,Tier 1,85.3,7.0,5823417.86,16.28,3,High Risk
VND00331,50,57.45,9.17,364434366.72,Vendor_0331,Logistics,Tier 3,54.9,3.0,1549872.5,6.0,3,High Risk
VND00763,50,57.45,5.64,343912626.93,Vendor_0763,Machinery,Tier 3,47.4,8.0,4954357.03,16.0,3,High Risk
VND00806,50,57.45,8.11,347153111.41,Vendor_0806,Textiles,Tier 1,81.6,5.0,4559260.82,10.0,3,High Risk
VND00879,57,57.41,8.85,346840800.91,Vendor_0879,Electronics,Tier 3,31.9,4.0,4407562.82,7.02,3,High Risk
VND00005,61,57.14,6.34,374425191.36,Vendor_0005,Logistics,Tier 3,40.9,8.0,7342419.73,13.11,3,High Risk
VND00030,44,57.14,8.31,274905131.83,Vendor_0030,Chemicals,Tier 3,33.3,4.0,2439057.44,9.09,3,High Risk
VND00630,53,57.14,7.51,325542921.65,Vendor_0630,Textiles,Tier 3,47.7,1.0,465491.88,1.89,3,High Risk
VND00668,53,57.14,5.59,283624910.42,Vendor_0668,Raw Material,Tier 3,41.2,11.0,7009797.21,20.75,3,High Risk
VND00761,46,57.14,7.14,272354241.7,Vendor_0761,Textiles,Tier 3,40.6,2.0,371630.71,4.35,3,High Risk
VND00613,62,56.9,8.26,362234718.69,Vendor_0613,Raw Material,Tier 2,74.0,8.0,3261112.9,12.9,3,High Risk
VND00027,53,56.86,8.78,368033779.86,Vendor_0027,Textiles,Tier 3,44.0,4.0,1650400.25,7.55,3,High Risk
VND00432,54,56.86,6.65,380320996.86,Vendor_0432,Textiles,Tier 1,83.3,10.0,2669931.9,18.52,3,High Risk
VND00619,53,56.86,6.9,394293054.18,Vendor_0619,IT Services,Tier 1,86.4,12.0,6218872.98,22.64,3,High Risk
VND00686,51,56.86,7.1,294751008.12,Vendor_0686,Unknown,Tier 2,69.0,9.0,4598815.72,17.65,3,High Risk
VND00731,53,56.86,7.53,366304128.28,Vendor_0731,Machinery,Tier 3,41.5,5.0,2200075.3,9.43,3,High Risk
VND00116,46,56.82,8.0,316200240.69,Vendor_0116,Raw Material,Tier 1,91.0,8.0,4816648.52,17.39,3,High Risk
VND00344,48,56.82,6.95,363369788.38,Vendor_0344,Packaging,Tier 2,60.4,5.0,2201051.32,10.42,3,High Risk
VND00487,44,56.82,6.36,251840799.99,Vendor_0487,Packaging,Tier 3,33.2,5.0,2741794.19,11.36,3,High Risk
VND00911,47,56.82,7.84,295512426.53,Vendor_0911,Electronics,Tier 2,71.3,7.0,4138485.76,14.89,3,High Risk
VND00254,55,56.6,7.87,350866493.87,Vendor_0254,Raw Material,Tier 3,52.2,2.0,442569.13,3.64,3,High Risk
VND00908,57,56.6,5.96,295304312.24,Vendor_0908,Textiles,Tier 3,53.9,7.0,4461436.08,12.28,3,High Risk
VND00255,47,56.52,5.28,369879673.07,Vendor_0255,Chemicals,Tier 3,41.9,8.0,5588813.48,17.02,3,High Risk
VND00257,50,56.52,7.09,300939586.77,Vendor_0257,Machinery,Tier 1,95.5,7.0,6155658.93,14.0,3,High Risk
VND00783,52,56.52,8.26,342384742.83,Vendor_0783,IT Services,Tier 3,47.6,5.0,2952373.95,9.62,3,High Risk
VND00875,48,56.52,7.17,315152729.16,Vendor_0875,Logistics,Tier 3,31.8,3.0,744031.84,6.25,3,High Risk
VND00981,48,56.52,8.15,292324982.34,Vendor_0981,Machinery,Tier 3,53.4,3.0,1276340.33,6.25,3,High Risk
VND00319,58,56.36,5.65,362984046.1,Vendor_0319,Electronics,Tier 3,41.0,10.0,6991647.62,17.24,3,High Risk
VND00079,52,56.25,7.92,356691688.79,Vendor_0079,Machinery,Tier 3,55.1,4.0,2491186.64,7.69,3,High Risk
VND00727,47,56.1,5.76,354164725.35,Vendor_0727,Raw Material,Tier 3,39.8,8.0,5138499.89,17.02,3,High Risk
VND00270,56,56.0,6.98,389090205.07,Vendor_0270,Raw Material,Tier 3,50.6,2.0,782873.72,3.57,3,High Risk
VND00621,52,56.0,6.76,253541428.03,Vendor_0621,Unknown,Tier 3,42.9,5.0,2109132.8,9.62,3,High Risk
VND00557,46,55.81,7.53,297282283.17,Vendor_0557,IT Services,Tier 3,39.4,5.0,3903358.56,10.87,3,High Risk
VND00730,47,55.81,6.67,265625348.61,Vendor_0730,Packaging,Tier 3,41.5,7.0,4959812.87,14.89,3,High Risk
VND00099,51,55.56,7.29,310713844.34,Vendor_0099,Unknown,Tier 3,31.8,7.0,6374571.76,13.73,3,High Risk
VND00373,46,55.56,7.56,304689909.99,Vendor_0373,Raw Material,Tier 3,36.6,7.0,4596625.67,15.22,3,High Risk
VND00853,59,55.36,6.98,410061219.82,Vendor_0853,Textiles,Tier 3,44.7,7.0,2117141.48,11.86,3,High Risk
VND00349,49,55.32,8.19,319226593.68,Vendor_0349,Machinery,Tier 3,56.2,6.0,2370240.67,12.24,3,High Risk
VND00622,50,55.32,7.47,338736335.98,Vendor_0622,Unknown,Tier 3,44.7,7.0,7273332.14,14.0,3,High Risk
VND00889,52,55.1,7.1,373160983.63,Vendor_0889,Textiles,Tier 3,37.0,6.0,3618912.66,11.54,3,High Risk
VND00884,45,54.76,7.93,317374834.0,Vendor_0884,Chemicals,Tier 3,37.3,5.0,4749774.48,11.11,3,High Risk
VND00313,40,54.29,9.23,305080418.13,Vendor_0313,Raw Material,Tier 3,31.8,8.0,4493518.67,20.0,3,High Risk
VND00618,55,53.85,6.9,400675706.17,Vendor_0618,Textiles,Tier 3,49.4,6.0,2254601.34,10.91,3,High Risk
VND00203,47,53.19,6.6,302647318.24,Vendor_0203,Raw Material,Tier 3,41.3,5.0,2886487.39,10.64,3,High Risk
VND00964,48,53.19,6.89,271989684.84,Vendor_0964,Logistics,Tier 3,57.3,6.0,3120643.11,12.5,3,High Risk
VND00558,36,53.12,8.0,247998600.66,Vendor_0558,Logistics,Tier 3,32.0,4.0,2587065.4,11.11,3,High Risk
VND00935,40,52.78,7.28,197594245.57,Vendor_0935,Logistics,Tier 3,42.0,6.0,5046473.62,15.0,3,High Risk
VND00228,40,52.63,8.34,181008744.01,Vendor_0228,Chemicals,Tier 3,57.5,4.0,1924312.35,10.0,3,High Risk
VND00871,60,52.63,7.53,345905475.94,Vendor_0871,IT Services,Tier 3,56.1,6.0,5100316.51,10.0,3,High Risk
VND00604,44,52.5,7.88,309895011.41,Vendor_0604,IT Services,Tier 3,36.2,7.0,8020733.34,15.91,3,High Risk
VND00011,45,52.38,6.69,294435913.38,Vendor_0011,Logistics,Tier 3,31.4,10.0,8250575.58,22.22,3,High Risk
VND00109,44,52.38,7.45,251699075.78,Vendor_0109,IT Services,Tier 3,46.0,7.0,5142514.79,15.91,3,High Risk
VND00317,49,52.17,7.09,275934360.14,Vendor_0317,Machinery,Tier 3,58.6,8.0,7741856.78,16.33,3,High Risk
VND00963,51,52.17,7.26,305513785.87,Vendor_0963,Electronics,Tier 3,47.2,5.0,2768330.88,9.8,3,High Risk
VND00788,52,52.0,6.68,365278616.04,Vendor_0788,Raw Material,Tier 3,58.1,6.0,3719125.59,11.54,3,High Risk
VND00129,43,51.22,8.2,274542013.95,Vendor_0129,IT Services,Tier 3,30.5,6.0,1403383.25,13.95,3,High Risk
VND00656,44,51.22,7.76,341312814.4,Vendor_0656,IT Services,Tier 3,38.9,8.0,3989567.55,18.18,3,High Risk
VND00865,45,51.16,6.65,286620821.16,Vendor_0865,Machinery,Tier 3,58.1,6.0,3918512.41,13.33,3,High Risk
VND00286,47,51.11,6.76,352332948.63,Vendor_0286,Packaging,Tier 3,32.5,11.0,7353525.45,23.4,3,High Risk
VND00818,55,50.94,7.91,323196301.75,Vendor_0818,IT Services,Tier 3,57.9,12.0,9222461.51,21.82,3,High Risk
VND00060,59,50.0,7.09,348745286.77,Vendor_0060,Textiles,Tier 3,52.8,6.0,2924687.33,10.17,3,High Risk
VND00086,46,50.0,8.8,243852569.45,Vendor_0086,IT Services,Tier 3,52.8,5.0,3319691.81,10.87,3,High Risk
VND00494,54,50.0,7.33,400432297.26,Vendor_0494,Machinery,Tier 3,43.2,6.0,4270078.02,11.11,3,High Risk
VND00657,54,50.0,7.1,343953282.92,Vendor_0657,Electronics,Tier 3,49.9,7.0,3235611.22,12.96,3,High Risk
VND00073,46,48.84,7.12,277200065.08,Vendor_0073,Packaging,Tier 3,30.4,6.0,2992779.27,13.04,3,High Risk
VND00714,52,48.0,7.14,311420640.9,Vendor_0714,Chemicals,Tier 3,58.8,8.0,5859045.82,15.38,3,High Risk
VND00715,47,47.73,6.77,286727387.88,Vendor_0715,Machinery,Tier 3,54.4,6.0,1350935.42,12.77,3,High Risk
VND00369,43,43.9,6.71,247387098.29,Vendor_0369,Logistics,Tier 3,43.7,6.0,3220728.28,13.95,3,High Risk
VND00661,48,41.86,7.02,314455183.6,Vendor_0661,Textiles,Tier 3,54.9,6.0,3326267.53,12.5,3,High Risk
VND00234,53,75.0,9.92,326005442.82,Vendor_0234,Machinery,Tier 2,64.5,4.0,3045570.08,7.55,2,Medium Risk
VND00382,43,73.17,11.59,244100315.1,Vendor_0382,Textiles,Tier 2,78.8,3.0,3493234.32,6.98,2,Medium Risk
VND00825,44,71.43,8.14,305217684.41,Vendor_0825,Machinery,Tier 2,67.6,2.0,2764031.07,4.55,2,Medium Risk
VND00439,55,71.15,9.04,331172843.39,Vendor_0439,Machinery,Tier 2,79.4,3.0,821245.64,5.45,2,Medium Risk
VND00701,52,70.59,9.76,311034622.25,Vendor_0701,Textiles,Tier 2,67.3,4.0,3856894.26,7.69,2,Medium Risk
VND00687,52,69.39,8.63,231976562.74,Vendor_0687,Logistics,Tier 2,70.0,3.0,1860202.76,5.77,2,Medium Risk
VND00934,46,69.05,9.64,248440523.49,Vendor_0934,Electronics,Tier 2,66.8,3.0,2100404.6,6.52,2,Medium Risk
VND00582,49,68.89,9.09,334957894.43,Vendor_0582,Chemicals,Tier 1,98.6,4.0,1014969.87,8.16,2,Medium Risk
VND00848,64,68.85,8.8,390719567.03,Vendor_0848,Packaging,Tier 1,99.8,5.0,1121103.54,7.81,2,Medium Risk
VND00163,52,68.75,8.98,337744085.02,Vendor_0163,Raw Material,Tier 2,74.3,3.0,2063284.22,5.77,2,Medium Risk
VND00519,53,68.75,7.06,347069247.63,Vendor_0519,IT Services,Tier 1,99.1,3.0,1481385.44,5.66,2,Medium Risk
VND00489,40,68.42,8.29,273572235.16,Vendor_0489,Packaging,Tier 1,96.5,2.0,592212.69,5.0,2,Medium Risk
VND00753,51,68.09,8.68,327216152.55,Vendor_0753,Logistics,Tier 2,73.9,2.0,679933.98,3.92,2,Medium Risk
VND00541,52,67.39,6.98,246392277.05,Vendor_0541,Raw Material,Tier 1,96.8,5.0,4429990.71,9.62,2,Medium Risk
VND00648,50,67.39,5.89,381056401.88,Vendor_0648,Textiles,Tier 2,77.5,6.0,3373243.96,12.0,2,Medium Risk
VND00337,53,67.31,8.69,331316354.39,Vendor_0337,Electronics,Tier 1,89.9,2.0,2513304.38,3.77,2,Medium Risk
VND00201,61,67.21,6.92,407925861.38,Vendor_0201,Electronics,Tier 2,74.9,2.0,1932241.49,3.28,2,Medium Risk
VND00339,57,66.67,8.43,401633583.31,Vendor_0339,Machinery,Tier 2,63.2,4.0,3037750.2,7.02,2,Medium Risk
VND00445,60,66.67,8.0,397491349.27,Vendor_0445,Machinery,Tier 1,86.9,4.0,2831596.74,6.67,2,Medium Risk
VND00653,67,66.67,7.79,403330211.75,Vendor_0653,Logistics,Tier 2,71.1,6.0,5020619.32,8.96,2,Medium Risk
VND00684,46,66.67,7.88,367584276.86,Vendor_0684,Machinery,Tier 2,76.8,2.0,1486840.23,4.35,2,Medium Risk
VND00693,43,66.67,8.92,260548359.65,Vendor_0693,IT Services,Unclassified,,3.0,1472755.82,6.98,2,Medium Risk
VND00748,47,66.67,6.62,291039272.28,Vendor_0748,Machinery,Tier 2,68.0,2.0,919884.61,4.26,2,Medium Risk
VND00066,55,66.04,7.53,304993321.03,Vendor_0066,Raw Material,Tier 2,68.0,2.0,2347829.53,3.64,2,Medium Risk
VND00138,47,65.91,7.57,289110111.55,Vendor_0138,Electronics,Tier 2,79.2,4.0,788472.83,8.51,2,Medium Risk
VND00960,46,65.91,7.66,247623011.4,Vendor_0960,Logistics,Tier 1,81.7,4.0,2079528.89,8.7,2,Medium Risk
VND00472,44,65.0,10.02,327299418.54,Vendor_0472,Machinery,Tier 1,97.9,2.0,2937716.37,4.55,2,Medium Risk
VND00391,54,64.71,7.25,295995639.05,Vendor_0391,Raw Material,Tier 1,99.3,3.0,2327745.56,5.56,2,Medium Risk
VND00631,36,64.71,6.24,238899270.34,Vendor_0631,IT Services,Tier 2,79.9,4.0,825855.65,11.11,2,Medium Risk
VND00253,52,64.58,7.98,411441344.58,Vendor_0253,Raw Material,Tier 1,89.6,4.0,1811237.9,7.69,2,Medium Risk
VND00629,51,64.58,6.0,377587753.94,Vendor_0629,Logistics,Tier 3,32.6,2.0,2127937.46,3.92,2,Medium Risk
VND00451,47,64.44,8.13,311352833.67,Vendor_0451,Unknown,Tier 1,84.4,2.0,1516754.92,4.26,2,Medium Risk
VND00374,63,64.29,7.3,402466597.17,Vendor_0374,Logistics,Tier 2,77.8,5.0,3745602.76,7.94,2,Medium Risk
VND00873,44,64.29,7.69,269062348.75,Vendor_0873,Logistics,Tier 2,75.1,4.0,2280902.42,9.09,2,Medium Risk
VND00755,52,63.83,8.13,370784115.5,Vendor_0755,Packaging,Unclassified,,5.0,4184081.08,9.62,2,Medium Risk
VND00241,44,63.64,5.57,309107354.06,Vendor_0241,Machinery,Tier 1,95.8,5.0,2871828.2,11.36,2,Medium Risk
VND00548,46,63.64,7.27,222878606.01,Vendor_0548,Machinery,Tier 2,77.0,4.0,2338726.37,8.7,2,Medium Risk
VND00550,46,63.64,6.86,282129244.06,Vendor_0550,Machinery,Tier 1,84.1,3.0,733772.18,6.52,2,Medium Risk
VND00508,56,63.46,9.33,434069985.65,Vendor_0508,Electronics,Tier 1,87.6,2.0,1007243.77,3.57,2,Medium Risk
VND00988,41,63.41,6.93,273842236.81,Vendor_0988,Logistics,Tier 2,60.4,3.0,1940827.92,7.32,2,Medium Risk
VND00808,47,63.04,7.91,299428901.39,Vendor_0808,IT Services,Tier 1,94.8,2.0,2078571.55,4.26,2,Medium Risk
VND00944,65,62.9,7.18,378998000.07,Vendor_0944,IT Services,Tier 1,88.1,5.0,3758689.98,7.69,2,Medium Risk
VND00281,39,62.86,7.46,186795560.97,Vendor_0281,Unknown,Tier 1,92.3,3.0,2800608.24,7.69,2,Medium Risk
VND00323,47,62.79,8.23,313362609.76,Vendor_0323,Textiles,Tier 2,76.2,4.0,1093566.04,8.51,2,Medium Risk
VND00514,53,62.75,8.39,396607868.38,Vendor_0514,Chemicals,Tier 1,90.6,2.0,362555.8,3.77,2,Medium Risk
VND00143,54,62.5,7.96,322662878.65,Vendor_0143,IT Services,Unclassified,,5.0,536670.46,9.26,2,Medium Risk
VND00199,59,62.5,6.32,361365628.91,Vendor_0199,Logistics,Tier 1,92.1,7.0,2017001.01,11.86,2,Medium Risk
VND00500,62,62.5,8.34,443087103.38,Vendor_0500,Electronics,Tier 1,99.0,5.0,2111805.66,8.06,2,Medium Risk
VND00610,52,62.5,5.79,298474936.18,Vendor_0610,IT Services,Tier 2,78.3,6.0,4334496.81,11.54,2,Medium Risk
VND00929,68,62.5,7.88,353613015.41,Vendor_0929,Raw Material,Tier 2,74.3,2.0,1966280.17,2.94,2,Medium Risk
VND00655,64,62.3,6.62,331053019.58,Vendor_0655,Machinery,Unclassified,,5.0,3838405.13,7.81,2,Medium Risk
VND00130,57,62.26,7.25,402286897.67,Vendor_0130,Logistics,Tier 2,65.8,5.0,2687608.5,8.77,2,Medium Risk
VND00088,48,62.22,5.36,310676069.55,Vendor_0088,Electronics,Tier 2,74.6,6.0,3027554.09,12.5,2,Medium Risk
VND00090,47,62.22,9.09,360766754.27,Vendor_0090,Machinery,Unclassified,,3.0,250424.43,6.38,2,Medium Risk
VND00511,53,62.0,6.84,351250853.45,Vendor_0511,Raw Material,Tier 2,72.9,5.0,1007519.0,9.43,2,Medium Risk
VND00809,50,62.0,5.8,330583148.98,Vendor_0809,Raw Material,Tier 2,61.6,7.0,2760693.92,14.0,2,Medium Risk
VND00248,59,61.82,6.56,391900432.27,Vendor_0248,Machinery,Tier 1,97.7,3.0,2511431.92,5.08,2,Medium Risk
VND00120,49,61.7,8.34,248242325.52,Vendor_0120,Electronics,Tier 2,67.8,4.0,2235175.17,8.16,2,Medium Risk
VND00262,51,61.7,6.38,328356998.02,Vendor_0262,Electronics,Tier 1,99.3,6.0,4335424.8,11.76,2,Medium Risk
VND00278,49,61.7,6.4,293803439.1,Vendor_0278,Chemicals,Tier 2,75.5,6.0,4086678.38,12.24,2,Medium Risk
VND00893,49,61.7,6.68,275444873.66,Vendor_0893,Chemicals,Tier 1,88.1,4.0,1324589.8,8.16,2,Medium Risk
VND00364,53,61.54,6.75,360599418.19,Vendor_0364,Machinery,Tier 2,68.2,2.0,2493889.94,3.77,2,Medium Risk
VND00654,40,61.54,6.36,167192544.36,Vendor_0654,Machinery,Tier 1,82.2,6.0,1210136.52,15.0,2,Medium Risk
VND00293,45,61.36,6.82,267046070.37,Vendor_0293,Textiles,Tier 1,87.6,4.0,2622047.11,8.89,2,Medium Risk
VND00837,49,61.36,5.95,277952748.33,Vendor_0837,Logistics,Tier 1,94.0,7.0,2575036.02,14.29,2,Medium Risk
VND00013,52,61.22,7.43,324208641.32,Vendor_0013,Textiles,Tier 1,88.3,5.0,4598683.57,9.62,2,Medium Risk
VND00250,55,61.22,7.04,277102361.95,Vendor_0250,Electronics,Tier 1,89.7,5.0,4423800.45,9.09,2,Medium Risk
VND00822,52,61.22,5.76,218222031.53,Vendor_0822,Raw Material,Tier 3,30.3,5.0,4136878.01,9.62,2,Medium Risk
VND00363,65,61.02,8.47,416312507.45,Vendor_0363,Unknown,Tier 2,62.1,6.0,5570595.07,9.23,2,Medium Risk
VND00076,42,60.98,7.49,280165040.06,Vendor_0076,Machinery,Tier 1,81.0,4.0,2255537.61,9.52,2,Medium Risk
VND00423,45,60.98,5.49,285619182.34,Vendor_0423,Logistics,Tier 3,36.4,3.0,1511291.86,6.67,2,Medium Risk
VND00647,51,60.87,9.07,337065887.38,Vendor_0647,Raw Material,Tier 2,71.6,3.0,3034872.26,5.88,2,Medium Risk
VND00242,56,60.78,6.86,331514048.46,Vendor_0242,Machinery,Tier 1,96.8,3.0,2427254.36,5.36,2,Medium Risk
VND00839,42,60.53,7.13,249041617.56,Vendor_0839,Packaging,Tier 2,70.6,2.0,1254252.94,4.76,2,Medium Risk
VND00043,46,60.47,5.67,248334124.3,Vendor_0043,IT Services,Tier 3,32.4,4.0,4235908.13,8.7,2,Medium Risk
VND00358,47,60.47,10.42,225824175.97,Vendor_0358,IT Services,Tier 2,71.0,4.0,1102710.14,8.51,2,Medium Risk
VND00764,43,60.47,6.93,254741576.07,Vendor_0764,Raw Material,Tier 1,82.1,1.0,1194289.25,2.33,2,Medium Risk
VND00065,49,60.42,6.23,311590284.42,Vendor_0065,Machinery,Tier 3,49.7,3.0,1062903.75,6.12,2,Medium Risk
VND00728,52,60.42,8.0,406385263.47,Vendor_0728,Logistics,Tier 1,85.7,5.0,1893145.35,9.62,2,Medium Risk
VND00067,56,60.38,6.06,339894137.1,Vendor_0067,Electronics,Tier 3,39.9,5.0,2396075.31,8.93,2,Medium Risk
VND00127,62,60.34,8.07,449922523.72,Vendor_0127,Logistics,Tier 1,87.3,4.0,2461524.05,6.45,2,Medium Risk
VND00789,61,60.34,7.33,423967143.51,Vendor_0789,Packaging,Tier 2,62.3,3.0,447408.3,4.92,2,Medium Risk
VND00490,71,60.29,7.15,398663973.86,Vendor_0490,IT Services,Tier 1,92.3,5.0,3023537.95,7.04,2,Medium Risk
VND00031,50,60.0,7.46,329044523.79,Vendor_0031,Raw Material,Unclassified,,4.0,4530442.87,8.0,2,Medium Risk
VND00039,58,60.0,9.71,369921683.27,Vendor_0039,Chemicals,Tier 2,77.9,2.0,806494.2,3.45,2,Medium Risk
VND00061,58,60.0,5.86,368645062.46,Vendor_0061,Electronics,Tier 3,57.2,5.0,2849492.97,8.62,2,Medium Risk
VND00173,43,60.0,8.88,256242729.03,Vendor_0173,Raw Material,Tier 2,65.8,4.0,1777459.81,9.3,2,Medium Risk
VND00184,35,60.0,9.66,171429303.02,Vendor_0184,Logistics,Tier 1,91.4,2.0,542054.78,5.71,2,Medium Risk
VND00229,52,60.0,7.27,327336022.46,Vendor_0229,Machinery,Unclassified,,2.0,745763.24,3.85,2,Medium Risk
VND00315,53,60.0,6.84,351897524.5,Vendor_0315,Machinery,Tier 1,88.5,4.0,3569878.93,7.55,2,Medium Risk
VND00535,41,60.0,5.38,289239953.09,Vendor_0535,Unknown,Tier 1,83.8,5.0,4283844.89,12.2,2,Medium Risk
VND00581,53,60.0,8.78,285147444.5,Vendor_0581,Logistics,Tier 2,62.1,2.0,1563488.63,3.77,2,Medium Risk
VND00616,47,60.0,6.98,292488604.17,Vendor_0616,Electronics,Tier 1,94.5,4.0,3976383.72,8.51,2,Medium Risk
VND00718,44,60.0,5.7,298296033.57,Vendor_0718,Textiles,Tier 1,97.6,5.0,4604659.42,11.36,2,Medium Risk
VND00239,55,59.62,6.63,340052516.25,Vendor_0239,Electronics,Tier 2,75.2,3.0,1385631.04,5.45,2,Medium Risk
VND00243,57,59.62,8.77,435653587.42,Vendor_0243,Logistics,Tier 1,94.0,4.0,1399506.33,7.02,2,Medium Risk
VND00306,53,59.62,8.17,261001802.15,Vendor_0306,Chemicals,Tier 1,98.3,5.0,1514001.33,9.43,2,Medium Risk
VND00526,55,59.62,7.79,383240195.34,Vendor_0526,Packaging,Tier 2,62.8,3.0,2671612.78,5.45,2,Medium Risk
VND00674,55,59.62,7.23,342914417.57,Vendor_0674,IT Services,Tier 2,66.7,4.0,4720936.83,7.27,2,Medium Risk
VND00821,55,59.62,6.67,341238365.75,Vendor_0821,Raw Material,Tier 1,86.2,0.0,0.0,0.0,2,Medium Risk
VND00997,55,59.62,5.63,356159701.57,Vendor_0997,Electronics,Tier 1,94.2,10.0,4097655.12,18.18,2,Medium Risk
VND00071,51,59.57,6.13,332991884.05,Vendor_0071,Machinery,Tier 1,84.1,5.0,4505552.57,9.8,2,Medium Risk
